family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Arctiidae	Halisidota	maculata	Halisidota maculata	17	17	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Halisidota maculata	NA	NA
Arctiidae	Hippocrita	jacobaea	Hippocrita jacobaea	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hippocrita jacobaea	NA	NA
Arctiidae	Hyphantria	cunea	Hyphantria cunea	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Hyphantria cunea	NA	39466
Arctiidae	Lilhosia	quadra	Lilhosia quadra	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Lilhosia quadra	NA	NA
Arctiidae	Miltochrista	miniata	Miltochrista miniata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Miltochrista miniata	NA	987980
Arctiidae	Ocnogyna	baetica	Ocnogyna baetica	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Ocnogyna boeticum	Ocnogyna boeticum	1985226
Arctiidae	Pericallia	ricini	Pericallia ricini	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Olepa ricini	Olepa ricini	337079
Arctiidae	Phragmatobia	fuliginosa	Phragmatobia fuliginosa	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Phragmatobia fuliginosa	NA	214311
Arctiidae	Phragmatobia	fuliginosa amurensis	Phragmatobia fuliginosa amurensis	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Phragmatobia fuliginosa amurensis	NA	NA
Arctiidae	Spilarctia	imparilis	Spilarctia imparilis	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Lemyra imparilis	Lemyra imparilis	1578839
Arctiidae	Spilarctia	infernalis	Spilarctia infernalis	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Spilarctia infernalis	NA	NA
Arctiidae	Spilosoma	lubricipedum	Spilosoma lubricipedum	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Spilosoma lubricipedum	NA	875880
Arctiidae	Spilosoma	mendica	Spilosoma mendica	26	26	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	3	Spilosoma mendica	NA	NA
Arctiidae	Spilosoma	menthastri	Spilosoma menthastri	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	2	Spilosoma lubricipedum	Spilosoma lubricipedum	875880
Arctiidae	Spilosoma	obliqua	Spilosoma obliqua	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	1	Spilarctia obliqua	Spilarctia obliqua	1288830
Arctiidae	Spilosoma	punctaria	Spilosoma punctaria	34	34	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Spilosoma punctaria	NA	2249631
Arctiidae	Stigmatophora	flava	Stigmatophora flava	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Stigmatophora flava	NA	1481758
Arctiidae	Tyria	jacobaeae	Tyria jacobaeae	31	31	Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738.	1	Tyria jacobaeae	NA	179666
Arctiidae	Utetheisa	ornatrix	Utetheisa ornatrix	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Utetheisa ornatrix	NA	290051
Arctiidae	Utetheisa	ornatrix bella	Utetheisa ornatrix bella	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Utetheisa ornatrix bella	NA	NA
Arctiidae	Utetheisa	ornatrix stretchii	Utetheisa ornatrix stretchii	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Utetheisa ornatrix stretchii	NA	NA
Arctiidae	Utetheisa	pulchella	Utetheisa pulchella	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Utetheisa pulchella	NA	1628836
Bombycidae	Bombyx	mandarina	Bombyx mandarina	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Bombyx mandarina	NA	7092
Bombycidae	Bombyx	mori	Bombyx mori	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Bombyx mori	NA	7091
Bombycidae	Theophila	religiosae	Theophila religiosae	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Theophila religiosae	NA	NA
Carposinidae	Carposina	niponensis	Carposina niponensis	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	2	Carposina sasakii	Carposina sasakii	252295
Cymatophoridae	Thyatira	batis	Thyatira batis	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Thyatira batis	NA	721163
Danaidae	Euploea	core	Euploea core	30	30	Saitoh, K. & Abe, A. (1970). On the chromosomes of five species of Danaidae from Nepal Himalaya (Lepidoptera; Rhopalocera). Special Bulletin of the Lepidopteran Society of Japan 25: 153–158.	1	Euploea core	NA	127258
Danaidae	Euploea	leuctostictos	Euploea leuctostictos	30	30	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	3	Euploea leuctostictos	NA	NA
Danaidae	Euploea	mulciber	Euploea mulciber	29	29	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	1	Euploea mulciber	NA	76235
Danaidae	Euploea	sylvestor	Euploea sylvestor	29	29	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	3	Euploea sylvestor	NA	NA
Danaidae	Euploea	tulliolus	Euploea tulliolus	29	29	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	1	Euploea tulliolus	NA	1401960
Danaidae	Euploes	mulciber barsine	Euploes mulciber barsine	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Euploes mulciber barsine	NA	NA
Danaidae	Idea	leuconoe clara	Idea leuconoe clara	30	30	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	3	Idea leuconoe clara	NA	NA
Danaidae	Parantica	aglea	Parantica aglea	33	33	Saitoh, K. & Abe, A. (1970). On the chromosomes of five species of Danaidae from Nepal Himalaya (Lepidoptera; Rhopalocera). Special Bulletin of the Lepidopteran Society of Japan 25: 153–158.	1	Parantica aglea	NA	396710
Danaidae	Parantica	melaneus swinhoei	Parantica melaneus swinhoei	22	22	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	3	Parantica melaneus swinhoei	NA	NA
Danaidae	Radena	similis	Radena similis	13	13	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	3	Radena similis	NA	NA
Danaidae	Tirumala	hamata	Tirumala hamata	31-36	31	Saitoh, K. & Abe, A. (1970). On the chromosomes of five species of Danaidae from Nepal Himalaya (Lepidoptera; Rhopalocera). Special Bulletin of the Lepidopteran Society of Japan 25: 153–158.	1	Tirumala hamata	NA	127260
Danaidae	Tirumala	limniace	Tirumala limniace	33	33	Saitoh, K. & Abe, A. (1970). On the chromosomes of five species of Danaidae from Nepal Himalaya (Lepidoptera; Rhopalocera). Special Bulletin of the Lepidopteran Society of Japan 25: 153–158.	1	Tirumala limniace	NA	551222
Danaidae	Tirumata	limniace	Tirumata limniace	37	37	Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109.	3	Tirumata limniace	NA	NA
Eupterotidae	Apha	tychoona	Apha tychoona	22	22	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Apha tychoona	NA	NA
Gelechiidae	Anacampsis	innocuella	Anacampsis innocuella	29	29	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	1	Anacampsis innocuella	NA	989736
Gelechiidae	Eucordylea	resinosae	Eucordylea resinosae	30	30	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Eucordylea resinosae	NA	NA
Gelechiidae	Exotelsia	dodscella	Exotelsia dodscella	12	12	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Exotelsia dodscella	NA	NA
Gelechiidae	Exotelsia	nepheos	Exotelsia nepheos	12	12	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Exotelsia nepheos	NA	NA
Gelechiidae	Exotelsia	pinifoliella	Exotelsia pinifoliella	11	11	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	3	Exotelsia pinifoliella	NA	NA
Gelechiidae	Tachyptilia	populella	Tachyptilia populella	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Tachyptilia populella	NA	NA
Geometridae	Agathia	carissima	Agathia carissima	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Agathia carissima	NA	1857527
Geometridae	Aperia	syringaria	Aperia syringaria	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Aperia syringaria	NA	NA
Geometridae	Ascotis	selenaria cretacea	Ascotis selenaria cretacea	34	34	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Ascotis selenaria cretacea	NA	414917
Geometridae	Boarmia	consonaria	Boarmia consonaria	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Boarmia consonaria	NA	NA
Geometridae	Calospiloa	sylvata fulvobasalis	Calospiloa sylvata fulvobasalis	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Calospiloa sylvata fulvobasalis	NA	NA
Geometridae	Campaea	margatitata	Campaea margatitata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Campaea margatitata	NA	NA
Geometridae	Camptogramma	bilineata	Camptogramma bilineata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Camptogramma bilineatum	Camptogramma bilineatum	934908
Geometridae	Caripeta	angustiorata	Caripeta angustiorata	29	29	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	1	Caripeta angustiorata	NA	689068
Geometridae	Caripeta	divisata	Caripeta divisata	29	29	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	1	Caripeta divisata	NA	214075
Geometridae	Chlorochysta	miata	Chlorochysta miata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Chlorochysta miata	NA	NA
Geometridae	Coenotephria	sagittata	Coenotephria sagittata	12	12	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Coenotephria sagittata	NA	NA
Geometridae	Colostygia	aptata	Colostygia aptata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Colostygia aptata	NA	934929
Geometridae	Colostygia	didymata	Colostygia didymata	27	27	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Colostygia didymata	NA	NA
Geometridae	Colostygia	olivata	Colostygia olivata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Colostygia olivata	NA	934930
Geometridae	Colostygia	parallelolineata	Colostygia parallelolineata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Colostygia parallelolineata	NA	NA
Geometridae	Colostygia	pectinataria	Colostygia pectinataria	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Colostygia pectinataria	NA	934931
Geometridae	Cusiala	stipitaria karuizawensis	Cusiala stipitaria karuizawensis	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Cusiala stipitaria karuizawensis	NA	NA
Geometridae	Dysstroma	citrata	Dysstroma citrata	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Dysstroma citrata	NA	572746
Geometridae	Dysstroma	latefasciata	Dysstroma latefasciata	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Dysstroma latefasciata	NA	2250315
Geometridae	Dysstroma	truncata	Dysstroma truncata	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Dysstroma truncata	NA	685363
Geometridae	Ectropis	deodarae	Ectropis deodarae	31	31	Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.	3	Ectropis deodarae	NA	NA
Geometridae	Epirrhoe	alternata	Epirrhoe alternata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Epirrhoe alternata	NA	190347
Geometridae	Epirrhoe	galiata	Epirrhoe galiata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Epirrhoe galiata	NA	934835
Geometridae	Epirrhoe	trista	Epirrhoe trista	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Epirrhoe trista	NA	NA
Geometridae	Eulype	hastata	Eulype hastata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Eulype hastata	NA	NA
Geometridae	Eulype	subhastata	Eulype subhastata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Eulype subhastata	NA	NA
Geometridae	Euphyia	corylata	Euphyia corylata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Euphyia corylata	NA	NA
Geometridae	Euphyia	cucullata	Euphyia cucullata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Euphyia cucullata	NA	NA
Geometridae	Euphyia	luctuata	Euphyia luctuata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Euphyia luctuata	NA	NA
Geometridae	Euphyia	unangulata	Euphyia unangulata	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Euphyia unangulata	NA	216870
Geometridae	Hydrelia	flammeolaria	Hydrelia flammeolaria	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Hydrelia flammeolaria	NA	326955
Geometridae	Hydrelia	testaceata	Hydrelia testaceata	13	13	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hydrelia testaceata	NA	NA
Geometridae	Hydriomena	coerulata	Hydriomena coerulata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hydriomena coerulata	NA	NA
Geometridae	Hydriomena	furcata	Hydriomena furcata	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Hydriomena furcata	NA	104460
Geometridae	Hydriomena	ruberata	Hydriomena ruberata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Hydriomena ruberata	NA	934870
Geometridae	Lambdina	fiscellaria	Lambdina fiscellaria	38	38	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	1	Lambdina fiscellaria	NA	84293
Geometridae	Lampropteryx	minna	Lampropteryx minna	17	17	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Lampropteryx minna	NA	989162
Geometridae	Lampropteryx	suffumata	Lampropteryx suffumata	32	32	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Lampropteryx suffumata	NA	934945
Geometridae	Larentia	autumnalis	Larentia autumnalis	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Larentia autumnalis	NA	NA
Geometridae	Lycia	hirtaria	Lycia hirtaria	14	14	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Lycia hirtaria	NA	326963
Geometridae	Lyncometra	ocellata	Lyncometra ocellata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lyncometra ocellata	NA	NA
Geometridae	Mesolenca	albicillata	Mesolenca albicillata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Mesolenca albicillata	NA	NA
Geometridae	Nepytia	canosaria	Nepytia canosaria	61	61	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	1	Nepytia canosaria	NA	689141
Geometridae	Nyssia	zonaria	Nyssia zonaria	56	56	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Nyssia zonaria	NA	NA
Geometridae	Opisthograptis	luteolata	Opisthograptis luteolata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Opisthograptis luteolata	NA	934882
Geometridae	Oporinia	autumnata	Oporinia autumnata	38	38	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oporinia autumnata	NA	NA
Geometridae	Oporinia	christyi	Oporinia christyi	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oporinia christyi	NA	NA
Geometridae	Oporinia	dilutata	Oporinia dilutata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oporinia dilutata	NA	NA
Geometridae	Oporinia	filigrammaria	Oporinia filigrammaria	37	37	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oporinia filigrammaria	NA	NA
Geometridae	Ourapteryx	sambucaria	Ourapteryx sambucaria	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Ourapteryx sambucaria	NA	934883
Geometridae	Pelurga	comitata	Pelurga comitata	32	32	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Pelurga comitata	NA	997283
Geometridae	Perizoma	affinitata	Perizoma affinitata	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Perizoma affinitatum	Perizoma affinitatum	934816
Geometridae	Perizoma	alchemillata	Perizoma alchemillata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Perizoma alchemillatum	Perizoma alchemillatum	326947
Geometridae	Perizoma	blandiata	Perizoma blandiata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Perizoma blandiatum	Perizoma blandiatum	934818
Geometridae	Perizoma	flavofasciata	Perizoma flavofasciata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Perizoma flavofasciatum	Perizoma flavofasciatum	934819
Geometridae	Perizoma	hydrata	Perizoma hydrata	25	25	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Perizoma hydrata	NA	1101031
Geometridae	Perizoma	taeniata	Perizoma taeniata	32	32	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Perizoma taeniata	NA	NA
Geometridae	Phigalia	pilosaria	Phigalia pilosaria	112	112	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Apocheima pilosaria	Apocheima pilosaria	326965
Geometridae	Plagodis	alcoolaria	Plagodis alcoolaria	31	31	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	1	Plagodis alcoolaria	NA	690198
Geometridae	Plemyria	bicolorata	Plemyria bicolorata	29-31	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Plemyria bicolorata	NA	NA
Geometridae	Poecilopsis	pomonaria	Poecilopsis pomonaria	51	51	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Poecilopsis pomonaria	NA	NA
Geometridae	Protoboarmia	porcelaria indicataria	Protoboarmia porcelaria indicataria	31	31	Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.	1	Protoboarmia porcelaria indicataria	NA	2340031
Geometridae	Pseudoboarmia	punctinalis	Pseudoboarmia punctinalis	32	32	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pseudoboarmia punctinalis	NA	NA
Geometridae	Psychophora	sabini frigidaria	Psychophora sabini frigidaria	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Psychophora sabini frigidaria	NA	NA
Geometridae	Selenia	bilunaria	Selenia bilunaria	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Selenia bilunaria	NA	1178154
Geometridae	Selenia	lunaria	Selenia lunaria	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Selenia lunaria	NA	NA
Geometridae	Selenia	tetralunaria	Selenia tetralunaria	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Selenia tetralunaria	NA	934895
Geometridae	Thera	cognata	Thera cognata	20	20	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Thera cognata	NA	987014
Geometridae	Thera	firmata	Thera firmata	19	19	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Thera firmata	NA	326957
Geometridae	Thera	juniperata	Thera juniperata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Thera juniperata	NA	689108
Geometridae	Thera	obeliscata	Thera obeliscata	13	13	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Thera obeliscata	NA	934896
Geometridae	Thera	variata	Thera variata	13	13	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Thera variata	NA	934897
Geometridae	Xanthorhoe	fluctuata	Xanthorhoe fluctuata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Xanthorhoe fluctuata	NA	934902
Geometridae	Xanthorhoe	montanata	Xanthorhoe montanata	28-30	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Xanthorhoe montanata	NA	934903
Geometridae	Xanthorhoe	quadrifasciata	Xanthorhoe quadrifasciata	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Xanthorhoe quadrifasciata	NA	873510
Geometridae	Xanthorhoe	spadicearia	Xanthorhoe spadicearia	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Xanthorhoe spadicearia	NA	934904
