ncbi_taxon_id	species	subspecies	family	target_list_status	sequencing_status	synonym	long_list	family_representative	other_priority	in_progress	sample_collected	published	insdc_open	sample_acquired
105147	Neotoma cinerea		Cricetidae	long_list		Bushy-tailed woodrat	CANBP							
182677	Neurotrichus gibbsii		Talpidae	long_list		Shrew-mole	CANBP							
134600	Ochotona collaris		Ochotonidae	long_list		Collared pika	CANBP							
38668	Onychomys leucogaster		Cricetidae	long_list		Northern grasshopper mouse	CANBP							
37176	Ovibos mochatus			long_list		Musk Oxen	CANBP							
9943	Ovis dalli		Bovidae	other_priority		Dall sheep	CANBP		CANBP					
94437	Parascalops breweri		Talpidae	long_list		Hairy-tailed mole	CANBP							
76720	Pekania pennanti		Mustelidae	other_priority		Fisher	CANBP		CANBP					
38677	Perognathus fasciatus		Heteromyidae	other_priority		Olive-backed pocket mouse	CANBP		CANBP					
38671	Perognathus parvus		Heteromyidae	other_priority		Great Basin pocket mouse	CANBP		CANBP					
428551	Peromyscus arcticus		Cricetidae	long_list		Yukon deer mouse	CANBP							
273385	Peromyscus keeni		Cricetidae	long_list		Northwestern deer mouse	CANBP							
2746888	Peromyscus sonoriensis		Cricetidae	long_list		Western deer mouse	CANBP							
56242	Phenacomys intermedius		Cricetidae	long_list		Western heather vole	CANBP							
1003178	Phenacomys ungava		Cricetidae	long_list		Eastern heather vole	CANBP							
39089	Phoca groenlandica		Phocidae	long_list		Harp seal	CANBP							
9744	Phocoenoides dalli		Phocoenidae	long_list		Dall's porpoise	CANBP							
27672	Pipistrellus subflavus			other_priority		Tri-colored bat (Eastern pipistrelle)	CANBP		CANBP					
45470	Poliocitellus franklinii		Sciuridae	long_list		Franklin's ground squirrel	CANBP							
9718	Pusa hispida		Phocidae	long_list		Ringed seal	CANBP							
9870	Rangifer tarandus		Cervidae	long_list		Caribou	CANBP							
228256	Rangifer tarandus pearyi	pearyi	Cervidae	other_priority		Peary Caribou	CANBP		CANBP					
44234	Reithrodontomys megalotis	megalotis	Cricetidae	other_priority		Western harvest mouse	CANBP		CANBP					
182674	Scapanus orarius		Talpidae	long_list		Coast mole	CANBP							
182675	Scapanus townsendii		Talpidae	other_priority		Townsend's Mole	CANBP		CANBP					
182675	Scapanus townsendii		Talpidae	other_priority		Townsend's mole	CANBP		CANBP					
62898	Sorex arcticus		Soricidae	long_list		Arctic shrew	CANBP							
126317	Sorex bendirii		Soricidae	other_priority		Marsh shrew	CANBP		CANBP					
126317	Sorex bendirii		Soricidae	other_priority		Pacific Water Shrew/marsh shrew	CANBP		CANBP					
36803	Sorex cinereus		Soricidae	long_list		Masked shrew	CANBP							
329382	Sorex dispar		Soricidae	long_list		Long-tailed shrew	CANBP							
62283	Sorex fumeus		Soricidae	long_list		Smoky shrew	CANBP							
329383	Sorex gaspensis		Soricidae	other_priority		Gaspé shrew	CANBP		CANBP					
9383	Sorex haydeni		Soricidae	long_list		Prairie shrew	CANBP							
9384	Sorex hoyi		Soricidae	long_list		American pygmy shrew	CANBP							
395025	Sorex maritimensis		Soricidae	long_list		Maritime shrew	CANBP							
62903	Sorex monticolus		Soricidae	long_list		Montane shrew	CANBP							
46219	Sorex palustris		Soricidae	other_priority		American water shrew	CANBP		CANBP					
144775	Sorex preblei		Soricidae	other_priority		Preble's shrew	CANBP		CANBP					
62906	Sorex trowbridgii		Soricidae	other_priority		Trowbridge's shrew	CANBP		CANBP					
62287	Sorex tundrensis		Soricidae	other_priority		Tundra shrew	CANBP		CANBP					
144778	Sorex ugyunak		Soricidae	long_list		Barren ground shrew	CANBP							
62905	Sorex vagrans		Soricidae	long_list		Vagrant shrew	CANBP							
9988	Sylvilagus floridanus		Leporidae	long_list		Eastern cottontail	CANBP							
50378	Sylvilagus nuttallii		Leporidae	other_priority		Nuttall's cottontail/Mountain cottontail	CANBP		CANBP					
60891	Sylvilagus transitionalis		Leporidae	long_list		New England cottontail	CANBP							
98318	Synaptomys borealis		Cricetidae	long_list		Northern bog lemming	CANBP							
364155	Synaptomys cooperi		Cricetidae	other_priority		Southern bog lemming	CANBP		CANBP					
64679	Tamias amoenus		Sciuridae	long_list		Yellow-pine chipmunk	CANBP							
45468	Tamias minimus		Sciuridae	long_list		Least chipmunk	CANBP							
123792	Tamias ruficaudus		Sciuridae	other_priority		Red-tailed chipmunk	CANBP		CANBP					
45474	Tamias striatus		Sciuridae	long_list		Eastern chipmunk	CANBP							
123796	Tamias townsendii		Sciuridae	long_list		Townsend's chipmunk	CANBP							
144198	Tamiasciurus douglasii		Sciuridae	long_list		Douglas squirrel	CANBP							
10009	Tamiasciurus hudsonicus		Sciuridae	long_list		American red squirrel	CANBP							
2282171	Taxidea taxus jeffersonii		Mustelidae	long_list		American badger	CANBP							
35660	Thomomys talpoides		Geomyidae	other_priority		Northern pocket gopher	CANBP		CANBP					
50862	Urocitellus columbianus		Sciuridae	long_list		Columbian ground squirrel	CANBP							
37591	Urocitellus richardsonii		Sciuridae	long_list		Richardson's ground squirrel	CANBP							
55040	Urocyon cinereoargenteus		Canidae	other_priority		Grey Fox	CANBP		CANBP					
9631	Vulpes velox		Canidae	other_priority		Swift Fox	CANBP		CANBP					
9631	Vulpes velox		Canidae	other_priority		Swift fox	CANBP		CANBP					
162168	Zapus princeps		Dipodidae	long_list		Western jumping mouse	CANBP							
98661	Zapus trinotatus		Dipodidae	long_list		Pacific jumping mouse	CANBP							
2924	Alexandrium sp. 3 TN-2020		Pyrocystaceae	long_list	sample_collected	Alexandrium sp. III	CANBP				CANBP			
2961	Amphidinium carterae		Amphidiniaceae	long_list		Amphidinium carterae CCCM 0740	CANBP							
2961	Amphidinium carterae		Amphidiniaceae	long_list		Amphidinium carterae CCCM 0740	CANBP							
265537	Amphiprora paludosa		Amphipleuraceae	long_list		Amphiprora paludosa CPCC 662	CANBP							
3036	Astasia		Astasiidae	long_list		Astasia sp. CCCM 7024	CANBP							
41875	Bathycoccus prasinos		Bathycoccaceae	long_list		Bathycoccus prasinosæRCC5417	CANBP							
265524	Chaetoceros calcitrans		Chaetocerotaceae	long_list		Chaetoceros calcitrans CCCM 0590	CANBP							
49238	Chaetoceros didymus		Chaetocerotaceae	long_list		Chaetoceros didymusCCCM 0288	CANBP							
163503	Chaetoceros socialis		Chaetocerotaceae	long_list		Chaetoceros socialis CCCM 0278	CANBP							
3052	Chlamydomonas		Chlamydomonadaceae	long_list		Chlamydomonas CCMP2096 (ChlamSIA14)	CANBP							
3052	Chlamydomonas (Chlam SI50; JS906)			long_list		Chlamydomonas CCMP2294 (Chlam SI50; JS906)	CANBP							
3052	Chlamydomonas malina			long_list	sample_collected	Chlamydomonas malina RCC2488	CANBP				CANBP			
47906	Chlamydomonas nivalis		Chlamydomonadaceae	long_list	sample_collected	Chlamydomonas nivalis CCAP 11/128 (renamed C. typhlos)	CANBP				CANBP			
57475	Chlamydomonas pulsatilla		Chlamydomonadaceae	long_list		Chlamydomonas pulsatilla (CCCryo 038099; RCC5305)	CANBP							
85046	Chlamydomyxa labyrinthuloides		Myxochloridaceae	long_list	sample_collected	Chlamydomyxa labyrinthuloides P42150	CANBP				CANBP			
3071	Chlorella sp.		Chlorellaceae	long_list		Chlorella sp. ArM0029B.	CANBP							
35140	Chrysochromulina sp.		Chrysochromulinaceae	long_list		Chrysochromulina sp CCCM 0182	CANBP							
13221	Chrysotila carterae		Isochrysidaceae	long_list		Cricosphaera carterae CCCM 0453	CANBP							
418917	Coccolithophorids			long_list		Coccolithophorid CCCM 0718	CANBP							
73021	Cricosphaera		Hymenomonadaceae	long_list		Cricosphaera sp CCCM 0060	CANBP							
97491	Cruciplacolithus neohelis		Coccolithaceae	long_list		Coccolithus neohelis CCCM 0448	CANBP							
2898052	Cubaremonas variflagellatum			long_list	sample_collected	CUbaremonas variflagellatum	CANBP				CANBP			
2898038	Develocanicus komovi			long_list	sample_collected	Develocanicus komovi	CANBP				CANBP			
2898042	Develocauda condao			long_list	sample_collected	Develocauda condao	CANBP				CANBP			
3047	Dunaliella tertiolecta		Dunaliellaceae	long_list		Dunaliella tertiolecta CCCM 0001	CANBP							
96764	Euglena agilis		Euglenaceae	long_list	sample_collected	Euglena agilis CCCM 7090	CANBP				CANBP			
38275	Euglena mutabilis		Euglenaceae	long_list	sample_collected	Euglena mutabilis	CANBP				CANBP			
38258	Glaucocystis BBH strain or CCCM as alternative.			long_list	sample_collected	Glaucocystis BBH strain or CCCM as alternative.	CANBP				CANBP			
44745	Haematococcus lacustris		Haematococcaceae	long_list	sample_collected	Haematococcus pluvialis CCCM 7072	CANBP				CANBP			
2918	Heterocapsa sp.		Heterocapsaceae	long_list		Heterocapsa sp. CCCM 0515	CANBP							
2829	Heterosigma akashiwo		Chattonellaceae	long_list	sample_collected	Heterosigma akashiwo CCCM 0982	CANBP				CANBP			
1848828	Micromonas polaris		Mamiellaceae	long_list		Micromonas polaris RCC2242	CANBP							
1519606	Notosolenus urceolatus		Scytomonadidae	long_list	sample_collected	Notosolenus urceolatus	CANBP				CANBP			
83000	Olisthodiscus		Olisthodiscaceae	long_list	sample_collected	Oslithodiscus luteus K-0444	CANBP				CANBP			
83000	Olisthodiscus luteus		Olisthodiscaceae	long_list	sample_collected	Oslithodiscus luteus K-0444	CANBP				CANBP			
82999	Olisthodiscus tomasii			long_list	sample_collected	Olisthodiscus tomasii NIES-15	CANBP				CANBP			
2969	Oxyrrhis marina		Oxyrrhinaceae	long_list		Oxyrrhis marina	CANBP							
44452	Pavlova gyrans		Pavlovaceae	long_list		Pavlova gyrans CCCM 0453	CANBP							
33659	Phaeocystis pouchetii		Phaeocystaceae	long_list		Phaeocystis pouchetii CCCM 0452	CANBP							
77034	Phaeothamnion confervicola		Phaeothamniaceae	long_list	sample_collected	Phaeothamnion confervicola RCC7139	CANBP				CANBP			
106529	Picophagus flagellatus		Picophagaceae	long_list	sample_collected	Pcophagus flagellatus RCC22	CANBP				CANBP			
2791	Porphyridium sp.		Porphyridiaceae	long_list	sample_collected	Porphyridium sp. CCCM 0479	CANBP				CANBP			
2608131	Prymnesiophyceae			long_list		Prymnesiophyceae CCCM 0728, 0562 & 0519	CANBP							
2608131	Prymnesiophyceae CCCM 0519			long_list		Prymnesiophyceae CCCM 0728, 0562 & 0519	CANBP							
2608131	Prymnesiophyceae CCCM 0562			long_list		Prymnesiophyceae CCCM 0728, 0562 & 0519	CANBP							
35143	Prymnesium sp.		Prymnesiaceae	long_list		Prymnesium sp. CCCM 0462	CANBP							
1151059	Psammosa pacifica			long_list	sample_collected	Psammosa pacifica	CANBP				CANBP			
425070	Pseudostaurastrum enorme			long_list	sample_collected	Pseudostaurastume enorme SAG11.85	CANBP				CANBP			
2972	Pyrocystis lunula		Pyrocystaceae	long_list		Pyrocystis lunula CCCM 0517	CANBP							
2801	Rhodella violacea		Rhodellaceae	long_list		Rhodella violacea CCCM 0014	CANBP							
196139	Schizocladia ischiensis			long_list	sample_collected	Schizocladia ischiensis RCC7138	CANBP				CANBP			
160611	Scrippsiella sweeneyae		Peridiniaceae	long_list		Scrippsiella sweeneyae CCCM 0280	CANBP							
89043	Spumella		Chromulinaceae	long_list	sample_collected	Spumella sp.	CANBP				CANBP			
106530	Symbiomonas scintillans		Bicosoecidae	long_list	sample_collected	Symbioomonas scintillans RCC257, RCC24	CANBP				CANBP			
52555	Synura petersenii		Mallomonadaceae	long_list		Synura petersenii CPCC 495	CANBP							
2991	Synura sp.		Mallomonadaceae	long_list	sample_collected	Synura sp. CCM 7042	CANBP				CANBP			
426661	Tabellaria fenestrata		Tabellariaceae	long_list	sample_collected	Tabellaria fenestrata CPCC 617/618/619	CANBP				CANBP			
98067	Uroglena sp.		Chromulinaceae	long_list	sample_collected	Uroglena sp. CPCC 276	CANBP				CANBP			
43111	Ambystoma macrodactylum		Ambystomatidae	long_list	sample_collected	long-toed salamander	CANBP				CANBP			
37176	Ovibos moschatus		Bovidae	long_list	sample_collected	musk oxen	CANBP				CANBP			
8756	Sistrurus catenatus		Viperidae	long_list	sample_collected	Massasauga rattlesnake	CANBP				CANBP			
2782222	Acris blanchardi		Hylidae	long_list		Blanchard's Cricket Frog	CANBP							
8297	Ambystoma jeffersonianum		Ambystomatidae	long_list		Jefferson Salamander	CANBP							
84620	Ammodytes		Ammodytidae	long_list		Sand lance	CANBP							
192200	Anaxyrus fowleri		Bufonidae	long_list		Fowler's Toad	CANBP							
309941	Bombus affinis		Apidae	long_list		Rusty-Patched Bumble Bee	CANBP							
30198	Bombus bohemicus		Apidae	long_list		Gypsy Cuckoo Bumble Bee	CANBP							
1076114	Brychius hungerfordi			long_list		Hungerford's Crawling Water Beetle	CANBP							
223441	Buteo regalis		Accipitridae	long_list		Ferruginous Hawk	CANBP							
1642214	Callophrys irus		Lycaenidae	long_list		Frosted Elfin	CANBP							
104788	Carex aquatilis		Cyperaceae	long_list		Water Sedge	CANBP							
100286	Carex rupestris		Cyperaceae	long_list		Curly Sedge	CANBP							
198537	Chaceon quinquedens		Geryonidae	long_list		Deep Sea Red Crab	CANBP							
176322	Cicindela patruela		Carabidae	long_list		Northern Barrens Tiger Beetle	CANBP							
85608	Clemmys guttata		Emydidae	long_list		Spotted Turtle	CANBP							
1709623	Coccinella novemnotata		Coccinellidae	long_list		Nine-spotted Lady Beetle	CANBP							
2794782	Coenonympha california nipisiquit	nipisiquit	Nymphalidae	long_list		Maritime Ringlet	CANBP							
8590	Coluber constrictor		Colubridae	long_list		Blue Racer	CANBP							
1488755	Copablepharon fuscum		Noctuidae	long_list		Sand-verbena Moth	CANBP							
36326	Cucumaria frondosa		Cucumariidae	long_list		Orange-footed Sea cucumber	CANBP							
1920004	Cyrtodaria siliqua		Hiatellidae	long_list		Northern Propeller Clam	CANBP							
52104	Desmognathus ochrophaeus		Plethodontidae	long_list		Allegheny Mountain Dusky Salamander	CANBP							
85613	Emys blandingii		Emydidae	long_list		Blanding's Turtle	CANBP							
520881	Erynnis martialis		Hesperiidae	long_list		Mottled Duskywing	CANBP							
520883	Erynnis persius		Hesperiidae	long_list		Eastern Persius Duskywing	CANBP							
72255	Euchloe ausonides		Pieridae	long_list		Island Marble	CANBP							
104508	Euphydryas editha		Nymphalidae	long_list		Taylor's Checkerspot	CANBP							
335392	Glyptemys insculpta		Emydidae	long_list		Wood Turtle	CANBP							
40089	Hemileuca		Saturniidae	long_list		Bogbean Buckmoth	CANBP							
1244800	Hesperia dacotae		Hesperiidae	long_list		Dakota Skipper	CANBP							
1478504	Hesperia ottoe		Hesperiidae	long_list		Ottoe Skipper	CANBP							
34817	Hippoglossoides platessoides		Pleuronectidae	long_list		American Plaice	CANBP							
88467	Lasioglossum sablense			long_list		Sable Island Sweat Bee	CANBP							
173042	Leucoraja ocellata		Rajidae	long_list		Winter Skate	CANBP							
8404	Lithobates pipiens		Ranidae	long_list		Northern Leopard Frog	CANBP							
31204	Mactromeris polynyma		Mactridae	long_list		Arctic Surfclam	CANBP							
1072478	Malacoraja senta		Rajidae	long_list		Smooth Skate	CANBP							
30962	Oncorhynchus clarkii		Salmonidae	long_list		Westslope Cutthroat Trout	CANBP							
634664	Pantherophis gloydi		Colubridae	long_list		Eastern Foxsnake	CANBP							
43611	Phrynosoma douglasii		Phrynosomatidae	long_list		Pygmy Short-horned lizard	CANBP							
94854	Pituophis catenifer catenifer	catenifer	Colubridae	long_list		Pacific Gophersnake	CANBP							
158688	Plebejus melissa		Lycaenidae	long_list		Karner Blue	CANBP							
198943	Pooecetes gramineus		Passerellidae	long_list		Vesper Sparrow	CANBP							
28677	Prodoxus quinquepunctellus		Prodoxidae	long_list		Five-spotted Bogus Yucca Moth	CANBP							
69834	Rana pretiosa		Ranidae	long_list		Oregon Spotted Frog	CANBP							
183613	Regina septemvittata		Colubridae	long_list		Queensnake	CANBP							
395313	Salix arctica		Salicaceae	long_list		Arctic Willow	CANBP							
8037	Salvelinus confluentus		Salmonidae	long_list		Bull Trout	CANBP							
182675	Scapanus townsendii		Talpidae	long_list		Townsend's Mole	CANBP							
1548725	Serripes groenlandicus		Cardiidae	long_list		Greenland Cockle	CANBP							
62904	Sorex bendirii		Soricidae	long_list		Pacific Water Shrew	CANBP							
233780	Spea intermontana		Pelobatidae	long_list		Great Basin Spadefoot	CANBP							
289485	Sterna dougallii		Laridae	long_list		Roseate Tern	CANBP							
142480	Sternotherus odoratus		Kinosternidae	long_list		Eastern Musk Turtle	CANBP							
140982	Tegeticula corruptrix		Prodoxidae	long_list		Non-pollinating Yucca Moth	CANBP							
30243	Tegeticula yuccasella		Prodoxidae	long_list		Yucca Moth	CANBP							
35002	Thamnophis butleri		Colubridae	long_list		Butler's Gartersnake	CANBP							
183657	Urophycis tenuis		Phycidae	long_list		White Hake	CANBP							
9631	Vulpes velox		Canidae	long_list		Swift Fox	CANBP							
