"Order","Family","Species","Diploid.number","Fundamental.number","Sex.chromosome","Ploidy","Max.Bs","Microchromosomes","Notes","Original.listing","Citation"
"Anura","Bufonidae","Melanophryniscus cupreuscapularis","22","44","","","","","","","Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
"Anura","Bufonidae","Melanophryniscus krauczuki","22","44","","","","","","","Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
"Anura","Bufonidae","Melanophryniscus montevidensis","22","44","","","","","","","Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
"Anura","Bufonidae","Melanophryniscus paraguayensis","22","44","","","","","","","Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
"Anura","Bufonidae","Melanophryniscus sanmartini","22","44","","","","","","","Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
"Anura","Bufonidae","Melanophryniscus sp aff montevidensis","22","44","","","","","","","Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
"Anura","Bufonidae","Rhaebo blombergi","22","","","","","","","Bufo blombergi","Tandy, M. and J. Tandy. 1976. Evolution of acoustic behaviour in African Bufo (Anura: Bufonidae). Zool. Afr. 11: 349-368."
"Anura","Bufonidae","Rhaebo blombergi","22","44","","","","","","Bufo blombergi","Tandy, M. and J. Tandy. 1976. Evolution of acoustic behaviour in African Bufo (Anura: Bufonidae). Zool. Afr. 11: 349-368."
"Anura","Bufonidae","Sclerophrys danielae","20","40","","","","","","Bufo danielae","Bogart, J. P. and J. L. Perret. 1977. The karyotype of Bufo danielae Perret. Rev. Suis. Zool. 84: 501-504"
"Anura","Bufonidae","Sclerophrys kerinyagae","20","","","","","","","Bufo kerinyagae","Bogart, J. P. 1972. Karyotypes. In: W. F. Blair (ed.), Evolution in the Genus Bufo. Univ. Texas Press, Austin pp. 171-195, Appendix, pp. 361-381."
"Anura","Bufonidae","Werneria preussi","22","","","","","","","","Scheel, J. J. 1973. The chromosomes of some African anuran species. In: J. H. Schroder (ed.), Genetics and Mutagenesis of Fish. Springer Verlag, Berlin. Pp. 113-116."
"Anura","Calyptocephalellidae","Telmatobufo ignotus","26","52","","","","","","","Cuevas, C.C., 2010. A new species of Telmatobufo (Schmidt 1852)(Anura, Calyptocephalellidae) from a remnant of the Maulino Forest, central Chile. Gayana, 74(2), pp.102-112."
"Anura","Craugastoridae","Barycholos cf ternetzi","22","38","","","","","","","Siqueira S, Aguiar O, Pansonato A, Giaretta AA, Stru_ssmann C, Martins I, Recco-Pimentel SM 2009 The karyotype of three Brazilian Terrarana frogs (Amphibia, Anura) with evidence of a new Barycholos species. Genet Mol Biol 32:470- 476. "
"Anura","Craugastoridae","Pristimantis aff dundeei","28","28","","","","","","","Siqueira S, Aguiar O, Struessmann C, Del-Grande ML, Recco-Pimentel SM 2008. Chromosomal analysis of three Brazilian eleutherodactyline frogs (Anura: Terrarana), with suggestion of a new species. Zootaxa 1860:51-59. "
"Anura","Craugastoridae","Pristimantis hoogmoedi","26","","","","","","","","Kaiser, H., Barrio-Amoros, C. L., Rivas, G. A., Steinlein, C., and Schmid, M. (2015). Five new species of Pristimantis (Anura: Strabomantidae) from the coastal cloud forest of the Peninsula de Paria, Venezuela.Journal of Threatened Taxa,7(4), 7047-7088."
"Anura","Craugastoridae","Pristimantis sp. n. H","36","","XY","","","","","","Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
"Anura","Craugastoridae","Pristimantis sp. n. H","35","","","","","","","","Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura Cytogenetic and genome research,154(3), pp.153-180."
"Anura","Dendrobatidae","Colostethus femoralis","24","48","","","","","invalid name originally reported in family Aromobatidae likely Epipedobates boulengeri","","Bogart, J.P., 1991. The influence of life history on karyotypic evolution in frogs. Amphibian cytogenetics and evolution, pp.233-258."
"Anura","Dendrobatidae","Colostethus sp 1","22","","","","","","","","Menoncello, A.C.P.V., Pimentel, S.M.R. and Lima, A.P., 2003. Cytogenetic analysis of four central Amazonian species of Colostethus (Anura-Dendrobatidae) with a diploid complement of 22 cromosomes."
"Anura","Dendrobatidae","Colostethus sp 2","22","","","","","","","","Menoncello, A.C.P.V., Pimentel, S.M.R. and Lima, A.P., 2003. Cytogenetic analysis of four central Amazonian species of Colostethus (Anura-Dendrobatidae) with a diploid complement of 22 cromosomes."
"Anura","Dicroglossidae","Fejervarya cf limnocharis","26","52","","","","","","","Joshy, S.H. and Kuramoto, M., 2008. Comparative chromosome studies of five species of the genus Fejervarya (Anura: Ranidae) from South India.Cytologia,73(3), pp.243-250."
"Anura","Dicroglossidae","Minervarya cf brevipalmata","26","52","","","","","","Fejervarya cf brevipalmata","Joshy, S.H. and Kuramoto, M., 2008. Comparative chromosome studies of five species of the genus Fejervarya (Anura: Ranidae) from South India.Cytologia,73(3), pp.243-250."
"Anura","Dicroglossidae","Minervarya cf keralensis","26","52","","","","","","Fejervarya cf keralensis","Joshy, S.H. and Kuramoto, M., 2008. Comparative chromosome studies of five species of the genus Fejervarya (Anura: Ranidae) from South India.Cytologia,73(3), pp.243-250."
"Anura","Eleutherodactylidae","Eleutherodactylus planirostris goinii","32","","","","","","","","Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
"Anura","Eleutherodactylidae","Eleutherodactylus planirostris planirostris","32","","","","","","","","Bogart, J. P. 1973. Evolution of anuran karyotypes. In: J. L. Vial (ed.), Evolutionary Biology of the Anurans. Univ. Missouri Press, Colombia pp. 337-349."
"Anura","Eleutherodactylidae","Eleutherodactylus sp 1","26","","","","","","","","Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
"Anura","Eleutherodactylidae","Eleutherodactylus sp 2","22","40","","","","","","","Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
"Anura","Eleutherodactylidae","Syrrhophus marnocki","30","36","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Hemiphractidae","Gastrotheca andaquiensis","26","46","","","","","","","Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
"Anura","Hemiphractidae","Gastrotheca megacephala","26","52","","","","","","","Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
"Anura","Hemiphractidae","Gastrotheca sp A","26","52","","","","","","","Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
"Anura","Hemiphractidae","Gastrotheca sp B","26","52","","","","","","","Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
"Anura","Hemiphractidae","Gastrotheca sp C","26","52","","","","","","","Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
"Anura","Hemisotidae","Hemisus sp","24","48","","","","","","","Bogart, J. P., and Tandy, M. (1981). Chromosome lineages in African ranoid frogs: Pubblicazionio del centro di studio per la faunistica ed ecologia tropicali del cnr: CCVIII. Monitore Zoologico Italiano. Supplemento, 15(1), 55-91."
"Anura","Hylidae","Boana aff semiguttata","24","48","","","","","","Hyla sp aff semiguttata","Ananias, F., Garcia, P.C. and RECCO_PIMENTEL, S.M., 2004. Conserved karyotypes in the Hyla pulchella species group (Anura, Hylidae). Hereditas, 140(1), pp.42-48."
"Anura","Hylidae","Boana albonigra","24","","","","","","","","Ferro, J. M., Cardozo, D. E., Suarez, P., Boeris, J. M., Blasco-Zuniga, A., Barbero, G., and Rivera, M. (2018). Chromosome evolution in Cophomantini (Amphibia, Anura, Hylinae).PloS one,13(2), e0192861."
"Anura","Hylidae","Boana cf alfaroi","22","","","","","","","","Ferro, J. M., Cardozo, D. E., Suarez, P., Boeris, J. M., Blasco-Zuniga, A., Barbero, G., and Rivera, M. (2018). Chromosome evolution in Cophomantini (Amphibia, Anura, Hylinae).PloS one,13(2), e0192861."
"Anura","Hylidae","Boana cf lanciformis","24","","","","","","","","Ferro, J. M., Cardozo, D. E., Suarez, P., Boeris, J. M., Blasco-Zuniga, A., Barbero, G., and Rivera, M. (2018). Chromosome evolution in Cophomantini (Amphibia, Anura, Hylinae).PloS one,13(2), e0192861."
"Anura","Hylidae","Boana cf semilineata","24","","","","","","","","Ferro, J. M., Cardozo, D. E., Suarez, P., Boeris, J. M., Blasco-Zuniga, A., Barbero, G., and Rivera, M. (2018). Chromosome evolution in Cophomantini (Amphibia, Anura, Hylinae).PloS one,13(2), e0192861."
"Anura","Hylidae","Bokermannohyla aff circumdata","24","","","","","","","Hyla aff circundata","Baldissera, F.A., Deoliveira, P.L. and Kasahara, S., 1993. Cytogenetics of 4 Brazilian Hyla species (Amphibia-Anura) and description of a case with a supernumerary chromosome. Revista Brasileira de Genetica, pp.335-345."
"Anura","Hylidae","Bokermannohyla sp 1","24","48","","","","","","","Catroli, G.F., Faivovich, J., Haddad, C.F. and Kasahara, S., 2011. Conserved karyotypes in Cophomantini: cytogenetic analysis of 12 species from 3 species groups of Bokermannohyla (Amphibia: Anura: Hylidae). Journal of Herpetology, pp.120-128."
"Anura","Hylidae","Bokermannohyla sp 2","24","48","","","","","","","Catroli, G.F., Faivovich, J., Haddad, C.F. and Kasahara, S., 2011. Conserved karyotypes in Cophomantini: cytogenetic analysis of 12 species from 3 species groups of Bokermannohyla (Amphibia: Anura: Hylidae). Journal of Herpetology, pp.120-128."
"Anura","Hylidae","Bokermannohyla sp 3","24","48","","","","","","","Catroli, G.F., Faivovich, J., Haddad, C.F. and Kasahara, S., 2011. Conserved karyotypes in Cophomantini: cytogenetic analysis of 12 species from 3 species groups of Bokermannohyla (Amphibia: Anura: Hylidae). Journal of Herpetology, pp.120-128."
"Anura","Hylidae","Bokermannohyla sp 4","24","48","","","","","","","Catroli, G.F., Faivovich, J., Haddad, C.F. and Kasahara, S., 2011. Conserved karyotypes in Cophomantini: cytogenetic analysis of 12 species from 3 species groups of Bokermannohyla (Amphibia: Anura: Hylidae). Journal of Herpetology, pp.120-128."
"Anura","Hylidae","Charadrahyla chaneque","24","","","","","","","Hyla chaneque","Duellman. W. E. 1970. The hylid frogs of Middle America. Monogr. Mus. Nat. Hist. Univ. Kansas, No. 1. 753pp."
"Anura","Hylidae","Dendropsophus sp.","30","60","","","","","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Hylidae","Dendropsophus sp. 1","30","56","","","","","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Hylidae","Dendropsophus sp. 2","30","50","","","","","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Hylidae","Dendropsophus sp. 3","30","60","","","","","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Hylidae","Dendropsophus sp. 4","30","60","","","","","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Hylidae","Duellmanohyla ignicolor","24","","","","","","","Ptychohyla ignicolor","Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
"Anura","Hylidae","Isthmohyla angustilineata","24","","","","","","","Hyla angustilineata","Leon, P. E. 1970. Report of the chromosome numbers o some Costa Rican anurans. Rev. Biol. Trop. 17: 119-124."
"Anura","Hylidae","Isthmohyla pictipes","24","","","","","","","Hyla pictipes","Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
"Anura","Hylidae","Julianus uruguayus","24","48","","","","","","Scinax uruguayus","Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
"Anura","Hylidae","Ololygon arduous","24","48","","","","","","Scinax arduous","Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
"Anura","Hylidae","Ololygon ariadne","24","48","","","","","","Scinax ariadne","Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
"Anura","Hylidae","Ololygon aromothyella","24","48","","","","","","Scinax aromothyella","Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
"Anura","Hylidae","Ololygon belloni","24","48","","","","","","Scinax belloni","Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
"Anura","Hylidae","Ololygon berthae","24","48","","","","","","Scinax berthae","Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
"Anura","Hylidae","Ololygon boulengeri","24","","","","","","","","Duellman. W. E. 1967. Additional studies of chromosomes of anuran amphibians. Syst. Zool. 16: 38-43."
"Anura","Hylidae","Ololygon brieni","24","","","","","","","Ololygon catharinae brieni","Bogart, J. P. 1973. Evolution of anuran karyotypes. In: J. L. Vial (ed.), Evolutionary Biology of the Anurans. Univ. Missouri Press, Colombia pp. 337-349."
"Anura","Hylidae","Ololygon brieni","24","48","","","","","","Hyla brieni","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Hylidae","Ololygon caissara","24","48","","","","","","Scinax caissara","Lourenco, A.C.C., Zina, J., Catroli, G.F., Kasahara, S., Faivovich, J. and Haddad, C.F., 2016. A new species of the Scinax catharinae group (Anura: Hylidae) from southeastern Brazil. Zootaxa, 4154(4), pp.415-435."
"Anura","Hylidae","Ololygon canastrensis","24","48","","","","","","Scinax canastrensis","Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
"Anura","Hylidae","Ololygon cosenzai","24","48","","","","","","Scinax cosenzai","Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
"Anura","Hylidae","Ololygon hiemalis","24","48","","","","","","Scinax hiemalis","Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
"Anura","Hylidae","Ololygon tripui","24","48","","","","","","","Peixoto, M.A.A., Oliveira, M.P., Feio, R.N. and Dergam, J.A., 2016. Karyological study of Ololygon tripui (Lourenco, Nascimento and Pires, 2009),(Anura, Hylidae) with comments on chromosomal traits among populations. Comparative cytogenetics, 10(4), p.505."
"Anura","Hylidae","Plectrohyla ixil","24","","","","","","","","Duellman. W. E. 1970. The hylid frogs of Middle America. Monogr. Mus. Nat. Hist. Univ. Kansas, No. 1. 753pp."
"Anura","Hylidae","Pseudacris ocularis ","24","48","","","","","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Hylidae","Pseudacris triseriata triseriata","24","","","","","","","","Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
"Anura","Hylidae","Pseudis aff minuta","28","48","","","","","","","Busin, C.S., Vinciprova, G. and Recco-Pimentel, S.M., 2000. Chromosomal rearrangements as the source of variation in the number of chromosomes in Pseudis (Amphibia, Anura). Genetica, 110(2), pp.131-141."
"Anura","Hylidae","Ptychohyla legleri","24","","","","","","","Hyla legleri","Duellman. W. E. 1967. Additional studies of chromosomes of anuran amphibians. Syst. Zool. 16: 38-43."
"Anura","Hylidae","Quilticohyla erythromma","24","","","","","","","Hyla erythromma","Duellman. W. E. 1967. Additional studies of chromosomes of anuran amphibians. Syst. Zool. 16: 38-43."
"Anura","Hylidae","Sarcohyla robertsorum","24","","","","","","","Hyla robertsorum","Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
"Anura","Hylidae","Scinax baumgardneri","24","48","","","","","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Hylidae","Scinax sp","24","48","","","","","","","Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
"Anura","Hylidae","Trachycephalus ""vermiculatus""","24","","","","","","","Phrynohyas spilomma","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Hylidae","Trachycephalus sp","24","48","","","","","","","Gruber, S.L., Haddad, C.F.B. and Kasahara, S., 2012. Karyotype analysis of seven species of the tribe Lophiohylini (Hylinae, Hylidae, Anura), with conventional and molecular cytogenetic techniques. Comparative cytogenetics, 6(4), p.409."
"Anura","Hylodidae","Crossodactylus cf caramaschi","26","52","","","","","","","Aguiar, O., Carvalho, K.A., Giaretta, A.A. and Recco-Pimentel, S.M., 2004. Cytogenetics of Hylodes and Crossodactylus species (Anura, Leptodactylidae) with comments on Hylodinae Dendrobatidae relationships. Genetica, 121(1), pp.43-53."
"Anura","Hylodidae","Crossodactylus dispar","26","","","","","","","","De Lucca, E. J. and J. Jim. 1974. Os cromossomos de alguns Leptodactylidae (Amphibia-Anura). Rev. Brasil. Biol. 34: 407-410."
"Anura","Hylodidae","Crossodactylus grandis","26","52","","","","","","","Becak, M. L. 1968. Chromosomal analysis of eighteen species of Anura. Caryologica 21: 191-208."
"Anura","Hylodidae","Crossodactylus sp","26","52","","","","","","","Aguiar, O., Carvalho, K.A., Giaretta, A.A. and Recco-Pimentel, S.M., 2004. Cytogenetics of Hylodes and Crossodactylus species (Anura, Leptodactylidae) with comments on Hylodinae Dendrobatidae relationships. Genetica, 121(1), pp.43-53."
"Anura","Hylodidae","Hylodes glaber","26","","","","","","","Hylodes pulcher","De Lucca, E. J. and J. Jim. 1974. Os cromossomos de alguns Leptodactylidae (Amphibia-Anura). Rev. Brasil. Biol. 34: 407-410."
"Anura","Hylodidae","Hylodes glaber","26","","","","","","","Hylodes glabrus","Denaro, L. 1972 Karyotypes of Leptodactylidae anurans. J. Herpetol. 6: 71-74."
"Anura","Hyperoliidae","Kassina sp","24","48","","","","","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
