family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Geometridae	Nyssia	zonaria	Nyssia zonaria	56	56	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Nyssia zonaria	NA	NA
Geometridae	Oporinia	autumnata	Oporinia autumnata	38	38	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oporinia autumnata	NA	NA
Geometridae	Oporinia	christyi	Oporinia christyi	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oporinia christyi	NA	NA
Geometridae	Oporinia	dilutata	Oporinia dilutata	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oporinia dilutata	NA	NA
Geometridae	Oporinia	filigrammaria	Oporinia filigrammaria	37	37	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Oporinia filigrammaria	NA	NA
Geometridae	Perizoma	taeniata	Perizoma taeniata	32	32	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Perizoma taeniata	NA	NA
Geometridae	Plemyria	bicolorata	Plemyria bicolorata	29-31	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Plemyria bicolorata	NA	NA
Geometridae	Poecilopsis	pomonaria	Poecilopsis pomonaria	51	51	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Poecilopsis pomonaria	NA	NA
Geometridae	Pseudoboarmia	punctinalis	Pseudoboarmia punctinalis	32	32	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pseudoboarmia punctinalis	NA	NA
Geometridae	Psychophora	sabini frigidaria	Psychophora sabini frigidaria	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Psychophora sabini frigidaria	NA	NA
Geometridae	Selenia	lunaria	Selenia lunaria	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Selenia lunaria	NA	NA
Geometridae	Zonosoma	pendularia	Zonosoma pendularia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Zonosoma pendularia	NA	NA
Gracilariidae	Gracilaria	elongella	Gracilaria elongella	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Gracilaria elongella	NA	NA
Hesperidae	Achalarus	casica	Achalarus casica	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Achalarus casica	NA	NA
Hesperidae	Aegiale	alliae	Aegiale alliae	38	38	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale alliae	NA	NA
Hesperidae	Aegiale	aryxna	Aegiale aryxna	5	5	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale aryxna	NA	NA
Hesperidae	Aegiale	baueri	Aegiale baueri	15	15	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale baueri	NA	NA
Hesperidae	Aegiale	chisosensis	Aegiale chisosensis	18	18	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale chisosensis	NA	NA
Hesperidae	Aegiale	estelleae estelleae	Aegiale estelleae estelleae	9	9	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale estelleae estelleae	NA	NA
Hesperidae	Aegiale	estelleae valverdiensis	Aegiale estelleae valverdiensis	9	9	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale estelleae valverdiensis	NA	NA
Hesperidae	Aegiale	freemani	Aegiale freemani	15	15	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale freemani	NA	NA
Hesperidae	Aegiale	gilberti	Aegiale gilberti	21	21	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale gilberti	NA	NA
Hesperidae	Aegiale	mariae chinatiensis	Aegiale mariae chinatiensis	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale mariae chinatiensis	NA	NA
Hesperidae	Aegiale	mariae lajitaensis	Aegiale mariae lajitaensis	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale mariae lajitaensis	NA	NA
Hesperidae	Aegiale	mariae mariae	Aegiale mariae mariae	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale mariae mariae	NA	NA
Hesperidae	Aegiale	mariae rindgei	Aegiale mariae rindgei	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale mariae rindgei	NA	NA
Hesperidae	Aegiale	micheneri	Aegiale micheneri	20	20	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale micheneri	NA	NA
Hesperidae	Aegiale	neumoegeni florenceae	Aegiale neumoegeni florenceae	10	10	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale neumoegeni florenceae	NA	NA
Hesperidae	Aegiale	polingi	Aegiale polingi	10	10	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale polingi	NA	NA
Hesperidae	Aegiale	remingtoni	Aegiale remingtoni	9	9	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale remingtoni	NA	NA
Hesperidae	Alera	vulpina	Alera vulpina	27	27	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Alera vulpina	NA	NA
Hesperidae	Amblyscirtes	cassus	Amblyscirtes cassus	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Amblyscirtes cassus	NA	NA
Hesperidae	Anisocharia	sublimbata	Anisocharia sublimbata	31	31	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Anisocharia sublimbata	NA	NA
Hesperidae	Astraptes	longipennis	Astraptes longipennis	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Astraptes longipennis	NA	NA
Hesperidae	Augiades	venata	Augiades venata	13	13	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Augiades venata	NA	NA
Hesperidae	Bibasis	jain formosana	Bibasis jain formosana	31	31	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Bibasis jain formosana	NA	NA
Hesperidae	Bibasis	jaina formosana	Bibasis jaina formosana	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Bibasis jaina formosana	NA	NA
Hesperidae	Butleria	quilla	Butleria quilla	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Butleria quilla	NA	NA
Hesperidae	Carcharodus	dravira	Carcharodus dravira	37–48	37	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Carcharodus dravira	NA	NA
Hesperidae	Carcharodus	stauderi ambiguus	Carcharodus stauderi ambiguus	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Carcharodus stauderi ambiguus	NA	NA
Hesperidae	Catia	otho	Catia otho	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Catia otho	NA	NA
Hesperidae	Celotes	celotes	Celotes celotes	14, 13	13	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Celotes celotes	NA	NA
Hesperidae	Chiomara	asychis georgina	Chiomara asychis georgina	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Chiomara asychis georgina	NA	NA
Hesperidae	Coeliades	anchises jucunda	Coeliades anchises jucunda	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Coeliades anchises jucunda	NA	NA
Hesperidae	Coeliades	ernesti	Coeliades ernesti	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Coeliades ernesti	NA	NA
Hesperidae	Coeliades	fervida	Coeliades fervida	23	23	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Coeliades fervida	NA	NA
Hesperidae	Coeliades	forestan arbogastes	Coeliades forestan arbogastes	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Coeliades forestan arbogastes	NA	NA
Hesperidae	Cynea	iquita	Cynea iquita	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Cynea iquita	NA	NA
Hesperidae	Daimio	tethys moorei	Daimio tethys moorei	30	30	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Daimio tethys moorei	NA	NA
Hesperidae	Eagris	lucetia	Eagris lucetia	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Eagris lucetia	NA	NA
Hesperidae	Eagris	sabadius astoria	Eagris sabadius astoria	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Eagris sabadius astoria	NA	NA
Hesperidae	Enosis	immaculata immaculata	Enosis immaculata immaculata	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Enosis immaculata immaculata	NA	NA
Hesperidae	Entheus	priassus pralina	Entheus priassus pralina	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Entheus priassus pralina	NA	NA
Hesperidae	Epargyreus	clavicornis tenda	Epargyreus clavicornis tenda	29–30	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Epargyreus clavicornis tenda	NA	NA
Hesperidae	Eretis	lugens	Eretis lugens	28	28	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Eretis lugens	NA	NA
Hesperidae	Erionota	thrax thrax	Erionota thrax thrax	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Erionota thrax thrax	NA	NA
Hesperidae	Erynnis	lucilus	Erynnis lucilus	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Erynnis lucilus	NA	NA
Hesperidae	Erynnis	tristis tatius	Erynnis tristis tatius	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Erynnis tristis tatius	NA	NA
Hesperidae	Euphyes	leptosema	Euphyes leptosema	28	28	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Euphyes leptosema	NA	NA
Hesperidae	Gegenes	gambica	Gegenes gambica	41	41	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Gegenes gambica	NA	NA
Hesperidae	Hesperia	alveus	Hesperia alveus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia alveus	NA	NA
Hesperidae	Hesperia	malvae	Hesperia malvae	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia malvae	NA	NA
Hesperidae	Hesperia	onopordi	Hesperia onopordi	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia onopordi	NA	NA
Hesperidae	Hesperia	orbifer	Hesperia orbifer	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia orbifer	NA	NA
Hesperidae	Hesperia	sao	Hesperia sao	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia sao	NA	NA
Hesperidae	Hesperia	serratulae	Hesperia serratulae	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia serratulae	NA	NA
Hesperidae	Hylephila	fasciolata	Hylephila fasciolata	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Hylephila fasciolata	NA	NA
Hesperidae	Lavatheria	lavatherae	Lavatheria lavatherae	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lavatheria lavatherae	NA	NA
Hesperidae	Megathymus	coloradensis	Megathymus coloradensis	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis	NA	NA
Hesperidae	Megathymus	coloradensis kendalli	Megathymus coloradensis kendalli	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis kendalli	NA	NA
Hesperidae	Megathymus	coloradensis louiseae	Megathymus coloradensis louiseae	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis louiseae	NA	NA
Hesperidae	Megathymus	coloradensis navajo	Megathymus coloradensis navajo	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis navajo	NA	NA
Hesperidae	Megathymus	coloradensis reinthali	Megathymus coloradensis reinthali	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis reinthali	NA	NA
Hesperidae	Megathymus	coloradensis reubeni	Megathymus coloradensis reubeni	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis reubeni	NA	NA
Hesperidae	Megathymus	coloradensis stallingsi	Megathymus coloradensis stallingsi	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis stallingsi	NA	NA
Hesperidae	Megathymus	coloradensis wilsonorum	Megathymus coloradensis wilsonorum	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis wilsonorum	NA	NA
Hesperidae	Megathymus	yuccae buchholzi	Megathymus yuccae buchholzi	26	26	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus yuccae buchholzi	NA	NA
Hesperidae	Mimoniades	nurscia malis	Mimoniades nurscia malis	28	28	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Mimoniades nurscia malis	NA	NA
Hesperidae	Moeris	vopiscus	Moeris vopiscus	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Moeris vopiscus	NA	NA
Hesperidae	Muschampsia	proto	Muschampsia proto	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Muschampsia proto	NA	NA
Hesperidae	Nastra	vherminieri	Nastra vherminieri	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Nastra vherminieri	NA	NA
