distribution,max,median,minimum,resolved_name
8,8,8,8,Alyssum argyrophyllum
16,16,16,16,Alyssum armenum
8,8,8,8,Alyssum aurantiacum
8,8,8,8,Alyssum bertolonii
8,8,8,8,Alyssum bertolonii subsp. scutarium
8,8,8,8,Alyssum bornmuelleri
8,8,8,8,Alyssum bracteatum
16,16,16,16,Alyssum caliacrae
24,24,24,24,Alyssum callichroum
8,8,8,8,Alyssum calycocarpum
16,16,16,16,Alyssum cassium
8,8,8,8,Alyssum cilicicum
11,11,11,11,Alyssum cochleatum
8-16,16,8,8,Alyssum condensatum
8-16,16,8,8,Alyssum condensatum subsp. flexibile
8,8,8,8,Alyssum contemptum
7-8,8,8,7,Alyssum corsicum
16,16,16,16,Alyssum corymbosoides
8-16-24,24,16,8,Alyssum cuneifolium
8,8,8,8,Alyssum cuneifolium subsp. corymbosum
16,16,16,16,Alyssum cypricum
16,16,16,16,Alyssum dagestanicum
16,16,16,16,Alyssum damascenum
8-16,16,8,8,Alyssum dasycarpum
8-12-16,16,16,8,Alyssum desertorum
8,8,8,8,Alyssum diffusum
8,8,8,8,Alyssum doerfleri
8,8,8,8,Alyssum embergeri
8-16-24,24,8,8,Alyssum erosulum
8,8,8,8,Alyssum euboeum
8,8,8,8,Alyssum fallacinum
8,8,8,8,Alyssum floribundum
8,8,8,8,Alyssum foliosum
8,8,8,8,Alyssum fragillimum
8,8,8,8,Alyssum fulvescens
16,16,16,16,Alyssum giosnanum
24,24,24,24,Alyssum granatense
8,8,8,8,Alyssum handelii
8,8,8,8,Alyssum heldreichii
8,8,8,8,Alyssum heterotrichum
8-23-24,24,23,8,Alyssum hirsutum
8,8,8,8,Alyssum homalocarpum
8-16,16,8,8,Alyssum huber-morathii
7,7,7,7,Alyssum huetii
8,8,8,8,Alyssum idaeum
24,24,24,24,Alyssum iljinskae
16,16,16,16,Alyssum lanigerum
8,8,8,8,Alyssum lassiticum
8,8,8,8,Alyssum lenense
16,16,16,16,Alyssum lepidoto-stellatum
7-8-12-16-24,24,8,7,Alyssum linifolium
8-16,16,8,8,Alyssum loiseleurii
8,8,8,8,Alyssum macrocalyx
16,16,16,16,Alyssum markgrafii
8-16,16,8,8,Alyssum masmenaeum
7-8-20,20,8,7,Alyssum meniocoides
8-24,24,8,8,Alyssum minutum
8,8,8,8,Alyssum moellendorfianum
8-16-18-24,24,16,8,Alyssum montanum
8,8,8,8,Alyssum montanum subsp. atlanticum
8-16-24,24,16,8,Alyssum montanum subsp. gmelinii
8,8,8,8,Alyssum mouradicum
8-16,16,8,8,Alyssum murale
8,8,8,8,Alyssum nebrodense
8-15-16,16,8,8,Alyssum obovatum
8-16,16,16,8,Alyssum obtusifolium
32,32,32,32,Alyssum orbelicum
8,8,8,8,Alyssum ovirense
8-32,32,8,8,Alyssum oxycarpum
16,16,16,16,Alyssum pateri
8,8,8,8,Alyssum pirinicum
8,8,8,8,Alyssum pogonocarpum
16,16,16,16,Alyssum praecox
32,32,32,32,Alyssum propinquum
16,16,16,16,Alyssum pulvinare
8-16-18,18,8,8,Alyssum repens
8,8,8,8,Alyssum robertianum
8,8,8,8,Alyssum rostratum
8-16,16,16,8,Alyssum scardicum
8,8,8,8,Alyssum scutigerum
16,16,16,16,Alyssum sergievskajae
8-16,16,8,8,Alyssum serpyllifolium
8,8,8,8,Alyssum sibiricum
24,24,24,24,Alyssum siculum
8-12-16-24,24,8,8,Alyssum simplex
16,16,16,16,Alyssum simulans
16,16,16,16,Alyssum smolikanum
8,8,8,8,Alyssum smyrnaeum
8,8,8,8,Alyssum sphacioticum
8-12-24,24,12,8,Alyssum stapfii
16,16,16,16,Alyssum stribrnyi
16,16,16,16,Alyssum stribryni
8-16,16,8,8,Alyssum strictum
8-32,32,8,8,Alyssum strigosum
8,8,8,8,Alyssum strigosum subsp. cedrorum
7-8-16,16,8,7,Alyssum szovitsianum
8,8,8,8,Alyssum taygeteum
44-46,46,44,44,Alyssum tenuifolium
8-16,16,8,8,Alyssum tortuosum
16,16,16,16,Alyssum tortuosum subsp. caliacrae
8-16-24,24,16,8,Alyssum trichostachyum
8,8,8,8,Alyssum troodi
8,8,8,8,Alyssum turgidum
16-24,24,16,16,Alyssum turkestanicum
7-8,8,7,7,Alyssum umbellatum
8,8,8,8,Alyssum wierzbickii
8-16,16,16,8,Alyssum wulfenianum
18,18,18,18,Alyxia gynopogon
18,18,18,18,Alyxia ruscifolia
18,18,18,18,Alyxia sinensis
17-18-80-95,95,18,17,Alyxia stellata
33,33,33,33,Amaioua intermedia
11,11,11,11,Amalophyllon divaricatum
26,26,26,26,Amalophyllon repens
12-24-30,30,24,12,Amana edulis
12,12,12,12,Amana erythronioides
16-17,17,16,16,Amaranthus albus
16,16,16,16,Amaranthus arenicola
17,17,17,17,Amaranthus asplundii
17,17,17,17,Amaranthus atropurpureus
16,16,16,16,Amaranthus aureus
16,16,16,16,Amaranthus blitoides
8-16-17,17,17,8,Amaranthus blitum
17,17,17,17,Amaranthus blitum subsp. emarginatus
17,17,17,17,Amaranthus blitum subsp. oleraceus
17,17,17,17,Amaranthus blitum var. pseudogracilis
17,17,17,17,Amaranthus brownii
32,32,32,32,Amaranthus caturus
16-17-32,32,16,16,Amaranthus caudatus
17,17,17,17,Amaranthus crispus
15-16-17,17,16,15,Amaranthus cruentus
17,17,17,17,Amaranthus deflexus
16-32-64,64,32,16,Amaranthus dubius
17,17,17,17,Amaranthus fimbriatus
16-17,17,16,16,Amaranthus graecizans
16-17,17,16,16,Amaranthus graecizans subsp. silvestris
12-16-17,17,16,12,Amaranthus hybridus
16,16,16,16,Amaranthus hybridus subsp. quitensis
12-16-17-32,32,16,12,Amaranthus hypochondriacus
17,17,17,17,Amaranthus muricatus
16-17,17,17,16,Amaranthus palmeri
17-34,34,17,17,Amaranthus polygamus
17,17,17,17,Amaranthus polygonoides
16-17,17,17,16,Amaranthus powellii
16,16,16,16,Amaranthus powellii subsp. bouchonii
16-17-51,51,17,16,Amaranthus retroflexus
17,17,17,17,Amaranthus roxburghianus
17-34,34,17,17,Amaranthus spinosus
17,17,17,17,Amaranthus standleyanus
16-24,24,16,16,Amaranthus tamariscinus
14,14,14,14,Amaranthus tenuifolius
16-17-34,34,17,16,Amaranthus tricolor
2-16-32,32,16,2,Amaranthus tuberculatus
16-17,17,17,16,Amaranthus viridis
10-11-22,22,11,10,Amaryllis belladonna
18,18,18,18,Amauria brandegeana
20,20,20,20,Amauria carterae
17-18,18,18,17,Amauria rotundifolia
18-361,361,18,18,Amauriopsis dissecta
7,7,7,7,Ambavia gerrardii
14,14,14,14,Amberboa amberboi
16,16,16,16,Amberboa glauca
14-16,16,16,14,Amberboa moschata
16,16,16,16,Amberboa nana
8-14-18,18,14,8,Amberboa ramosa
32,32,32,32,Amberboa turanica
24,24,24,24,Amblynotus rupestris
17-18-19,19,19,17,Amblyolepis setigera
8,8,8,8,Amblyopappus pusillus
13,13,13,13,Amborella trichopoda
18,18,18,18,Ambrosia acanthicarpa
18,18,18,18,Ambrosia ambrosioides
18,18,18,18,Ambrosia arborescens
14-16-17-18,18,18,14,Ambrosia artemisiifolia
18,18,18,18,Ambrosia artemisioides
17,17,17,17,Ambrosia bidentata
18,18,18,18,Ambrosia bryantii
18-36,36,36,18,Ambrosia camphorata
18,18,18,18,Ambrosia canescens
9-18,18,18,9,Ambrosia chamissonis
36,36,36,36,Ambrosia cheiranthifolia
36,36,36,36,Ambrosia chenopodiifolia
36-54,54,36,36,Ambrosia confertiflora
18,18,18,18,Ambrosia deltoidea
18-36-52-53-54-63-72,72,36,18,Ambrosia dumosa
18,18,18,18,Ambrosia eriocentra
18,18,18,18,Ambrosia grayi
52-72,72,52,52,Ambrosia hispida
18,18,18,18,Ambrosia ilicifolia
18,18,18,18,Ambrosia maritima
18,18,18,18,Ambrosia monogyra
18-36,36,18,18,Ambrosia peruviana
18,18,18,18,Ambrosia polystachya
9-18-27-36-50-52-54-72,72,36,9,Ambrosia psilostachya
36,36,36,36,Ambrosia pumila
18,18,18,18,Ambrosia salsola
54-72,72,54,54,Ambrosia tenuifolia
18,18,18,18,Ambrosia tomentosa
12-15-24,24,12,12,Ambrosia trifida
27,27,27,27,Ambrosia Ã intergradiens
27,27,27,27,Ambrosia × intergradiens
11,11,11,11,Ambrosina bassii
11,11,11,11,Amburana cearensis
26,26,26,26,Ameghinoa patagonica
34,34,34,34,Amelanchier alnifolia
34,34,34,34,Amelanchier alnifolia var. semi-integrifolia
17-28-34,34,17,17,Amelanchier arborea
17,17,17,17,Amelanchier asiatica
16-25-34,34,25,16,Amelanchier bartramiana
16-17-34,34,17,16,Amelanchier canadensis
36,36,36,36,Amelanchier interior
15-18-34,34,18,15,Amelanchier laevis
34,34,34,34,Amelanchier lamarckii
17-24-25,25,24,17,Amelanchier obovalis
17-34,34,17,17,Amelanchier ovalis
17-20,20,17,17,Amelanchier sanguinea
17-31-33-34,34,34,17,Amelanchier spicata
17-28-34,34,28,17,Amelanchier stolonifera
8,8,8,8,Amellus alternifolius
8-9,9,8,8,Amellus alternifolius subsp. angustissimus
8,8,8,8,Amellus asteroides
8-9,9,9,8,Amellus epaleaceus
8,8,8,8,Amellus flosculosus
6-8,8,6,6,Amellus microglossus
8-9,9,9,8,Amellus nanus
8,8,8,8,Amellus strigosus
8,8,8,8,Amellus tenuifolius
8,8,8,8,Amellus tridactylus
8,8,8,8,Amellus tridactylus subsp. arenarius
10,10,10,10,Amerimnon stipulatum
10-13,13,13,10,Amethystea caerulea
12,12,12,12,Amherstia nobilis
16,16,16,16,Amianthium muscitoxicum
19,19,19,19,Amicia zygomeris
10-15-18,18,15,10,Amischotolype hispida
18,18,18,18,Amischotolype hookeri
18,18,18,18,Amischotolype mollissima
9,9,9,9,Amischotolype tenuis
21,21,21,21,Amitostigma gracile
21,21,21,21,Amitostigma keiskei
21,21,21,21,Amitostigma kinoshitae
21-22,22,21,21,Amitostigma lepidum
15-16-20,20,16,15,Ammannia auriculata
12-13-24,24,13,12,Ammannia baccifera
33,33,33,33,Ammannia coccinea
24,24,24,24,Ammannia latifolia
9,9,9,9,Ammannia multiflora
16,16,16,16,Ammannia prieuriana
17,17,17,17,Ammannia robusta
20,20,20,20,Ammannia senegalensis
11,11,11,11,Ammi huntii
11,11,11,11,Ammi majus
11,11,11,11,Ammi trifoliatum
10-11,11,10,10,Ammi visnaga
12-13,13,13,12,Ammobium alatum
11,11,11,11,Ammocharis coranica
11,11,11,11,Ammocharis longifolia
11,11,11,11,Ammocharis tinneana
8,8,8,8,Ammodaucus leucotrichus
9,9,9,9,Ammodendron bifolium
9,9,9,9,Ammodendron conollyi
6,6,6,6,Ammoides pusilla
7-14-28,28,14,7,Ammophila arenaria
14,14,14,14,Ammophila arenaria subsp. australis
14,14,14,14,Ammophila breviligulata
9,9,9,9,Ammopiptanthus mongolicus
9-10,10,9,9,Ammopiptanthus nanus
12,12,12,12,Ammoselinum popei
22,22,22,22,Ammoselinum rosengurtii
10,10,10,10,Amolinia heydeana
24,24,24,24,Amomum aculeatum
24-48,48,24,24,Amomum austrosinense
24,24,24,24,Amomum chinense
24,24,24,24,Amomum compactum
24,24,24,24,Amomum gagnepainii
24,24,24,24,Amomum hastilabium
24,24,24,24,Amomum kwangsiense
24,24,24,24,Amomum lappaceum
24,24,24,24,Amomum longiligulare
24,24,24,24,Amomum longipetiolatum
24,24,24,24,Amomum macrodons
12-24,24,24,12,Amomum maximum
24,24,24,24,Amomum muricarpum
24,24,24,24,Amomum putrescens
24,24,24,24,Amomum repoeense
24,24,24,24,Amomum rivale
24,24,24,24,Amomum sericeum
24,24,24,24,Amomum squarrosum
24-27,27,24,24,Amomum subulatum
24,24,24,24,Amomum testaceum
24,24,24,24,Amomum uliginosum
24,24,24,24,Amomum villosum
24,24,24,24,Amomum villosum var. xanthioides
6-7,7,6,6,Amoreuxia wrightii
10,10,10,10,Amorpha californica
10,10,10,10,Amorpha canescens
20,20,20,20,Amorpha croceolanata
10-19-20,20,20,10,Amorpha fruticosa
10,10,10,10,Amorpha nana
13,13,13,13,Amorphophallus abyssinicus
13,13,13,13,Amorphophallus albus
13,13,13,13,Amorphophallus angolensis subsp. maculatus
13,13,13,13,Amorphophallus ankarana
13,13,13,13,Amorphophallus asterostigmatus
13-18,18,13,13,Amorphophallus bulbifer
13,13,13,13,Amorphophallus coaetaneus
13,13,13,13,Amorphophallus commutatus
13,13,13,13,Amorphophallus corrugatus
13,13,13,13,Amorphophallus dracontioides
13,13,13,13,Amorphophallus dunnii
13,13,13,13,Amorphophallus eichleri
13,13,13,13,Amorphophallus galbra
13,13,13,13,Amorphophallus gallaensis
13,13,13,13,Amorphophallus goetzei
13,13,13,13,Amorphophallus gomboczianus
13,13,13,13,Amorphophallus haematospadix
13,13,13,13,Amorphophallus henryi
13,13,13,13,Amorphophallus hildebrandtii
13,13,13,13,Amorphophallus hirtus
13,13,13,13,Amorphophallus hohenackeri
13,13,13,13,Amorphophallus johnsonii
13,13,13,13,Amorphophallus kachinensis
13,13,13,13,Amorphophallus kiusiana
13,13,13,13,Amorphophallus kiusianus
12-13-16,16,13,12,Amorphophallus konjac
13,13,13,13,Amorphophallus konkanensis
13,13,13,13,Amorphophallus krausei
13,13,13,13,Amorphophallus lambii
14,14,14,14,Amorphophallus longituberosus
13,13,13,13,Amorphophallus margaritifer
13,13,13,13,Amorphophallus maximus
13,13,,13,Amorphophallus muelleri
14,14,14,14,Amorphophallus napalensis
13-14-18,18,14,13,Amorphophallus paeoniifolius
13,13,13,13,Amorphophallus palawanensis
14,14,14,14,Amorphophallus prainii
13,13,13,13,Amorphophallus sumawongii
13,13,13,13,Amorphophallus sylvaticus
13,13,13,13,Amorphophallus taurostigma
13,13,13,13,Amorphophallus titanum
13,13,13,13,Amorphophallus variabilis
13,13,,13,Amorphophallus xiei
13,13,13,13,Amorphophallus yunnanensis
9,9,9,9,Ampelaster carolinianus
24,24,24,24,Ampelocalamus scandens
40,40,40,40,Ampelocissus araneosa
20-30,30,20,20,Ampelocissus latifolia
20,20,20,20,Ampelocissus tomentosa
7-14-21-24-48,48,24,7,Ampelodesmos mauritanicus
20,20,20,20,Ampelopsis aconitifolia
20,20,20,20,Ampelopsis arborea
20,20,20,20,Ampelopsis cordata
20,20,20,20,Ampelopsis glandulosa var. brevipedunculata
20,20,20,20,Ampelopsis glandulosa var. hancei
20,20,20,20,Ampelopsis japonica
20,20,20,20,Ampelopsis vitifolia
4,4,4,4,Amphiachyris amoena
4-5,5,5,4,Amphiachyris dracunculoides
9,9,9,9,Amphiasma merenskyanum
10-11-20,20,11,10,Amphicarpaea bracteata
10-11-20,20,11,10,Amphicarpaea bracteata subsp. edgeworthii
9,9,9,9,Amphicarpum amphicarpon
9,9,9,9,Amphicarpum muhlenbergianum
20,20,20,20,Amphilophium bauhinioides
20,20,20,20,Amphilophium buccinatorium
20,20,20,20,Amphilophium crucigerum
20,20,20,20,Amphilophium cynanchoides
20,20,20,20,Amphilophium elongatum
20-22,22,20,20,Amphilophium paniculatum
20,20,20,20,Amphilophium pannosum
11,11,11,11,Amphimas pterocarpoides
9,9,9,9,Amphipappus fremontii
20,20,20,20,Amphitecna latifolia
9,9,9,9,Amphithalea ericifolia
9,9,9,9,Amphithalea intermedia
12,12,12,12,Amphoricarpos neumayerianus
16-17,17,16,16,Amsinckia calycina
6-12,12,6,6,Amsinckia douglasiana
12,12,12,12,Amsinckia eastwoodiae
6,6,6,6,Amsinckia grandiflora
18,18,18,18,Amsinckia inepta
4,4,4,4,Amsinckia lunaris
15-16,16,15,15,Amsinckia lycopsoides
8-13-16-17,17,13,8,Amsinckia menziesii
15-17-19,19,17,15,Amsinckia menziesii var. intermedia
5,5,5,5,Amsinckia spectabilis
12,12,12,12,Amsinckia tessellata
12,12,12,12,Amsinckia tessellata var. gloriosa
7,7,7,7,Amsinckia vernicosa
7,7,7,7,Amsinckia vernicosa var. furcata
11,11,11,11,Amsonia ciliata
11,11,11,11,Amsonia elliptica
11,11,11,11,Amsonia illustris
11,11,11,11,Amsonia ludoviciana
8,8,8,8,Amsonia orientalis
11,11,11,11,Amsonia peeblesii
11-16,16,11,11,Amsonia tabernaemontana
11,11,11,11,Amsonia tomentosa
30,30,30,30,Amydrium humile
30,30,30,30,Amydrium medium
9,9,9,9,Amyema artensis
9,9,9,9,Amyema benthamii
9,9,9,9,Amyema bifurcata
9,9,9,9,Amyema cambagei
9,9,9,9,Amyema congener
9,9,9,9,Amyema conspicua
9,9,9,9,Amyema finisterrae
9,9,9,9,Amyema fitzgeraldii
9,9,9,9,Amyema friesiana
9,9,9,9,Amyema gaudichaudii
9,9,9,9,Amyema gibberula
9,9,9,9,Amyema herbertiana
9,9,9,9,Amyema hilliana
9,9,9,9,Amyema linophylla
9,9,9,9,Amyema lucasii
9,9,9,9,Amyema mackayensis
9,9,9,9,Amyema maidenii
9,9,9,9,Amyema melaleucae
9,9,9,9,Amyema miquelii
9,9,9,9,Amyema miraculosa
9,9,9,9,Amyema nestor
9,9,9,9,Amyema obliqua
9,9,9,9,Amyema pendula
9,9,9,9,Amyema preissii
9,9,9,9,Amyema quandang
9,9,9,9,Amyema quaternifolia
9,9,9,9,Amyema queenslandica
9,9,9,9,Amyema sanguinea
9,9,9,9,Amyema seemeniana
9,9,9,9,Amyema strongylophylla
9,9,9,9,Amyema thalassia
9,9,9,9,Amyema villiflora
12,12,12,12,Amylotheca dictyophleba
9,9,9,9,Anabasis articulata
9,9,9,9,Anabasis brevifolia
9,9,9,9,Anabasis oropediorum
9,9,9,9,Anabasis setifera
9,9,9,9,Anacampseros albidiflora
9,9,9,9,Anacampseros albissima
9,9,9,9,Anacampseros arachnoides
9,9,9,9,Anacampseros bayeriana
9,9,9,9,Anacampseros coahuilensis
9,9,9,9,Anacampseros comptonii
9,9,9,9,Anacampseros dinteri
9-18,18,9,9,Anacampseros filamentosa
18,18,18,18,Anacampseros herreana
9,9,9,9,Anacampseros karasmontana
18,18,18,18,Anacampseros lanceolata
9-18,18,9,9,Anacampseros namaquensis
9,9,9,9,Anacampseros nebrownii
9,9,9,9,Anacampseros papyracea
18,18,18,18,Anacampseros papyracea subsp. namaensis
18,18,18,18,Anacampseros quinaria
18,18,18,18,Anacampseros recurvata
9,9,9,9,Anacampseros recurvata subsp. buderiana
9,9,9,9,Anacampseros recurvata subsp. minuta
9,9,9,9,Anacampseros retusa
18,18,18,18,Anacampseros rhodesica
18,18,18,18,Anacampseros rufescens
9,9,9,9,Anacampseros subnuda
27,27,27,27,Anacampseros telephiastrum
9-18,18,9,9,Anacampseros tomentosa
9,9,9,9,Anacampseros ustulata
9,9,9,9,Anacampseros vulcanensis
9-18-21-27,27,18,9,Anacamptis collina
2-10-18-19-27,27,19,2,Anacamptis coriophora
18-21-27,27,18,18,Anacamptis laxiflora
16-18-19,19,18,16,Anacamptis morio
18-36,36,18,18,Anacamptis morio subsp. champagneuxii
18,18,18,18,Anacamptis morio subsp. longicornu
18-21,21,18,18,Anacamptis palustris
21,21,21,21,Anacamptis palustris subsp. elegans
16-18,18,16,16,Anacamptis papilionacea
16-18-27-30-36,36,30,16,Anacamptis pyramidalis
16-17,17,17,16,Anacamptis × gennarii
6-12-20-21,21,20,6,Anacardium occidentale
4-9-18,18,9,4,Anacyclus clavatus
9,9,9,9,Anacyclus homogamos
9,9,9,9,Anacyclus latealatus
9,9,9,9,Anacyclus linearilobus
9,9,9,9,Anacyclus maroccanus
9,9,9,9,Anacyclus monanthos
9,9,9,9,Anacyclus monanthos subsp. cyrtolepidioides
9,9,9,9,Anacyclus nigellifolius
9,9,9,9,Anacyclus pyrethrum
9,9,9,9,Anacyclus radiatus
9,9,9,9,Anacyclus radiatus subsp. coronatus
9,9,9,9,Anacyclus valentinus
10,10,10,10,Anadelphia afzeliana
10-20,20,10,10,Anadelphia leptocoma
12-13,13,13,12,Anadenanthera colubrina
12-13,13,13,12,Anadenanthera colubrina var. cebil
30,30,30,30,Anadendrum marginatum
30,30,30,30,Anadendrum microstachyum
30,30,30,30,Anadendrum montanum
10-11-14-20-40,40,20,10,Anagallis arvensis
20,20,20,20,Anagallis arvensis subsp. foemina
20,20,20,20,Anagallis arvensis var. caerulea
20,20,20,20,Anagallis arvensis var. pallida
10,10,10,10,Anagallis arvensis var. parviflora
11,11,11,11,Anagallis minima
10-11,11,10,10,Anagallis monelli
10-11-30-32-33,33,30,10,Anagallis serpens
11,11,11,11,Anagallis serpens subsp. meyeri-johannis
11,11,11,11,Anagallis tenella
9,9,9,9,Anagyris foetida
8-12-13,13,12,8,Anamirta cocculus
24-25,25,25,24,Ananas ananassoides
25,25,25,25,Ananas bracteatus
25-50,50,25,25,Ananas comosus
25,25,25,25,Ananas lucidus
49-50,50,50,49,Ananas sagenaria
16,16,16,16,Anapalina caffra
42,42,42,42,Anaphalioides alpina
14-42,42,14,14,Anaphalioides bellidioides
28,28,28,28,Anaphalioides hookeri
14,14,14,14,Anaphalioides mariae
14,14,14,14,Anaphalioides subrigida
14,14,14,14,Anaphalioides trinerve
14,14,14,14,Anaphalioides trinervis
7-14,14,14,7,Anaphalis adnata
14,14,14,14,Anaphalis alpicola
14,14,14,14,Anaphalis beddomei
14,14,14,14,Anaphalis brevifolia
21,21,21,21,Anaphalis busua
14,14,14,14,Anaphalis contorta
14,14,14,14,Anaphalis darvasica
28,28,28,28,Anaphalis deserti
24,24,24,24,Anaphalis hellwigii
7,7,7,7,Anaphalis lawii
14-21-28,28,14,14,Anaphalis margaritacea
21,21,21,21,Anaphalis margaritacea var. cinnamomea
14-28,28,14,14,Anaphalis margaritacea var. margaritacea
14,14,14,14,Anaphalis margaritacea var. yedoensis
14,14,14,14,Anaphalis morrisonicola
14,14,14,14,Anaphalis nepalensis
28,28,28,28,Anaphalis plicata
28,28,28,28,Anaphalis rhododactyla
14,14,14,14,Anaphalis royleana
14,14,14,14,Anaphalis sinica
7-14,14,14,7,Anaphalis subdecurrens
14,14,14,14,Anaphalis subumbellata
14,14,14,14,Anaphalis travancorica
14,14,14,14,Anaphalis triplinervis
14,14,14,14,Anaphalis velutina
14,14,14,14,Anaphalis wightiana
14,14,14,14,Anaphalis xylorhiza
13,13,13,13,Anaphyllopsis americana
13,13,13,13,Anaphyllum beddomei
13,13,13,13,Anaphyllum wightii
9,9,9,9,Anarrhinum bellidifolium
9,9,9,9,Anarrhinum bellidifolium subsp. laxiflorum
9,9,9,9,Anarrhinum corsicum
9,9,9,9,Anarrhinum duriminium
9,9,9,9,Anarrhinum fruticosum
9,9,9,9,Anarrhinum longipedicellatum
22,22,22,22,Anarthria laevis
11,11,11,11,Anarthria prolifera
22,22,22,22,Anarthria scabra
12,12,12,12,Anarthrophyllum elegans
11,11,11,11,Anastatica hierochuntica
20,20,20,20,Anathallis acuminata
20,20,,20,Anathallis brevipes
21-22,22,21,21,Anathallis obovata
14,14,14,14,Anaxagorea phaeocarpa
9,9,9,9,Ancana stenopetala
13,13,13,13,Ancathia igniaria
8-16,16,8,8,Anchietea pyrifolia
20,20,20,20,Anchomanes abbreviatus
20,20,20,20,Anchomanes difformis
7-8-10,10,7,7,Anchonium elichrysifolium
8,8,8,8,Anchusa aegyptiaca
8,8,8,8,Anchusa affinis
24-27,27,24,24,Anchusa arvensis
8-9-24,24,8,8,Anchusa arvensis subsp. orientalis
8-16,16,8,8,Anchusa aucheri
16,16,16,16,Anchusa azurea
8-9-18,18,9,8,Anchusa barrellieri
8,8,8,8,Anchusa calcarea
8,8,8,8,Anchusa capensis
8,8,8,8,Anchusa cespitosa
8,8,8,8,Anchusa cretica
8,8,8,8,Anchusa crispa
8,8,8,8,Anchusa crispa subsp. maritima
8,8,8,8,Anchusa formosa
8,8,8,8,Anchusa humilis
8-16,16,16,8,Anchusa leptophylla
16,16,16,16,Anchusa leptophylla subsp. incana
8,8,8,8,Anchusa leucantha
8,8,8,8,Anchusa milleri
8-12,12,12,8,Anchusa ochroleuca
8,8,8,8,Anchusa officinalis
16,16,16,16,Anchusa officinalis subsp. intacta
7-8,8,7,7,Anchusa procera
11,11,11,11,Anchusa puechii
16,16,16,16,Anchusa pusilla
16,16,16,16,Anchusa samothracica
16,16,16,16,Anchusa strigosa
8,8,8,8,Anchusa stylosa
6-12-18,18,6,6,Anchusa thessala
8,8,8,8,Anchusa undulata
8,8,8,8,Anchusa undulata subsp. granatensis
8,8,8,8,Anchusa undulata subsp. hybrida
8,8,8,8,Anchusa undulata subsp. sartorii
8,8,8,8,Anchusa variegata
24,24,24,24,Ancistrorhynchus clandestinus
24,24,24,24,Ancistrorhynchus crystalensis
24,24,24,24,Ancistrorhynchus metteniae
24,24,24,24,Ancistrorhynchus ovatus
25-36,36,25,25,Ancistrorhynchus recurvus
35,35,35,35,Ancistrorhynchus straussii
24,24,24,24,Ancistrorhynchus tenuicaulis
13,13,13,13,Ancistrotropis peduncularis
11,11,11,11,Ancylobothrys amoena
33,33,33,33,Ancylobothrys capensis
22,22,22,22,Ancylobothrys scandens
17,17,17,17,Ancylostemon aureus
17,17,17,17,Ancylostemon convexus
6,6,6,6,Andeimalva chilensis
6,6,6,6,Andeimalva mandonii
13,13,13,13,Andersonia caerulea
13,13,13,13,Andersonia sprengelioides
11,11,11,11,Andira humilis
10-11,11,10,10,Andira inermis
12,12,12,12,Andrachne aspera
12-24,24,12,12,Andrachne telephioides
19,19,19,19,Androcorys josephi
57,57,57,57,Androcorys kalimpongensis
18-19-20,20,19,18,Androcorys monophylla
10,10,10,10,Androcymbium albanense subsp. clanwilliamense
10,10,10,10,Androcymbium austrocapense
10,10,10,10,Androcymbium bellum
11,11,11,11,Androcymbium burchellii
11,11,11,11,Androcymbium burchellii subsp. pulchrum
11,11,11,11,Androcymbium capense
10,10,10,10,Androcymbium circinatum
10,10,10,10,Androcymbium cuspidatum
10,10,10,10,Androcymbium dregei
10,10,10,10,Androcymbium eghimocymbion
10,10,10,10,Androcymbium eucomoides
9,9,9,9,Androcymbium europaeum
8-9,9,9,8,Androcymbium gramineum
10,10,10,10,Androcymbium hantamense
10,10,10,10,Androcymbium henssenianum
9-10,10,9,9,Androcymbium hierrense
9,9,9,9,Androcymbium huntleyi
10,10,10,10,Androcymbium irroratum
9,9,9,9,Androcymbium longipes
9,9,9,9,Androcymbium palaestinum
9,9,9,9,Androcymbium poeltianum
9,9,9,9,Androcymbium psammophilum
9,9,9,9,Androcymbium rechingeri
10,10,10,10,Androcymbium villosum
10,10,10,10,Androcymbium walteri
19-24-25,25,24,19,Andrographis echioides
15,15,15,15,Andrographis elongata
24,24,24,24,Andrographis lobelioides
12-25,25,25,12,Andrographis neesiana
14-25,25,25,14,Andrographis paniculata
24,24,24,24,Andromeda glaucophylla
24,24,24,24,Andromeda polifolia
16,16,16,16,Andropogon abyssinicus
20,20,20,20,Andropogon africanus
10-20-30,30,20,10,Andropogon amethystinus
20,20,20,20,Andropogon angustatus
10-20-30,30,10,10,Andropogon appendiculatus
10,10,10,10,Andropogon arctatus
30,30,30,30,Andropogon arenarius
30,30,30,30,Andropogon bicornis
10,10,10,10,Andropogon brazzae
10,10,10,10,Andropogon canaliculatus
10-20,20,20,10,Andropogon chinensis
10,10,10,10,Andropogon curvifolius
18-20,20,18,18,Andropogon distachyos
5-10,10,10,5,Andropogon eucomus
10-40,40,10,10,Andropogon eucomus subsp. huillensis
30,30,30,30,Andropogon exaratus
10,10,10,10,Andropogon fastigiatus
10,10,10,10,Andropogon festuciformis
10,10,10,10,Andropogon floridanus
10,10,10,10,Andropogon gabonensis
10-20-21-22,22,20,10,Andropogon gayanus
20,20,20,20,Andropogon gayanus var. bisquamulatus
20,20,20,20,Andropogon gayanus var. polycladus
20-30-34-35-39-40-42-43-45,45,35,20,Andropogon gerardii
