order	lineage	superorder	family_scientific_name	scientific_name	english_name	ncbi_taxon_id	status	iucn_2016-2024	cites	main_project	second_project	publication	project	all_projects	sample_collected	sample_acquired	in_progress	data_generation	in_assembly	insdc_submitted	open	insdc_open	published	sequencing_status
r18	Reptiles	Squamata	Pythonidae	Liasis olivaceus	olive python	283338		Least Concern		VGP			VGP	VGP										
r19	Reptiles	Squamata	Viperidae	Vipera latastei	snub-nosed viber	246179	4	Vulnerable		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
r19	Reptiles	Squamata	Viperidae	Vipera ursinii	Hungarian meadow viper	103942		Endangered		ERGA			VGP	ERGA,VGP										
r19	Reptiles	Squamata	Viperidae	Erythrolamprus reginae	royal ground snake	121349		Least Concern		VGP			VGP	VGP										
r19	Reptiles	Squamata	Viperidae	Vipera berus	adder	31155		Least Concern		DToL			VGP	DToL,VGP										
r20	Reptiles	Squamata	Colubridae	Thamnophis elegans	Western terrestrial garter snake	35005	4	Least Concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
r20	Reptiles	Squamata	Colubridae	Natrix helvetica	barred grass snake	2025560		Not evaluated		DToL			VGP	DToL,VGP										
r21	Reptiles	Squamata	Anomalepidae	Rhinotyphlops lalandei	Delalande's beaked blind snake	759953	3	Least Concern		AfricaBP			VGP	AFRICABP,VGP	AFRICABP,VGP	AFRICABP,VGP	AFRICABP,VGP							in_progress
r22	Reptiles	Squamata	Polychrotidae	Anolis sagrei	brown anole	38937	4	Least Concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
r23	Reptiles	Squamata	Chamaeleoninae	Bradypodion pumilum	Cape dwarf chameleon	179887	4	Near Threatened					VGP	VGP	VGP	VGP	VGP				VGP			open
r23	Reptiles	Squamata	Chamaeleoninae	Bradypodion ventrale	Southern dwarf chameleon	179890							VGP	VGP										
r23	Reptiles	Squamata	Chamaeleoninae	Furcifer pardalis	panther chameleon	187939		Least Concern					VGP	VGP										
r24	Reptiles	Squamata	Iguanidae	Cyclura pinguis	stout iguana	118683	4	Critically Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
r25	Reptiles	Squamata	Anniellidae	Anniella stebbinsi	Southern California legless lizard	2202111	3	Not evaluated		CCGP			VGP	CCGP,VGP	CCGP,VGP	CCGP,VGP	CCGP,VGP							in_progress
r25	Reptiles	Squamata	Anguidae	Anguis fragilis	slow worm	102178		Not evaluated					VGP	VGP										
r26	Reptiles	Squamata	Gerrhonotinae	Elgaria multicarinata webbii	Southern alligator lizard	159646	4	Endangered		CCGP			VGP	CCGP,VGP	CCGP,VGP	CCGP,VGP	CCGP,VGP				CCGP,VGP			open
r27	Reptiles	Squamata	Lacertidae	Lacerta agilis	sand lizard	80427	4	Least Concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
r27	Reptiles	Squamata	Lacertidae	Podarcis raffonei	Aeolian wall lizard	65483		Critically Endangered		VGP			VGP	VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis cretensis	Cretan wall lizard	1330250		Endangered		ERGA			VGP	ERGA,VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis siculus	Italian wall lizard	65484		Least Concern		DToL			VGP	DToL,VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis muralis	common wall lizard	64176		Least Concern		DToL			VGP	DToL,VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis bocagei	Bocage's wall lizard	90520							VGP	VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis gaigeae	Skyros wall lizard	90521		Vulnerable		DToL			VGP	DToL,VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis pityusensis	Ibiza wall lizard	74359		Endangered		DToL			VGP	DToL,VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis erhardii	Aegean wall lizard	140042		Least Concern		DToL			VGP	DToL,VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis melisellensis	Dalmatian wall lizard	65482		Least Concern		DToL			VGP	DToL,VGP										
r27	Reptiles	Squamata	Lacertidae	Podarcis filfolensis	Filfola wall lizard	65481		Least Concern		DToL			VGP	DToL,VGP										
r27	Reptiles	Squamata	Lacertidae	Zootoca vivipara	European common lizard	8524		Least Concern		DToL			VGP	DToL,VGP										
r28	Reptiles	Squamata	Rhineuridae/Amphisbaenidae	Rhineura floridana	Florida worm lizard	261503	4	Least Concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
r29	Reptiles	Squamata	Teiidae	Aspidoscelis tigris stejnegeri	Western whiptail stejnegeri	2917703	3	Least Concern		CCGP			VGP	CCGP,VGP	CCGP,VGP	CCGP,VGP	CCGP,VGP							in_progress
r30	Reptiles	Squamata	Scincoidea	Tiliqua scincoides	blue-tongue skink	71010	4	Least Concern		hypothalamus			VGP	VGP,hypothalamus	VGP,hypothalamus	VGP,hypothalamus	VGP,hypothalamus				VGP,hypothalamus			open
r31	Reptiles	Squamata	Sphaerodactylidae	Euleptes europaea	European leaf-toed gecko	460621	4	Not evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
r31	Reptiles	Squamata	Sphaerodactylidae	Eublepharis macularius	leopard gecko	481883		Least Concern		Individual			VGP	Individual,VGP										
r32	Reptiles	Squamata	Dibamidae	Dibamus smithi	Smith's blind skink	266055	4	Least Concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
r33	Reptiles	Rhynchocephalia	Sphenodontidae	Sphenodon punctatus	tuatara	8508	3	Least Concern		VGP			VGP	VGP	VGP	VGP	VGP							in_progress
a1	Amphibians	Anura	Alytidae	Discoglossus pictus	painted frog	8351	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a2	Amphibians	Anura	Bombinatoridae	Bombina bombina	European fire-bellied toad	8345	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a2	Amphibians	Anura	Bombinatoridae	Bombina variegata	yellow-bellied toad	8348		Least concern		DToL			VGP	DToL,VGP										
a3	Amphibians	Anura	Rhinophrynidae	Rhinophrynus dorsalis	Mexican burrowing toad	43566	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a4	Amphibians	Anura	Ascaphidae	Ascaphus truei	coastal tailed frog	8439	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a5	Amphibians	Anura	Megophryidae	Leptodactylus fuscus	rufous frog	238119	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a6	Amphibians	Anura	Pelobatidae	Pelobates fuscus	common spadefoot toad	191477	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a7	Amphibians	Anura	Pelodytidae	Pelodytes ibericus	Iberian parsley frog	233781	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a8	Amphibians	Anura	Scaphiopodidae	Spea bombifrons	plain spadefoot toad	233779	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a8	Amphibians	Anura	Scaphiopodidae	Spea multiplicata	Mexican spadefoot toad	30317							VGP	VGP										
a8	Amphibians	Anura	Scaphiopodidae	Scaphiopus couchii	Couch's spadefoot toad	85089							VGP	VGP										
a9	Amphibians	Anura	Pipidae	Xenopus petersii	Peter's clawed frog	288555	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a10	Amphibians	Anura	Eleutherodactylidae	Eleutherodactylus coqui	coqui	57060	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a11	Amphibians	Anura	Hyperoliidae	Hyperolius riggenbachi	Riggenbach's reed frog	752182	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a12	Amphibians	Anura	Rhinodermatidae	Rhinoderma darwinii	Darwin's frog	43563	3	Least concern		VGP			VGP	VGP	VGP	VGP	VGP							in_progress
a13	Amphibians	Anura	Bufonidae	Bufo bufo	European toad	8384	4	Least concern		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
a14	Amphibians	Anura	Hylidae	Dendropsophus ebraccatus	hourglass treefrog	150705	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a14	Amphibians	Anura	Hylidae	Hyla sarda	Sardinian treefrog	327740		Least Concern		VGP			VGP	VGP										
a31	Amphibians	Anura	Dendrobatidae	Ranitomeya imitator	mimic poison frog	111125	4	Least Concern		Hypothalamus			VGP	Hypothalamus,VGP	Hypothalamus,VGP	Hypothalamus,VGP	Hypothalamus,VGP				Hypothalamus,VGP			open
a31	Amphibians	Anura	Dendrobatidae	Dendrobates auratus	green-and-black poison dart frog	43471		Least Concern					VGP	VGP										
a31	Amphibians	Anura	Dendrobatidae	Anomaloglossus baeobatrachus	Edward's Rocket Frog	238106		Not Evaluated					VGP	VGP										
a15	Amphibians	Anura	Leptodactylidae	Engystomops pustulosus	tungara frog	76066	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a16	Amphibians	Anura	Myobatrachidae	Pseudophryne corroboree	Southern corroboree frog	495146	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a16	Amphibians	Anura	Myobatrachidae	Mixophyes fleayi	Fleay's barred frog	3061075		Endangered		VGP			VGP	VGP										
a17	Amphibians	Anura	Dicroglossidae	Fejervarya limnocharis	Asian grass frog	110108	3	Least concern		VGP			VGP	VGP	VGP	VGP	VGP							in_progress
a18	Amphibians	Anura	Microhylidae	Gastrophryne carolinensis	Eastern narrow-mouthed toad	8429	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a19	Amphibians	Anura	Mantellidae	Mantella aurantiaca	golden mantella	43514	3	Critically Endangered		Hypothalamus			VGP	Hypothalamus,VGP	Hypothalamus,VGP	Hypothalamus,VGP	Hypothalamus,VGP							in_progress
a20	Amphibians	Anura	Ranidae	Rana temporaria	European common frog	8407	4	Least concern		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
a21	Amphibians	Anura	Sooglossidae + Nasikabatrachidae	Sooglossus thomasseti	Thomasset's Seychelles frog	8425	3	Critically Endangered					VGP	VGP	VGP	VGP	VGP							in_progress
a22	Amphibians	Caudata	Hynobiidae + Cryptobranchidae	Cryptobranchus alleganiensis	hellbender salamander	288313	3	Vulnerable					VGP	VGP	VGP	VGP	VGP							in_progress
a23	Amphibians	Caudata	Plethodontidae	Thorius spilogaster	spotted minute salamander	1380561	3	Critically Endangered					VGP	VGP	VGP	VGP	VGP							in_progress
a23	Amphibians	Caudata	Plethodontidae	Parvimolge townsendi	Townsend's dwarf salamander	187954		Vulnerable					VGP	VGP										
a24	Amphibians	Caudata	Proteidae	Necturus punctatus	dwarf waterdog	43532	3	Endangered					VGP	VGP	VGP	VGP	VGP							in_progress
a25	Amphibians	Caudata	Ambystomatidae	Ambystoma mexicanum x Ambystoma tigrinum	axolotl	8296/8305	4	Critically Endangered					VGP	VGP	VGP	VGP	VGP				VGP			open
a26	Amphibians	Caudata	Salamandridae	Pleurodeles waltl	Iberian ribbed newt	8319	4	Near Threatened					VGP	VGP	VGP	VGP	VGP				VGP			open
a26	Amphibians	Caudata	Salamandridae	Triturus cristatus	warty newt	8323		Least Concern		DToL			VGP	DToL,VGP										
a26	Amphibians	Caudata	Salamandridae	Lissotriton vulgaris	common newt	8324		Least concern		DToL			VGP	DToL,VGP										
a26	Amphibians	Caudata	Salamandridae	Lissotriton helveticus	palmate newt	256425		Least concern		DToL			VGP	DToL,VGP										
a27	Amphibians	Caudata	Sirenidae	Siren intermedia	lesser siren	8341	3	Least concern					VGP	VGP	VGP	VGP	VGP							in_progress
a28	Amphibians	Gymnophiona	Rhinatrematidae	Rhinatrema bivittatum	two-lined caecilian	194408	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a29	Amphibians	Gymnophiona	Caeciliidae + Herpelidae	Microcaecilia unicolor	tiny cayenne caecilian	1415580	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
a30	Amphibians	Gymnophiona	Dermophiidae + Typhlonectidae	Geotrypetes seraphini	Gaboon caecilian	260995	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f1	Fishes	Actinopterygii (Ray-finned Fishes)	Polypteridae	Erpetoichthys calabaricus	reedfish	27687	4	Near Threatened		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f2	Fishes	Actinopterygii (Ray-finned Fishes)	Acipenseridae	Acipenser ruthenus	sterlet	7906	4	Critically Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f2	Fishes	Actinopterygii (Ray-finned Fishes)	Acipenseridae	Acipenser naccarii	Adriatic sturgeon	42330		Critically Endangered	II	VGP			VGP	VGP										
f3	Fishes	Actinopterygii (Ray-finned Fishes)	Amiidae	Amia calva	bowfin	7924	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f4	Fishes	Actinopterygii (Ray-finned Fishes)	Lepisosteidae	Lepisosteus oculatus	spotted gar	7918	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f4	Fishes	Actinopterygii (Ray-finned Fishes)	Lepisosteidae	Atractosteus spatula	alligator gar	7917							VGP	VGP										
f5	Fishes	Actinopterygii (Ray-finned Fishes)	Megalopidae	Megalops cyprinoides	Indo-pacific tarpon	118141	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f6	Fishes	Actinopterygii (Ray-finned Fishes)	Albulidae	Albula vulpes	bonefish	54909	3	Near Threatened					VGP	VGP	VGP	VGP	VGP							in_progress
f7	Fishes	Actinopterygii (Ray-finned Fishes)	Notacanthidae	Notacanthus chemnitzii	snub-nosed spiny eel	143895	3	Least concern					VGP	VGP	VGP	VGP	VGP							in_progress
f8	Fishes	Actinopterygii (Ray-finned Fishes)	Anguillidae	Anguilla anguilla	European eel	7936	4	Critically Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f8	Fishes	Actinopterygii (Ray-finned Fishes)	Congridae	Conger conger	European conger	82655		Least concern		DToL			VGP	DToL,VGP										
f9	Fishes	Actinopterygii (Ray-finned Fishes)	Hiodontidae	Hiodon tergisus	mooneye	466964	3	Least concern					VGP	VGP	VGP	VGP	VGP							in_progress
f10	Fishes	Actinopterygii (Ray-finned Fishes)	Osteoglossidae	Scleropages formosus	golden arowana	113540	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f11	Fishes	Actinopterygii (Ray-finned Fishes)	Denticipitidae	Denticeps clupeoides	Ddenticle herring	299321	4	Vulnerable		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f11	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeidae	Alosa sapidissima	American shad	34773		Least concern		VGP			VGP	VGP										
f11	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeidae	Sprattus sprattus	European sprat	196075		Least concern		DToL			VGP	DToL,VGP										
f11	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeidae	Sardina pilchardus	sardine	27697		Least concern		DToL			VGP	DToL,VGP										
f12	Fishes	Actinopterygii (Ray-finned Fishes)		Alepocephalus australis	small scaled brown slickhead	443646	3	Least concern					VGP	VGP	VGP	VGP	VGP							in_progress
f13	Fishes	Actinopterygii (Ray-finned Fishes)	Chanidae	Chanos chanos	milkfish	29144	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Cyprinidae	Danio rerio	zebrafish	7955	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Cyprinidae	Phoxinus phoxinus	Eurasian minnow	58324		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Cyprinidae	Rutilus rutilus	roach minnow	48668		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Cyprinidae	Squalius cephalus	European chub	8284		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Nemacheilidae	Barbatula barbatula	stone loach	135647		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Leuciscidae	Abramis brama	common bream	38527		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Leuciscidae	Scardinius erythrophthalmus	common rudd	58319		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Leuciscidae	Leuciscus leuciscus	common dace	58325				DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Gobionidae	Gobio gobio	gudgeon	27704		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Gobionidae	Carassius carassius	common carp	217509		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Cyprinidae	Barbus barbus	barbel	40830		Least concern		DToL			VGP	DToL,VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Gobionidae	Cyprinella lutrensis	red shiner	28791							VGP	VGP										
f14	Fishes	Actinopterygii (Ray-finned Fishes)	Gobionidae	Cyprinella venusta	blacktail shiner	28792		Least concern		VGP			VGP	VGP										
f15	Fishes	Actinopterygii (Ray-finned Fishes)	Gymnotidae	Electrophorus electricus	electric eel	8005	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f16	Fishes	Actinopterygii (Ray-finned Fishes)	Serrasalmidae	Pygocentrus nattereri	red-bellied piranha	42514	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f16	Fishes	Actinopterygii (Ray-finned Fishes)	Erythrinidae	Hoplias malabaricus	Trahira	27720		Least concern		VGP			VGP	VGP										
f16	Fishes	Actinopterygii (Ray-finned Fishes)	Erythrinidae	Salminus brasiliensis	dorado	930266		Not Evaluated		VGP			VGP	VGP										
f16	Fishes	Actinopterygii (Ray-finned Fishes)	Prochilodontidae	Prochilodus lineatus	streaked prochilod	27695				VGP			VGP	VGP										
f17	Fishes	Actinopterygii (Ray-finned Fishes)	Siluridae	Silurus aristotelis	Aristotle's catfish	933932	4	Not Evaluated		ERGA			VGP	ERGA,VGP	ERGA,VGP	ERGA,VGP	ERGA,VGP				ERGA,VGP			open
f17	Fishes	Actinopterygii (Ray-finned Fishes)	Ariidae	Pangasianodon hypophthalmus	striped catfish	310915		Endangered		VGP			VGP	VGP										
f17	Fishes	Actinopterygii (Ray-finned Fishes)	Ariidae	Neoarius graeffei	blue salmon catfish	443677		Least concern		VGP			VGP	VGP										
f17	Fishes	Actinopterygii (Ray-finned Fishes)	Trichomycteridae	Trichomycterus rosablanca	Rosablanca cavefish	2290929		Vulnerable		Individual	VGP		VGP	Individual,VGP										
f18	Fishes	Actinopterygii (Ray-finned Fishes)	Lepidogalaxiidae	Lepidogalaxias salamandroides	salamanderfish	89578	3	Near Threatened					VGP	VGP	VGP	VGP	VGP							in_progress
f19	Fishes	Actinopterygii (Ray-finned Fishes)	Argentinidae	Argentina silus	greater argentine	446415	4	Not Evaluated		ERGA			VGP	ERGA,VGP	ERGA,VGP	ERGA,VGP	ERGA,VGP				ERGA,VGP			open
f19	Fishes	Actinopterygii (Ray-finned Fishes)	Microstomatidae	Nansenia antarctica	Nansenia antarctica	443705		Not Evaluated		DToL			VGP	DToL,VGP										
f20	Fishes	Actinopterygii (Ray-finned Fishes)	Galaxiidae	Aplochiton taeniatus	peladilla	946358	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f21	Fishes	Actinopterygii (Ray-finned Fishes)	Esocidae	Esox lucius	Northern pike	8010	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f22	Fishes	Actinopterygii (Ray-finned Fishes)	Salmonidae	Salmo trutta	brown trout	8032	4	Least concern		Sanger 25G			VGP	25GP,VGP	25GP,VGP	25GP,VGP	25GP,VGP				25GP,VGP			open
f22	Fishes	Actinopterygii (Ray-finned Fishes)	Salmonidae	Salvelinus alpinus	Artic char	8036		Least concern		Canada Biogenome Project			VGP	CANBP,VGP										
f22	Fishes	Actinopterygii (Ray-finned Fishes)	Salmonidae	Coregonus lavaretus	common whitefish			Vulnerable		DToL			VGP	DToL,VGP										
f23	Fishes	Actinopterygii (Ray-finned Fishes)	Osmeridae	Osmerus mordax	rainbow smelt	8014	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f23	Fishes	Actinopterygii (Ray-finned Fishes)	Osmeridae	Hypomesus transpacificus	delta smelt	137520		Critically Endangered					VGP	VGP										
f23	Fishes	Actinopterygii (Ray-finned Fishes)	Osmeridae	Osmerus eperlanus	European smelt	29151		Least concern		DToL			VGP	DToL,VGP										
f23	Fishes	Actinopterygii (Ray-finned Fishes)	Osmeridae	Spirinchus thaleichthys	longfin smelt	260508		Not Evaluated					VGP	VGP										
f24	Fishes	Actinopterygii (Ray-finned Fishes)	Stomiidae	Borostomias antarcticus	large-eye snaggletooth	473354	4	Least concern		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
f24	Fishes	Actinopterygii (Ray-finned Fishes)	Stomiidae	Stomias gracilis	Boa dragonfish	1091428		Least concern					VGP	VGP										
f25	Fishes	Actinopterygii (Ray-finned Fishes)	Ateleopodidae	Ateleopus japonicus	Pacific jellynose fish	143306	2	Least concern					VGP	VGP										
f26	Fishes	Actinopterygii (Ray-finned Fishes)	Paralepididae	Notolepis coatsi	Antarctic jonasfish	948063	4	Least concern		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
f26	Fishes	Actinopterygii (Ray-finned Fishes)	Scopelarchidae	Benthalbella elongata	pearleye	1090477		Not Evaluated					VGP	VGP										
f27	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophidae	Electrona antarctica	Antarctic lanternfish	206093	4	Not Evaluated		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
f27	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophidae	Electrona carlsbergi	Electron subantarctic	123328		Least concern					VGP	VGP										
f27	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophidae	Electrona subaspera	rough laternfish	948024		Least concern					VGP	VGP										
f27	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophidae	Protomyctophum parallelum	parallel lanternfish	1091426		Least concern		DToL			VGP	DToL,VGP										
f27	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophidae	Gymnoscopelus braueri	Brauer's lanternfish	948025		Least concern		DToL			VGP	DToL,VGP										
f27	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophidae	Gymnoscopelus microlampas	minispotted lanternfish	1090481		Least concern		DToL			VGP	DToL,VGP										
f27	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophidae	Nannobrachium achirus	Lantern fish	473322		Not evaluated		DToL			VGP	DToL,VGP										
f27	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophidae	Protomyctophum bolini	Bolin’s lanternfish	443714		Least concern		DToL			VGP	DToL,VGP										
f28	Fishes	Actinopterygii (Ray-finned Fishes)	Lampridae	Lampris incognitus	smalleye Pacific opah	2546036	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f29	Fishes	Actinopterygii (Ray-finned Fishes)	Amblyopsidae	Amblyopsis spelaea	Northern cavefish	1195602	4	Critically Endangered		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f30	Fishes	Actinopterygii (Ray-finned Fishes)	Zeidae	Zeus faber	John dory	64108	4	Least concern		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
f31	Fishes	Actinopterygii (Ray-finned Fishes)	Stylephoridae	Stylephorus chordatus	tube-eye	409996	3	Least concern					VGP	VGP	VGP	VGP	VGP							in_progress
f32	Fishes	Actinopterygii (Ray-finned Fishes)	Gadidae	Gadus morhua	Atlantic cod	8049	4	Vulnerable		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f32	Fishes	Actinopterygii (Ray-finned Fishes)	Gadidae	Pollachius pollachius	European pollock	185739		Least concern		DToL			VGP	DToL,VGP										
f32	Fishes	Actinopterygii (Ray-finned Fishes)	Gadidae	Micromesistius poutassou	blue whiting	348443		Not Evaluated		DToL			VGP	DToL,VGP										
f32	Fishes	Actinopterygii (Ray-finned Fishes)	Lotidae	Ciliata mustela	fivebeard rockling	81636		Least concern					VGP	VGP										
f33	Fishes	Actinopterygii (Ray-finned Fishes)	Polymixiidae	Polymixia hollisterae	Bermuda beardfish		4	Not Evaluated		Minderoo OceanOmics			VGP	OG,VGP	OG,VGP	OG,VGP	OG,VGP				OG,VGP			open
f33	Fishes	Actinopterygii (Ray-finned Fishes)	Polymixiidae	Polymixia lowei	beardfish	143326		Not Evaluated		VGP			VGP	VGP										
f33	Fishes	Actinopterygii (Ray-finned Fishes)	Polymixiidae	Polymixia berndti	Pacific beardfish	88705				Minderoo OceanOmics			VGP	OG,VGP										
f34	Fishes	Actinopterygii (Ray-finned Fishes)	Melamphaidae	Poromitra crassiceps	crested bigscale	88708	4	Least concern		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
f34	Fishes	Actinopterygii (Ray-finned Fishes)	Melamphaidae	Centroberyx gerrardi	bight redfish	166262		Not evaluated		Minderoo OceanOmics			VGP	OG,VGP										
f35	Fishes	Actinopterygii (Ray-finned Fishes)	Holocentridae	Myripristis murdjan	pinecone soldierfish	586833	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f36	Fishes	Actinopterygii (Ray-finned Fishes)		Ophidion barbatum	snake blenny	3096692	3	Not Evaluated					VGP	VGP	VGP	VGP	VGP							in_progress
f37	Fishes	Actinopterygii (Ray-finned Fishes)	Batrachoididae	Thalassophryne amazonica	prehistoric monster fish	390379	4	Not Evaluated		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f38	Fishes	Actinopterygii (Ray-finned Fishes)	Gobiidae	Periophthalmus magnuspinnatus	Korean giant-fin mudskipper	409849	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f38	Fishes	Actinopterygii (Ray-finned Fishes)	Gobiidae	Knipowitschia panizzae	Adriatic dwarf goby	85422		Least concern		ERGA			VGP	ERGA,VGP										
f38	Fishes	Actinopterygii (Ray-finned Fishes)	Gobiidae	Gobius niger	black goby	85417		Least concern		DToL			VGP	DToL,VGP										
f39	Fishes	Actinopterygii (Ray-finned Fishes)	Syngnathidae	Syngnathus acus	greater pipefish	161584	4	Least concern		VGP			VGP	VGP	VGP	VGP	VGP				VGP			open
f39	Fishes	Actinopterygii (Ray-finned Fishes)	Syngnathidae	Syngnathus typhle	broad-nosed pipefish		161592	Least concern		Yggdrasil			VGP	VGP,YGG										
f39	Fishes	Actinopterygii (Ray-finned Fishes)	Syngnathidae	Aulostomus maculatus	West Atlantic trumpetfish		150449	Least concern		Yggdrasil			VGP	VGP,YGG										
f40	Fishes	Actinopterygii (Ray-finned Fishes)	Scombridae	Thunnus maccoyii	southern bluefin tuna	8240	4	Least concern		DToL			VGP	DToL,VGP	DToL,VGP	DToL,VGP	DToL,VGP				DToL,VGP			open
f40	Fishes	Actinopterygii (Ray-finned Fishes)	Scombridae	Thunnus thynnus	northern bluefin tuna	8237		Least concern		DToL			VGP	DToL,VGP										
f40	Fishes	Actinopterygii (Ray-finned Fishes)	Scombridae	Thunnus albacares	yellowfin tuna	8236		Least concern		DToL			VGP	DToL,VGP										
