"Infra Class","Order","Family","Common name","Species","Synonym*","2n","Estimated_haploid_2n/2","Reference"
"NEOGNATHAE","CORACIIFORMES","Alcedinidae","","Ceyx azureus","","122","61","Les Christidis 1990"
"NEOGNATHAE","CORACIIFORMES","Alcedinidae","","Chloroceryle americana","","94","47","Degrandi et al. 2018"
"NEOGNATHAE","CORACIIFORMES","Alcedinidae","","Dacelo novaeguineae","Dacelo gigas","76","38","De Boer and Belterman 1980c"
"NEOGNATHAE","CORACIIFORMES","Alcedinidae","","Halcyon pileata","","84","42","Xiaozhuang and Qingwei 1989"
"NEOGNATHAE","CORACIIFORMES","Alcedinidae","","Halcyon smyrnensis","","76","38","Youling et al. 1998"
"NEOGNATHAE","CORACIIFORMES","Alcedinidae","","Megaceryle torquata","","84","42","Degrandi et al. 2018"
"NEOGNATHAE","CORACIIFORMES","Bucerotidae","Hornbills","Bycanistes bucinator","Ceratogymna bucinator","40","20","Belterman and De Boer 1990"
"NEOGNATHAE","CORACIIFORMES","Bucerotidae","","Bycanistes subcylindricus","Ceratogymna subcylindricus","42","21","Belterman and De Boer 1990"
"NEOGNATHAE","CORACIIFORMES","Coraciidae","Rollers","Coracias benghalensis","","78","39","Misra and Srivastava 1975"
"NEOGNATHAE","CORACIIFORMES","Coraciidae","","Coracias garrulus","","90","45","Bulatova 1977"
"NEOGNATHAE","CORACIIFORMES","Meropidae","Bee-eaters","Merops orientalis","","78","39","Sultana and Bhunya 1987; Garg and Shrivastava 2013g"
"NEOGNATHAE","BUCEROTIFORMES","Bucerotidae","Hornbills","Rhyticeros undulatus","Aceros undulatus","68","34","Belterman and De Boer 1984"
"NEOGNATHAE","BUCEROTIFORMES","Bucerotidae","","Buceros bicornis","","70","35","Belterman and De Boer 1984"
"NEOGNATHAE","BUCEROTIFORMES","Bucorvidae","Ground Hornbills","Bucorvus abyssinicus","","90","45","Belterman and De Boer 1984"
"NEOGNATHAE","BUCEROTIFORMES","Bucorvidae","","Bucorvus leadbeateri","","88","44","Belterman and De Boer 1984"
"NEOGNATHAE","BUCEROTIFORMES","Upupidae","Hoopoes","Upupa epops","","126","63","Xiaozhuang and Qingwei 1989"
"NEOGNATHAE","PICIFORMES","Megalaimidae","Asian Barbets","Psilopogon haemacephalus","Megalaima haemacephala","90","45","Kaul and Ansari 1978"
"NEOGNATHAE","PICIFORMES","Picidae","Woodpeckers","Colaptes auratus","","90","45","Kaul and Ansari 1978; Shields et al. 1982"
"NEOGNATHAE","PICIFORMES","Picidae","","Colaptes campestris","","84","42","Gunski et al. 2004c; de Oliveira et al. 2017"
"NEOGNATHAE","PICIFORMES","Picidae","","Colaptes melanochloros","","84","42","Gunski et al. 2004c; de Oliveira et al. 2017"
"NEOGNATHAE","PICIFORMES","Picidae","","Dendrocopos hyperythrus","","92","46","Xiaozhuang and Qingwei 1989"
"NEOGNATHAE","PICIFORMES","Picidae","","Dendrocopos leucotos","","90","45","Xiaozhuang and Qingwei 1989"
"NEOGNATHAE","PICIFORMES","Picidae","","Dendrocopos major","","108","54","Kaul and Ansari 1978; Shields et al. 1982"
"NEOGNATHAE","PICIFORMES","Picidae","","Dinopium benghalense","","92","46","Kaul and Ansari 1978"
"NEOGNATHAE","PICIFORMES","Picidae","","Dryobates minor","Dendrocopos minor","108","54","Kaul and Ansari 1978; Shields et al. 1982"
"NEOGNATHAE","PICIFORMES","Picidae","","Dryobates pubescens","Picoides pubescens","92","46","Shields et al. 1982"
"NEOGNATHAE","PICIFORMES","Picidae","","Dryocopus martius","","88","44","Kaul and Ansari 1978; Shields et al. 1982"
"NEOGNATHAE","PICIFORMES","Picidae","","Jynx torquilla","","90","45","Xiaozhuang and Qingwei 1989"
"NEOGNATHAE","PICIFORMES","Picidae","","Leiopicus mahrattensis","Picoides mahrattensis","84","42","Kaul and Ansari 1978"
"NEOGNATHAE","PICIFORMES","Picidae","","Melanerpes candidus","","64","32","de Oliveira et al. 2017"
"NEOGNATHAE","PICIFORMES","Picidae","","Picumnus cirratus","","70","35","Gunski et al. 2004c"
"NEOGNATHAE","PICIFORMES","Picidae","","Picus canus","","92","46","Xiaozhuang and Qingwei 1989"
"NEOGNATHAE","PICIFORMES","Picidae","","Picus viridis","","94","47","Hammar 1970"
"NEOGNATHAE","PICIFORMES","Picidae","","Sphyrapicus varius","","92","46","Kaul and Ansari 1978; Shields et al. 1982"
"NEOGNATHAE","PICIFORMES","Picidae","","Veniliornis spilogaster","","80","40","Bertocchi et al. 2018"
"NEOGNATHAE","PICIFORMES","Ramphastidae","Toucans","Andigena laminirostris","","108","54","Castro et al. 2002"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Pteroglossus aracari","","62","31","Castro et al. 2002"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Pteroglossus bailloni","","92","46","Castro et al. 2002"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Pteroglossus castanotis","","86","43","Castro et al. 2002"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Pteroglossus inscriptus","","112","56","Kretschmer et al. 2020b"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Ramphastos dicolorus","","94-98","#VALUE!","Goldschmidt et al. 1996; Castro et al. 2002"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Ramphastos toco","","114","57","Goldschmidt et al. 1996; Castro et al. 2002"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Ramphastos vitellinus","","102","51","Goldschmidt et al. 1996; Castro et al. 2002"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Selenidera maculirostris","","98","49","Castro et al. 2002"
"NEOGNATHAE","FALCONIFORMES","Falconidae","Caracaras, Falcons","Caracara plancus","Polyborus plancus","92","46","Tagliarini et al. 2007"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco biarmicus","","52","26","De Boer 1976"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco columbarius","","40","20","Nishida et al. 2008"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco chicquera","","52","26","Kaul and Ansari 1976"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco cherrug","","52","26","Joseph et al. 2018"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco jugger","","50","25","Belterman and De Boer 1984"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco mexicanus","","48","24","Schmutz and Oliphant 1987"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco peregrinus","","48","24","Schmutz and Oliphant 1987; Nishida et al. 2008; Joseph et al. 2018"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco rusticolus","Falco rusticolis","52","26","Schmutz and Oliphant 1987; Joseph et al. 2018"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco sparverius","","48","24","Shoffner 1974; De Lucca 1983a"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco subbuteo","","50","25","Malinovskaya et al. 2018"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Falco tinnunculus","","52","26","Bulatova 1977; Nishida et al. 2008"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Milvago chimachima","","92","46","De Ara�jo et al. 2008"
"NEOGNATHAE","FALCONIFORMES","Falconidae","","Phalcoboenus megalopterus","","90","45","Belterman and De Boer 1990"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","Cockatoos","Cacatua galerita","","82","41","Dongen and De Boer 1984; Les Christidis et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","","Cacatua goffiniana","","74","37","Schmutz and Prus 1987"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","","Cacatua moluccensis","","76","38","Schmutz and Prus 1987"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","","Cacatua sanguinea","","74","37","Schmutz and Prus 1987"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","","Callocephalon fimbriatum","","92","46","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","","Calyptorhynchus banksii","Calyptorhynchus magnificus","72","36","Dongen and De Boer 1984"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","","Eolophus roseicapilla","Cacatua roseicapilla","76","38","Les Christidis et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","","Nymphicus hollandicus","","72","36","Les Christidis et al. 1991; Nanda et al. 2007"
"NEOGNATHAE","PSITTACIFORMES","Cacatuidae","","Probosciger aterrimus","","74","37","Dongen and De Boer 1984"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","African & New World Parrots","Alipiopsitta xanthops","Salvatoria xanthops","68-70","#VALUE!","Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona aestiva","","70","35","Schmutz and Prus 1987; Aquino and Ferrari 1990; Duarte and Caparroz 1995; Furo et al. 2017"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona amazonica","","68-70","#VALUE!","Aquino and Ferrari 1990; Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona autumnalis","","68-72","#VALUE!","De Lucca et al. 1991; Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona brasiliensis","","68-70","#VALUE!","Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona farinosa","","68-70","#VALUE!","Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona festiva","","68-70","#VALUE!","Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona kawalli","","68-70","#VALUE!","Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona ochrocephala","","70","35","De Boer and Belterman 1980b; Les Christidis 1990; De Lucca et al. 1991; Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona pretrei","","68-70","#VALUE!","Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona rhodocorytha","","68-70","#VALUE!","Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona vinacea","","68-70","#VALUE!","Duarte and Caparroz 1995"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Amazona viridigenalis","","72","36","Dongen and De Boer 1984"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Anodorhynchus hyacinthinus","","70","35","Lunardi et al. 2003"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Anodorhynchus leari","","70","35","Nogueira et al. 2006"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Ara ararauna","","70","35","Dongen and De Boer 1984; De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Ara chloropterus","","68-70","#VALUE!","Francisco et al. 2001; de Oliveira et al. 2006"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Ara macao","","62�64","#VALUE!","Dongen and De Boer 1984; De Lucca et al. 1991; Seabury et al 2013"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Ara militaris","","66","33","Stelle et al. 2004"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Aratinga auricapillus","","70","35","De Lucca 1983b; De Lucca 1984a"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Aratinga jandaya","","70","35","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Aratinga nenday","Nandayus nenday","70","35","Francisco and Galetti 2001"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Aratinga solstitialis","","70","35","De Lucca 1984a; Francisco and Galetti 2001"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Brotogeris sanctithomae","","72","36","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Brotogeris versicolurus","","82","41","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Cyanopsitta spixii","","70","35","Duarte and Giannoni 1990"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Deroptyus accipitrinus","","70","35","Lunardi et al. 2003"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Eupsittula aurea","Aratinga aurea","70","35","De Lucca 1984a; De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Eupsittula cactorum","Aratinga cactorum","70","35","De Lucca 1983b; De Lucca 1984a"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Forpus xanthopterygius","","86","43","De Lucca and Marco 1983"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Graydidascalus brachyurus","","64","32","Caparroz and Duarte 2004"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Guaruba guarouba","","70","35","Goldschmidt et al. 1997"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Myiopsitta monachus","","48","24","Furo et al. 2017"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Pionites leucogaster","","70","35","Francisco et al. 2001"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Pionopsitta pileata","","70","35","Francisco et al. 2001"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Pionus maximiliani","","72","36","De Lucca et al. 1991; Caparroz and Duarte 2004"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Pionus menstruus","","72","36","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Pionus senilis","","72","36","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Poicephalus robustus","","60","30","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Poicephalus senegalus","","68","34","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Primolius maracana","","70","35","Francisco and Galetti 2001"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Psittacara finschi","Aratinga finschi","50","25","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Psittacara leucophthalmus","Aratinga leucophthalma�","70","35","De Lucca 1984a"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Psittacus erithacus","","62-64","#VALUE!","Seibold-Torres et al. 2015"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Pyrrhura frontalis","","70","35","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Pyrrhura molinae","","70","35","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Thectocercus acuticaudatus","Aratinga acuticaudata","70","35","Goldschmidt et al. 1997"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Triclaria malachitacea","","54","27","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","Old World Parrots","Agapornis roseicollis","","48","24","Les Christidis et al. 1991; Nanda et al. 2007"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Alisterus scapularis","","76","38","Les Christidis et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Charmosyna josefinae","","64","32","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Loriculus vernalis","","72","36","Ray-Chaudhuri et al. 1969"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Lorius lory","","72","36","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Melopsittacus undulatus","","62","31","Dongen and De Boer 1984; Nanda et al. 2007"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Phigys solitarius","","70","35","De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Platycercus elegans","","68","34","Les Christidis et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Prioniturus discurus","","60","30","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Psephotellus chrysopterygius","Psephotus chrysopterygius","62","31","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Psephotellus varius","Psephotus varius","66","33","Les Christidis et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Psittacula alexandri","","70","35","Ray-Chaudhuri et al. 1969; Les Christidis 1990"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Psittacula cyanocephala","","66","33","Ray-Chaudhuri et al. 1969"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Psittacula krameri","Psittacula krameri borealis","68","34","Ray-Chaudhuri et al. 1969; De Lucca et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Psittrichas fulgidus","Psittrichas fulgidens","72","36","Dongen and De Boer 1984"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Purpureicephalus spurius","","62","31","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Tanygnathus megalorynchos","","56-62","#VALUE!","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Trichoglossus flavoviridis","","46","23","Rus et al. 2016"
"NEOGNATHAE","PSITTACIFORMES","Psittaculidae","","Trichoglossus haematodus","","58","29","Les Christidis et al. 1991"
"NEOGNATHAE","PSITTACIFORMES","Strigopidae","New Zealand Parrots","Nestor notabilis","","60","30","De Boer and Belterman 1980b."
"NEOGNATHAE","PASSERIFORMES","Acrocephalidae","Reed Warblers and allies","Acrocephalus agricola","","76","38","Bulatova et al. 1971; Bulatova 1981; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Acrocephalidae","","Acrocephalus arundinaceus","","80","40","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Acrocephalidae","","Acrocephalus bistrigiceps","","78","39","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Acrocephalidae","","Hippolais languida","","78","39","Bulatova et al. 1971; Bulatova 1981; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Acrocephalidae","","Iduna caligata","Hippolais caligata","80","40","Mohanty and Bhunya 1990b"
"NEOGNATHAE","PASSERIFORMES","Aegithalidae","Bushtits","Aegithalos caudatus","","80","40","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Aegithalidae","","Aegithalos concinnus","","76","38","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Aegithalidae","","Aegithina tiphia","","80","40","Ray-Chaudhuri 1976"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","Larks","Alauda arvensis","","76","38","Bian et al. 1988a"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","","Alauda gulgula","","76","38","Krishan 1963; Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","","Calandrella cinerea","","80","40","Bulatova et al. 1971; Bulatova 1973a; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","","Eremophila alpestris","","76","38","Bulatova 1973a; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","","Eremopterix griseus","","78","39","Roy and Kaul 1985"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","","Galerida cristata","","74","37","Bulatova et al. 1971; Bulatova 1973a; Bulatova 1981; Roy and Kaul 1985; Li et al. 1994a; Bian et al. 1988a"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","","Melanocorypha bimaculata","","78","39","Bulatova 1973a; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","","Melanocorypha mongolica","","76","38","Bian et al. 1988a"
"NEOGNATHAE","PASSERIFORMES","Bombycillidae","Waxwings","Bombycilla garrulus","","78","39","Bulatova et al. 1971; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Bombycillidae","","Bombycilla japonica","","78","39","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Buphagidae","Oxpeckers","Coracina melanoptera","","74","37","Ray-Chaudhuri et al. 1969"
"NEOGNATHAE","PASSERIFORMES","Campephagidae","Cuckooshrikes","Buphagus erythrorhynchus","","68","34","Capanna and Geralico 1982"
"NEOGNATHAE","PASSERIFORMES","Campephagidae","","Pericrocotus cinnamomeus","","60","30","Mittal and Sharma 1990b"
"NEOGNATHAE","PASSERIFORMES","Campephagidae","","Pericrocotus divaricatus","","80","40","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Cardinalidae","Cardinals, Grosbeaks and allies","Cardinalis cardinalis","","84","42","Bass 1979"
"NEOGNATHAE","PASSERIFORMES","Cardinalidae","","Cardinalis sinuatus","Cardinalis sinuata","78-80","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Cardinalidae","","Cyanocompsa brissonii","","76","38","Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Cardinalidae","","Pheucticus aureoventris","","78","39","Ledesma et al. 2006"
"NEOGNATHAE","PASSERIFORMES","Cardinalidae","","Pheucticus melanocephalus","","80-82","#VALUE!","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Cardinalidae","","Piranga flava","","78","39","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Cardinalidae","","Piranga rubra","","78","39","Hobart 1991"
"NEOGNATHAE","PASSERIFORMES","Certhiidae","Treecreepers","Certhia familiaris","","80","40","Hammar 1970"
"NEOGNATHAE","PASSERIFORMES","Cettiidae","Cettia Bush Warblers and allies","Horornis diphone","Cettia diphone","78","39","Udagawa 1955a; Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Chloropseidae","Leafbirds","Chloropsis aurifrons","","78","39","Sultana and Bhunya 1980; Garg and Shrivastava 2013c"
"NEOGNATHAE","PASSERIFORMES","Chloropseidae","","Chloropsis cochinchinensis","","80","40","Bhunya and Mohanty 1987"
"NEOGNATHAE","PASSERIFORMES","Cinclidae","Dippers","Cinclus pallasii","","78","39","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Cisticolidae","Cisticolas and allies","Orthotomus sutorius","","84","42","Mittal and Sharma 1989a; Mohanty and Bhunya 1990b"
"NEOGNATHAE","PASSERIFORMES","Cisticolidae","","Prinia socialis","","72","36","Mittal and Sharma 1989a"
"NEOGNATHAE","PASSERIFORMES","Conopophagidae","Gnateaters","Conopophaga lineata","","78","39","de Oliveira et al. 2020"
"NEOGNATHAE","PASSERIFORMES","Corvidae","Crows, Jays","Corvus brachyrhynchos","","80","40","Jovanovic and Atkins 1969a"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Corvus corax","","80","40","Be�ak et al. 1973; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Corvus cornix","","80","40","Roslik and Kryukov 2001"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Corvus culminatus","","80","40","Mittal and Sakhuja 1980; Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Corvus macrorhynchos","","80","40","Patnaik and Prasad 1980; Roslik and Kryukov 2001"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Corvus ruficollis","","80","40","Abu-Almaaty 2017"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Corvus splendens","","80","40","Mittal and Sakhuja 1980; Patnaik and Prasad 1980; Bhunya and Das 1991"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Cyanocitta cristata","","78","39","Jovanovic and Atkins 1969a"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Cyanopica cyanus","","80","40","Li and Bian 1988; Roslik and Kryukov 2001"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Dendrocitta vagabunda","","80","40","Bhunya and Sultana 1979; Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Garrulus glandarius","","78","39","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Pica pica","","82","41","Hammar 1966; Roslik and Kryukov 2001"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Pyrrhocorax pyrrhocorax","","76","38","Li and Bian 1988; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Cotingidae","Cotingas","Cephalopterus penduliger","","82","41","Belterman and De Boer 1984"
"NEOGNATHAE","PASSERIFORMES","Dicruridae","Drongos","Dicrurus adsimilis","","68","34","Misra and Srivastava 1973; Bhunya and Sultana 1979; Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Dicruridae","","Dicrurus caerulescens","","68","34","Bhunya and Sultana 1979"
"NEOGNATHAE","PASSERIFORMES","Dicruridae","","Dicrurus macrocercus","","68","34","Bhunya and Sultana 1979; Patnaik and Prasad 1980; Mohanty and Bhunya 1989"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","Buntings","Emberiza aureola","","80","40","Li 1988; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza bruniceps","","80","40","Misra and Srivastava 1973"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza chrysophrys","","80","40","Li 1988; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza cia","","80","40","Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza cioides","","80","40","Li 1988; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza citrinella","","80","40","Radzhabli et al. 1970; Bulatova 1973; Hammar and Herlin 1975; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza elegans","","80","40","Udagawa 1954b; Li 1988; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza flaviventris","","80","40","Hirschi et al. 1972; Bulatova 1973b"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza fucata","","80","40","Udagawa 1954c"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza hortulana","","80","40","Bulatova 1973b; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza leucocephalos","","80","40","Radzhabli et al. 1970; Bulatova 1973b"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza melanocephala","","82","41","Garg and Shrivastava 2013a"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza pusilla","","80","40","Li 1988; Jiang et al. 1996; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza rustica","","74","37","Li 1988; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza rutila","","80","40","Li 1988; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza schoeniclus","","74","37","Li 1988; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Emberizidae","","Emberiza spodocephala","","80","40","Li 1988; Jiang et al. 1996; Chen et al. 1999; Zhang and Zhang 2001"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","Waxbills, Munias and allies","Amadina erythrocephala","","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Amadina fasciata","","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Amandava amandava","Estrilda amandava","78","39","Takagi 1972; Ray-Chaudhuri 1976; Les Christidis 1987; Bhunya and Das 1991; Mittal and Sharma 1993"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Amandava subflava","","78","39","Les Christidis 1987"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Emblema pictum","","78","39","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Erythrura trichroa","","78","39","Les Christidis 1986b"
