PHYLUM	ORDER	GENUS	SPECIES	METHOD	1C in pg	1C in Mbp	x	FGSDID	SPECIMEN ID
Ascomycota	Eurotiales	Aspergillus	fijiensis	CS	0.037	36.51		5995	CBS 313.89 v1.0
Ascomycota	Eurotiales	Aspergillus	fischeri	CS	0.030	29.00		4786	
Ascomycota	Eurotiales	Aspergillus	fischeri	CS	0.036	35.00		4924	NRRL 18
Ascomycota	Eurotiales	Aspergillus	flavus	CHEF gel electrophoresis	0.037	36.00		2795	
Ascomycota	Eurotiales	Aspergillus	flavus	CS	0.038	36.79		4827	Taxonomy ID: 5059; strain NRRL 3357
Ascomycota	Eurotiales	Aspergillus	flavus	Fe-IC	0.038	36.89		2794	wildtype isolate
Ascomycota	Eurotiales	Aspergillus	flavus		0.041	40.00		3929	
Ascomycota	Eurotiales	Aspergillus	foetidus	CS	0.038	37.47		5237	CBS 106.47 v1.0
Ascomycota	Eurotiales	Aspergillus	fumigatus	PFGE	0.016	15.80		2729	
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.028	27.52		5645	Strain LMB-35Aa
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.029	28.24		5643	Strain IF1SW-F4
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.029	28.39		5646	Strain JCM 10253
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.029	28.53		5644	Strain ISSFT-021
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.029	28.76		5640	AF10
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.030	28.90		5641	AF210
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.030	29.21		5242	A1163 v1.0
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.030	29.38		4841	strain Af293
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.030	29.40		4438	strain Af293, Taxonomy ID: 330879
Ascomycota	Eurotiales	Aspergillus	fumigatus	CS	0.030	29.48		5642	BioSample SAMN07177964
Ascomycota	Eurotiales	Aspergillus	glaucus	CS	0.029	27.99		5243	CBS 516.65 v1.0
Ascomycota	Eurotiales	Aspergillus	homomorphus	CS	0.035	34.05		5994	CBS 101889 v1.0
Ascomycota	Eurotiales	Aspergillus	niger	Fe-IC	0.030	29.68		2788	
Ascomycota	Eurotiales	Aspergillus	niger	CS	0.035	33.98		4842	CBS 513.88
Ascomycota	Eurotiales	Aspergillus	niger	CS	0.035	34.50		4440	
Ascomycota	Eurotiales	Aspergillus	niger	CS	0.036	34.85		4844	v3.0
Ascomycota	Eurotiales	Aspergillus	niger	CS	0.036	35.25		5241	NRRL3 v1.0
Ascomycota	Eurotiales	Aspergillus	niger	CHEF gel electrophoresis	0.036	35.50		2790	FGSC A733
Ascomycota	Eurotiales	Aspergillus	niger		0.036	35.60		5098	
Ascomycota	Eurotiales	Aspergillus	niger		0.037	36.00		3975	
Ascomycota	Eurotiales	Aspergillus	niger	CS	0.037	36.30		5240	ITEM 5010 v3
Ascomycota	Eurotiales	Aspergillus	niger	Fe-IC	0.037	36.39		2791	wildtype isolate
Ascomycota	Eurotiales	Aspergillus	niger	PFGE	0.038	37.00		2731	
Ascomycota	Eurotiales	Aspergillus	niger	CS	0.038	37.20		4828	Taxonomy ID: 5061; strain ATCC 1015
Ascomycota	Eurotiales	Aspergillus	niger	CHEF gel electrophoresis	0.039	38.50		2789	FGSC A733
Ascomycota	Eurotiales	Aspergillus	oryzae	CS	0.037	36.55		5662	strain 3.042
Ascomycota	Eurotiales	Aspergillus	oryzae	CS	0.038	37.00		4439	RIB40
Ascomycota	Eurotiales	Aspergillus	oryzae	CS	0.039	37.88		4843	strain RIB40 v1.0
Ascomycota	Eurotiales	Aspergillus	ruber	CS	0.027	26.21		5297	v1.0
Ascomycota	Eurotiales	Aspergillus	sclerotiicarbonarius	CS	0.038	37.62		5993	CBS 121057 v1.0
Ascomycota	Eurotiales	Aspergillus	sydowii	CS	0.035	34.38		5246	
Ascomycota	Eurotiales	Aspergillus	sydowii	PFGE	0.041	40.00		2732	
Ascomycota	Eurotiales	Aspergillus	terreus	CS	0.030	29.10		3931	strain NIH 2624
Ascomycota	Eurotiales	Aspergillus	terreus	CS	0.030	29.33		5252	strain NIH 2624 v1.0
Ascomycota	Eurotiales	Aspergillus	terreus	CS	0.036	35.00		4922	strain NIH 2624
Ascomycota	Eurotiales	Aspergillus	terreus	CS	0.036	35.00		4923	ATCC 20542
Ascomycota	Eurotiales	Aspergillus	tubingensis	CS	0.036	35.15		5251	
Ascomycota	Eurotiales	Aspergillus	uvarum	CS	0.037	35.85		5991	CBS 121591 v1.0
Ascomycota	Eurotiales	Aspergillus	versicolor	CS	0.034	33.13		5250	CBS 583.65 v1.0
Ascomycota	Eurotiales	Aspergillus	wentii	CS	0.032	31.35		5249	DTO 134E9 v1.0
Ascomycota	Eurotiales	Monascus	purpureus	CS	0.024	23.44		5302	NRRL 1596 v1.0
Ascomycota	Eurotiales	Monascus	ruber	CS	0.025	24.80		5303	NRRL 1597
Ascomycota	Eurotiales	Penicillium	aurantiogriseum	CS	0.030	29.05		5317	ATCC 48919 v1.0
Ascomycota	Eurotiales	Penicillium	bilaiae	CS	0.038	37.54		5306	ATCC 20851 v1.0
Ascomycota	Eurotiales	Penicillium	brevicompactum	CS	0.032	31.68		5307	AgRF18 v1.0
Ascomycota	Eurotiales	Penicillium	brevicompactum	CS	0.033	32.11		5308	v 2.0
Ascomycota	Eurotiales	Penicillium	canescens	CS	0.034	33.26		5309	ATCC 10419 v1.0
Ascomycota	Eurotiales	Penicillium	chrysogenum	CS	0.033	32.22		5310	Wisconsin 54-1255 v1.0
Ascomycota	Eurotiales	Penicillium	chrysogenum		0.035	34.00		3974	
Ascomycota	Eurotiales	Penicillium	dierckxii	CS	0.031	30.20		5314	ATCC 48694 v1.0
Ascomycota	Eurotiales	Penicillium	digitatum	CS	0.027	25.96		5312	PHI26 v1.0
Ascomycota	Eurotiales	Penicillium	digitatum	CS	0.027	25.99		5592	Pd1
Ascomycota	Eurotiales	Penicillium	expansum	CS	0.033	32.45		5313	ATCC 24692 v1.0
Ascomycota	Eurotiales	Penicillium	glabrum	CS	0.034	33.16		5315	DAOM 239074 v1.0
Ascomycota	Eurotiales	Penicillium	oxalicum	CS	0.031	30.18		5318	114-2 v1.0
Ascomycota	Eurotiales	Penicillium	raistrickii	CS	0.032	31.44		5319	ATCC 10490 v1.0
Ascomycota	Eurotiales	Penicillium	simplicissimum	CS	0.036	35.15		5316	ATCC 10455 v1.0
Ascomycota	Eurotiales	Penicillium	subrubescens	CS	0.041	39.75		5799	FBCC1632/CBS132785
Ascomycota	Eurotiales	Talaromyces	marneffei	CS	0.029	28.64		5321	ATCC 18224 v1.0
Ascomycota	Eurotiales	Talaromyces	stipitatus	CS	0.036	35.69		5322	ATCC 10500 v1.0
Ascomycota	Eurotiales	Thermoascus	aurantiacus	CS	0.029	28.49		5323	v1.0
Ascomycota	Helotiales		sp	CS	0.059	58.19		5809	Helotiales sp. T6G9; Taxonomy ID: 2037899
Ascomycota	Helotiales		sp	CS	0.087	85.09		5714	Helotiales sp. F229
Ascomycota	Helotiales	Albotricha	acutipila	Fl-PC	0.052	51.30	3	2257	REG
Ascomycota	Helotiales	Allophylaria	campanuliformis	Fl-PC	0.037	36.67	2	2448	BARAL 4181
Ascomycota	Helotiales	Allophylaria	subliciformis	Fl-PC	0.053	52.06	3	2449	REG
Ascomycota	Helotiales	Arachnopeziza	aranea cf.	Fl-PC	0.033	32.68	2	2215	BARAL 4205
Ascomycota	Helotiales	Arachnopeziza	aurata	Fl-PC	0.032	31.73	2	2212	REG (Weber 292)
Ascomycota	Helotiales	Arachnopeziza	aurata	Fl-PC	0.033	32.68	2	2213	REG (Weber 555)
Ascomycota	Helotiales	Arachnopeziza sp.		Fl-PC	0.031	30.21	2	2211	REG (Weber 743M)
Ascomycota	Helotiales	Arachnopeziza sp.		Fl-PC	0.033	32.68	2	2214	BARAL 4444 (Weber 88)
Ascomycota	Helotiales	Ascocorticium	anomalum	Fl-PC	0.017	16.34	1	2053	REG
Ascomycota	Helotiales	Ascocoryne	cylichnium	Fl-PC	0.025	24.51	1-2	2361	BARAL 4253
Ascomycota	Helotiales	Ascocoryne	sarcoides	Fl-PC	0.016	15.39	1	2363	REG (Weber 126)
Ascomycota	Helotiales	Ascocoryne	sarcoides	Fl-PC	0.017	17.10	1	2362	REG (Weber 27)
Ascomycota	Helotiales	Ascocoryne	sarcoides	Fl-PC	0.029	28.50	2	2365	REG (Weber 130)
Ascomycota	Helotiales	Ascocoryne	sarcoides	Fl-PC	0.029	28.50	2	2364	REG (Weber 125)
Ascomycota	Helotiales	Ascocoryne	sarcoides	Fl-PC	0.032	31.73	2	2366	REG (Weber 409)
Ascomycota	Helotiales	Ascocoryne	sarcoides	CS	0.035	34.17	2	5257	NRRL50072 v1.0
Ascomycota	Helotiales	Ascotremella	faginea	Fl-PC	0.067	65.17	4	2367	MARSON 3956
Ascomycota	Helotiales	Belonidium	sulphureum	Fl-PC	0.032	31.73	2	2267	no herbarium specimen
Ascomycota	Helotiales	Belonopsis	asteroma	Fl-PC	0.069	67.64	4	2102	REG
Ascomycota	Helotiales	Belonopsis	guestphalicum cf.	Fl-PC	0.077	74.86	4	2125	BARAL 3825
Ascomycota	Helotiales	Belonopsis	lacustris cf.	Fl-PC	0.063	61.94	4?	2123	BARAL 4212
Ascomycota	Helotiales	Bisporella	citrina	Fl-PC	0.047	45.60	3	2458	REG (Weber 116)
Ascomycota	Helotiales	Bisporella	citrina	Fl-PC	0.049	48.07	3	2459	REG (Weber 118)
Ascomycota	Helotiales	Bisporella	citrina	Fl-PC	0.050	48.83	3	2461	REG (Weber 131)
Ascomycota	Helotiales	Bisporella	citrina	Fl-PC	0.050	48.83	3	2460	REG (Weber 121)
Ascomycota	Helotiales	Bisporella	pallescens	Fl-PC	0.078	76.57	4	2464	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2286	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2733	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2734	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2735	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2736	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2737	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2738	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2739	REG
Ascomycota	Helotiales	Bisporella	resinicola	Fl-PC	0.072	70.87	4	2740	REG
Ascomycota	Helotiales	Bisporella	scolochloae	Fl-PC	0.034	33.44	2	2452	REG
Ascomycota	Helotiales	Bisporella	subpallida	Fl-PC	0.051	49.78	3	2463	REG
Ascomycota	Helotiales	Bisporella	sulfurina	Fl-PC	0.044	43.13	3?	2456	REG (Weber 14)
Ascomycota	Helotiales	Bisporella	sulfurina	Fl-PC	0.045	44.08	3?	2457	REG (Weber 293)
Ascomycota	Helotiales	Bisporella sp.		CS	0.058	56.47		5968	PMI_857 v1.0
Ascomycota	Helotiales	Bisporella sp.		Fl-PC	0.051	49.78	3	2462	BARAL 4192 (Weber 686)
Ascomycota	Helotiales	Botryotinia	calthae	Fl-PC	0.057	55.48	3	2551	BARAL 4064
Ascomycota	Helotiales	Botryotinia	fuckeliana	CS	0.039	38.00		4927	B05.10
Ascomycota	Helotiales	Botrytis	cinerea	CS	0.043	41.61		5702	T4
Ascomycota	Helotiales	Botrytis	cinerea	CS	0.044	42.66		4845	v1.0
Ascomycota	Helotiales	Botrytis	cinerea	CS	0.044	42.66		5259	v1.0
Ascomycota	Helotiales	Botrytis	cinerea	CS	0.044	42.74		4443	strain B05.10
Ascomycota	Helotiales	Botrytis	paeoniae	CS	0.045	44.24		5736	isolate AR05
Ascomycota	Helotiales	Brunnipila	clandestina	Fl-PC	0.034	33.44	2	2230	M 6048 (Weber 39)
Ascomycota	Helotiales	Brunnipila	clandestina	Fl-PC	0.035	34.20	2	2231	REG (Weber 91)
Ascomycota	Helotiales	Brunnipila	clandestina	Fl-PC	0.038	37.43	2	2232	REG (Weber 305)
Ascomycota	Helotiales	Bryoscyphus	marchantiae cf.	Fl-PC	0.098	96.14	6	2534	BARAL 3811
Ascomycota	Helotiales	Bulgaria	inquinans	Fl-PC	0.014	13.87	1	2369	REG (Weber 237)
Ascomycota	Helotiales	Bulgaria	inquinans	Fl-PC	0.016	15.39	1	2368	REG (Weber 124)
Ascomycota	Helotiales	Cadophora	malorum	CS	0.049	47.80		5724	SAMEA3925016
Ascomycota	Helotiales	Cadophora	sp	CS	0.072	70.46		5260	DSE1049 v1.0
Ascomycota	Helotiales	Cairneyella	variabilis	CS	0.052	50.69		5725	
Ascomycota	Helotiales	Calloria	neglecta	Fl-PC	0.037	36.67	2	2069	REG (Weber 174)
Ascomycota	Helotiales	Calloria	neglecta	Fl-PC	0.037	36.67	2	2068	REG (Weber 569)
Ascomycota	Helotiales	Calycellina	asperipila	Fl-PC	0.130	127.11	8	2340	BARAL 3923
Ascomycota	Helotiales	Calycellina	chlorinella	Fl-PC	0.043	42.37	2-3	2335	REG
Ascomycota	Helotiales	Calycellina	lutea	Fl-PC	0.075	73.34	4	2339	BARAL 4188
Ascomycota	Helotiales	Calycellina	ochracea	Fl-PC	0.033	32.68	2	2333	REG
Ascomycota	Helotiales	Calycellina	phalaridis	Fl-PC	0.035	34.20	2	2074	BARAL 4134
Ascomycota	Helotiales	Calycellina	populina	Fl-PC	0.067	65.17	4	2338	REG
Ascomycota	Helotiales	Calycina	conorum	Fl-PC	0.038	37.43	2	2346	REG
Ascomycota	Helotiales	Calycina	discreta	Fl-PC	0.038	37.43	2	2347	BARAL 3581
Ascomycota	Helotiales	Calycina	parilis	Fl-PC	0.037	36.67	2	2344	REG
Ascomycota	Helotiales	Calycina	subtilis	Fl-PC	0.039	38.38	2	2349	REG
Ascomycota	Helotiales	Calycina sp.		Fl-PC	0.037	36.67	2	2345	BARAL 3942 (Weber 498)
Ascomycota	Helotiales	Calycina sp.		Fl-PC	0.039	38.38	2	2350	REG (Weber 425)
Ascomycota	Helotiales	Calycina sp.		Fl-PC	0.050	48.83	3	2352	BARAL 3908 (Weber 423)
Ascomycota	Helotiales	Calycina sp.		Fl-PC	0.051	49.78	3	2353	REG (Weber 503)
Ascomycota	Helotiales	Capitotricha	fagiseda	Fl-PC	0.037	36.67	2	2206	REG
Ascomycota	Helotiales	Cejpia	hystrix	Fl-PC	0.045	44.08	2-3	2162	REG
Ascomycota	Helotiales	Cenangium	ferruginosum	Fl-PC	0.037	35.91	2	2410	BARAL 3977
Ascomycota	Helotiales	Chlorociboria	aeruginascens	CS	0.034	33.06		5716	
Ascomycota	Helotiales	Chlorociboria	aeruginascens	Fl-PC	0.053	52.06	3	2411	REG
Ascomycota	Helotiales	Chloroscypha	alutipes	Fl-PC	0.049	48.07	3	2371	REG
Ascomycota	Helotiales	Chloroscypha	sabinae	Fl-PC	0.047	46.36	3	2370	BARAL 3873
Ascomycota	Helotiales	Ciboria	acerina	Fl-PC	0.048	47.31	3	2553	BARAL 4024
Ascomycota	Helotiales	Ciboria	aschersoniana	Fl-PC	0.036	34.96	2	2564	REG (Weber 516)
Ascomycota	Helotiales	Ciboria	aschersoniana	Fl-PC	0.037	36.67	2	2565	BARAL 4130 (Weber 594)
Ascomycota	Helotiales	Ciboria	batschiana	Fl-PC	0.054	53.01	3	2556	REG
Ascomycota	Helotiales	Ciboria	betulae	Fl-PC	0.072	70.87	4	2560	no herbarium specimen
Ascomycota	Helotiales	Ciboria	bulgarioides	Fl-PC	0.037	36.67	2	2552	REG
Ascomycota	Helotiales	Ciboria	caucus	Fl-PC	0.055	53.77	3	2557	REG
Ascomycota	Helotiales	Ciboria	coryli	Fl-PC	0.076	74.10	4	2561	BARAL 3991
Ascomycota	Helotiales	Ciboria	dumbirensis	Fl-PC	0.054	53.01	3	2372	REG
Ascomycota	Helotiales	Ciboria	rufofusca	Fl-PC	0.056	54.53	3	2558	REG
Ascomycota	Helotiales	Ciboria	viridifusca	Fl-PC	0.058	56.24	3	2559	REG
Ascomycota	Helotiales	Ciborinia	camelliae	CS	0.042	40.73		5735	strain ICMP 19812
Ascomycota	Helotiales	Ciliolarina	laricina	Fl-PC	0.058	56.24	3	2313	BARAL 4151
Ascomycota	Helotiales	Ciliolarina sp.		Fl-PC	0.054	53.01	3	2312	BARAL 4198 (Weber688)
Ascomycota	Helotiales	Cistella	acuum agg.	Fl-PC	0.038	37.43	2	2278	BARAL 4198 (Weber 528)
Ascomycota	Helotiales	Cistella	acuum agg.	Fl-PC	0.038	37.43	2	2277	REG (Weber 373)
Ascomycota	Helotiales	Cistella	albidolutea	Fl-PC	0.053	52.06	3	2283	REG
Ascomycota	Helotiales	Cistella	fugiens	Fl-PC	0.037	35.91	2	2279	REG (Weber 334)
Ascomycota	Helotiales	Cistella	fugiens	Fl-PC	0.056	54.53	3	2280	REG (Weber 324)
Ascomycota	Helotiales	Cistella	hymeniophila	Fl-PC	0.037	35.91	2	2225	M (Weber 554M)
Ascomycota	Helotiales	Cistella	hymeniophila	Fl-PC	0.038	37.43	2	2226	REG (Weber 567)
Ascomycota	Helotiales	Cistella	hymeniophila	Fl-PC	0.053	52.06	3	2227	CBS 602.77
Ascomycota	Helotiales	Cistella sp.		Fl-PC	0.067	65.93	4	2284	BARAL 3787 (Weber 333)
Ascomycota	Helotiales	Claussenomyces	hydnicola cf.	Fl-PC	0.034	33.44	2	2385	MARSON 4367
Ascomycota	Helotiales	Claussenomyces	kirschsteinianus	Fl-PC	0.032	31.73	2	2382	BARAL 4070
Ascomycota	Helotiales	Claussenomyces	luteoviridis cf.	Fl-PC	0.027	26.03	1-2	2381	REG
Ascomycota	Helotiales	Claussenomyces	olivaceus	Fl-PC	0.033	32.68	2	2383	BARAL 4071
Ascomycota	Helotiales	Claussenomyces	prasinulus	Fl-PC	0.025	24.51	1-2	2379	REG (Weber 699)
Ascomycota	Helotiales	Claussenomyces	prasinulus	Fl-PC	0.026	25.27	1-2	2378	BARAL 3846 (Weber 382)
Ascomycota	Helotiales	Claussenomyces sp.		Fl-PC	0.017	17.10	1	2373	REG (Weber 700)
Ascomycota	Helotiales	Claussenomyces sp.		Fl-PC	0.019	18.81	1	2374	BARAL 4041
Ascomycota	Helotiales	Claussenomyces sp.		Fl-PC	0.023	22.80	1-2	2375	MARSON 4387
Ascomycota	Helotiales	Claussenomyces sp.		Fl-PC	0.024	23.56	1-2	2377	MARSON 4407
Ascomycota	Helotiales	Claussenomyces sp.		Fl-PC	0.025	24.51	1-2	2376	MARSON 4405
Ascomycota	Helotiales	Claussenomyces sp.		Fl-PC	0.026	25.27	1	2380	REG (Weber 536)
Ascomycota	Helotiales	Claussenomyces sp.		Fl-PC	0.033	32.68	2	2384	BARAL 4179 (Weber 673)
Ascomycota	Helotiales	Coleosperma	lacustre cf.	Fl-PC	0.078	76.57	4	2166	BARAL 4211
Ascomycota	Helotiales	Coleosperma sp.		Fl-PC	0.065	63.46	4?	2165	BARAL 4234 (Weber 701)
Ascomycota	Helotiales	Conchatium	fraxinophilum	Fl-PC	0.071	69.16	4	2476	REG
Ascomycota	Helotiales	Coronellaria	benkertii	Fl-PC	0.057	55.48	3	2164	BARAL 4138
Ascomycota	Helotiales	Crocicreas	amenti	Fl-PC	0.052	51.30	3	2471	BARAL 4023
Ascomycota	Helotiales	Crocicreas	coronatum	Fl-PC	0.050	48.83	3	2468	REG
Ascomycota	Helotiales	Crocicreas	cyathoideum	Fl-PC	0.051	49.78	3	2470	BARAL 4184
Ascomycota	Helotiales	Crocicreas	cyathoideum	Fl-PC	0.051	49.78	3	2469	REG
Ascomycota	Helotiales	Crocicreas	cyathoideum	Fl-PC	0.072	70.11	4	2477	REG
Ascomycota	Helotiales	Crocicreas	dolosellum	Fl-PC	0.054	53.01	3	2473	REG
Ascomycota	Helotiales	Crocicreas	subhyalinum	Fl-PC	0.094	92.15	6	2450	REG (Weber 250)
Ascomycota	Helotiales	Crocicreas	subhyalinum	Fl-PC	0.098	95.38	6	2451	REG (Weber 398)
Ascomycota	Helotiales	Crumenulopsis	pinicola	Fl-PC	0.040	39.14		2001	REG (Weber 499)
Ascomycota	Helotiales	Crumenulopsis	pinicola	Fl-PC	0.041	39.90		2002	REG (Weber 5)
Ascomycota	Helotiales	Crumenulopsis	pinicola	Fl-PC	0.076	74.10	4	2414	REG
Ascomycota	Helotiales	Crumenulopsis	sororia	Fl-PC	0.082	79.80	4	2415	BARAL 4141
Ascomycota	Helotiales	Crumenulopsis sp.		Fl-PC	0.052	51.30	3	2412	BARAL 4221 (Weber 702)
Ascomycota	Helotiales	Crumenulopsis sp.		Fl-PC	0.055	53.77	3	2413	BARAL 4140 (Weber 648)
Ascomycota	Helotiales	Cudonia	circinans	Fl-PC	0.075	73.34	4	2179	REG (Weber 221)
Ascomycota	Helotiales	Cudonia	circinans	Fl-PC	0.076	74.10	4	2180	REG (Weber 668)
Ascomycota	Helotiales	Cudonia	circinans	Fl-PC	0.079	77.33	4	2181	REG (Weber 244)
Ascomycota	Helotiales	Cudoniella	acicularis	Fl-PC	0.065	63.46	4	2514	BARAL 4274 (Weber 703)
Ascomycota	Helotiales	Cudoniella	acicularis	Fl-PC	0.065	63.46	4	2513	REG (Weber 247)
Ascomycota	Helotiales	Cudoniella	clavus	Fl-PC	0.037	35.91	2	2483	REG (Weber 632)
Ascomycota	Helotiales	Cudoniella	clavus	Fl-PC	0.037	35.91	2	2482	REG (Weber 11)
Ascomycota	Helotiales	Cudoniella	tenuispora	Fl-PC	0.033	32.68	2	2481	REG
Ascomycota	Helotiales	Cyathicula	culmicola	Fl-PC	0.051	49.78	3	2474	BARAL 4098 (Weber 631)
Ascomycota	Helotiales	Cyathicula	culmicola	Fl-PC	0.058	56.24	3	2475	REG (Weber 184)
Ascomycota	Helotiales	Cyathicula	starbaeckii	Fl-PC	0.053	52.06	3	2472	REG
