Order	Family	Genus	Species	femalediploidnumber	malediploidnumber	Chromosome_number	haploidnumber	reproductivemode	sexchromosome	notes	citation	femalediploidnumber/malediploidnumber
Isoptera	Termitidae	Drepanotermes	Drepanotermes septentrionalis	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Ephelotermes	Ephelotermes melachoma	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Ephelotermes	Ephelotermes taylori	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Lophotermes	Lophotermes septentrionalis	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Macrognathotermes	Macrognathotermes sunteri	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Microcerotermes	Microcerotermes boreus	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Microcerotermes	Microcerotermes nervosus	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Nasutitermes	Nasutitermes graveolus	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Nasutitermes	Nasutitermes longipennis	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Nasutitermes	Nasutitermes triodiae	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Tumulitermes	Tumulitermes pastinator	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Orthoptera	Acrididae	Baeacris	Baeacris punctulatus	22	22		11	gonochorous	XY		Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/22
Orthoptera	Acrididae	Dichromatos	Dichromatos lilloanus	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Dichromatos	Dichromatos schrottkyi	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Ronderosia	Ronderosia dubius	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Scotussa	Scotussa daguerrei	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Scotussa	Scotussa daguerrei	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Gryllotalpidae	Gryllotalpa	Gryllotalpa gryllotalpa	12	12		6	gonochorous	XY	some populations with 1-4 b chromosomes	Fyodorova, M. V., Zhantiev, R. D., & Gokhman, V. E. (1991). KARYOTYPES OF THE MOLE-CRICKETS (ORTHOPTERA, GRYLLOTALPIDAE) OF THE EUROPEAN PART OF THE USSR AND THE CAUCASUS.Zoologichesky Zhurnal,70(7), 43-50.	12/12
Orthoptera	Gryllotalpidae	Gryllotalpa	Gryllotalpa unispina	20	19		10	gonochorous	XO		Fyodorova, M. V., Zhantiev, R. D., & Gokhman, V. E. (1991). KARYOTYPES OF THE MOLE-CRICKETS (ORTHOPTERA, GRYLLOTALPIDAE) OF THE EUROPEAN PART OF THE USSR AND THE CAUCASUS.Zoologichesky Zhurnal,70(7), 43-50.	20/19
Orthoptera	Tettigoniidae	Aerotegmina	Aerotegmina kilimandjarica	34	33		17	gonochorous	XO		Hemp, C., Heller, K. G., Warchalowska-Sliwa, E., & Hemp, A. (2013). The genus Aerotegmina (Orthoptera, Tettigoniidae, Hexacentrinae): chromosomes, morphological relations, phylogeographical patterns and description of a new species.Organisms Diversity & Evolution,13(4), 521-530.	34/33
Orthoptera	Tettigoniidae	Aerotegmina	Aerotegmina shengenae	28	27		14	gonochorous	XO		Hemp, C., Heller, K. G., Warchalowska-Sliwa, E., & Hemp, A. (2013). The genus Aerotegmina (Orthoptera, Tettigoniidae, Hexacentrinae): chromosomes, morphological relations, phylogeographical patterns and description of a new species.Organisms Diversity & Evolution,13(4), 521-530.	28/27
Dermaptera	Forficulidae	Anechura	Anechura bipunctata	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Apterygida	Apterygida albipennis	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	24		12	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	24		12	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	24		12	gonochorous	XY	XY males (fused X1X2)	Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	25		12	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/25
Dermaptera	Forficulidae	Forficula	Forficula auricularia	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Forficulidae	Forficula	Forficula auricularia	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	NA		12				Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/NA
Dermaptera	Forficulidae	Forficula	Forficula auricularia	26	24		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Forficulidae	Forficula	Forficula scudderi	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula scudderi	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Pseudochelidura	Pseudochelidura sinuata	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Anisolabis	Anisolabis maritima	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Euborellia	Euborellia annulipes	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Euborellia	Euborellia moesta	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Labidura	Labidura riparia	12	12		6	gonochorous	XY	heterochromatic Y from Brazil	Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	12/12
Dermaptera	Labiduridae	Labidura	Labidura riparia	12	12		6	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	12/12
Dermaptera	Labiduridae	Labidura	Labidura riparia	14	14		7	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	14/14
Dermaptera	Labiduridae	Labidura	Labidura truncata	10	10		5	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	10/10
Dermaptera	Labiduridae	Labidura	Labidura truncata	10	10		5	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	10/10
Dermaptera	Labiduridae	Nala	Nala lividipes	34	34		17	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	34/34
Dermaptera	Labiduridae	Nala	Nala lividipes	38	37		19	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	38/37
Dermaptera	Labiduridae	Nala	Nala lividipes	40	40		20	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	40/40
Dermaptera	Labiduridae	Parisopsalis	Parisopsalis spryi	34	32		17	gonochorous	XXXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	34/32
Dermaptera	Labiidae	Labia	Labia minor	14	14		7	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	14/14
Dermaptera	Labiidae	Nesogaster	Nesogaster halli	22	19		11	gonochorous	XO		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	22/19
Plecoptera	Perlidae	Perla	Perla marginata	24	22		12	gonochorous	XXOO	X1X1X2X2/X1X2OO	Junker, H. (1923). Cytologische Untersuchungen an den Geschlechtsorganen der halbzwitterigen Steinfliege Perla marginata (Panzer) (Doctoral dissertation, W. Engelmann).	24/22
Mantodea	Mantidae	Stagmomantis	Stagmomantis carolina	28	27		14	gonochorous	XXY		King, R. L. (1931). Chromosomes of three species of Mantidae.Journal of Morphology,52(2), 525-533.	28/27
Mantophasmatodea	Austrophasmatidae	Karoophasma	Karoophasma biedouwense	14	13		7	gonochorous	XO		Lachowska-Cierlik, D., Marya?ska-Nadachowska, A., Kuznetsova, V., & Picker, M. (2015). First chromosomal study of Mantophasmatodea: Karyotype of Karoophasma biedouwense (Austrophasmatidae).European Journal of Entomology,112(4).	14/13
Phasmatodea	Diapheromeridae	Phaenopharos	Phaenopharos khaoyaiensis	70	NA		35	parthenogenetic			Liehr, T., Buleu, O., Karamysheva, T., Bugrov, A., & Rubtsov, N. (2017). New Insights into Phasmatodea Chromosomes.Genes,8(11), 327.	70/NA
Phasmatodea	Heteropterygidae	Sungaya	Sungaya inexpectata	44	NA		22	parthenogenetic			Liehr, T., Buleu, O., Karamysheva, T., Bugrov, A., & Rubtsov, N. (2017). New Insights into Phasmatodea Chromosomes.Genes,8(11), 327.	44/NA
Phasmatodea	Phasmatidae	Medauroidea	Medauroidea extradentata	38	37		19	gonochorous	XO		Liehr, T., Buleu, O., Karamysheva, T., Bugrov, A., & Rubtsov, N. (2017). New Insights into Phasmatodea Chromosomes.Genes,8(11), 327.	38/37
Phasmatodea	Phasmatidae	Medauroidea	Medauroidea extradentata	38	NA		19	parthenogenetic			Liehr, T., Buleu, O., Karamysheva, T., Bugrov, A., & Rubtsov, N. (2017). New Insights into Phasmatodea Chromosomes.Genes,8(11), 327.	38/NA
Phasmatodea	Pseudophasmatidae	Peruphasma	Peruphasma schultei	44	43		22	gonochorous	XO		Liehr, T., Buleu, O., Karamysheva, T., Bugrov, A., & Rubtsov, N. (2017). New Insights into Phasmatodea Chromosomes.Genes,8(11), 327.	44/43
Isoptera	Kalotermitidae	Bifiditermes	Bifiditermes improbus	36	35		18	gonochorous	XXY	X1X1X2X2/X1X2Y1	Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	36/35
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes austrinus	NA	40		20	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	NA/40
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes brevis	36	37		18	gonochorous	XYY	X1X1/X1Y1Y2	Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	36/37
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes cynocephalus	44	43		22	gonochorous	XXY	X1X1X2X2/X1X2Y1	Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	44/43
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes dudleyi	40	40		20	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	40/40
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes primus	30	NA		15	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	30/NA
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes queenslandis	42	41		21	gonochorous	XXY	X1X1X2X2/X1X2Y1	Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	42/41
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes riverinae	42	42		21	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	42/42
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes secundus	40	40		20	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	40/40
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes secundus	40	NA		20				Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	40/NA
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes sp.	NA	47		24	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	NA/47
Isoptera	Kalotermitidae	Glyptotermes	Glyptotermes brevicornis	42	NA		21	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	42/NA
Isoptera	Kalotermitidae	Glyptotermes	Glyptotermes iridipennis	NA	42		21	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	NA/42
Isoptera	Kalotermitidae	Incisitermes	Incisitermes barretti	NA	42		21	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	NA/42
Isoptera	Kalotermitidae	Neotermes	Neotermes insularis	52	52		26	gonochorous	XXXYYY		Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	52/52
Isoptera	Kalotermitidae	Neotermes	Neotermes insularis	NA	60		30	gonochorous			Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	NA/60
Isoptera	Kalotermitidae	Procryptotermes	Procryptotermes australiensis	48	47		24	gonochorous	XXY	X1X1X2X2/X1X2Y1	Luykx P (1990) A Cytogenetic Survey of 25 Species of Lower Termites from Australia. Genome 33: 80-88.	48/47
Plecoptera	Perlidae	Perla	Perla abdominalis	26	26		13	gonochorous	XXOO	X1X1X2X2/X1X2OO	Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	26/26
Plecoptera	Perlidae	Perla	Perla baetica	26	26		13	gonochorous	XXOO	X1X1X2X2/X1X2OO	Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	26/26
Plecoptera	Perlidae	Perla	Perla bipunctata	22	21		11	gonochorous	XO		Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	22/21
Plecoptera	Perlidae	Perla	Perla cephalotes	26	26		13	gonochorous	XXOO	X1X1X2X2/X1X2OO	Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	26/26
Plecoptera	Perlidae	Perla	Perla immarginata	10	10		5	gonochorous	XY		Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	10/10
Plecoptera	Perlidae	Perla	Perla maxima	20	19		10	gonochorous	XO		Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	20/19
Plecoptera	Perlodidae	Isogenus	Isogenus imhoffi	NA	26		13				Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	NA/26
Plecoptera	Perlodidae	Isoperla	Isoperla grammatica	26	26		13	gonochorous	XXOO	X1X1X2X2/X1X2OO	Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	26/26
Plecoptera	Perlodidae	Isoperla	Isoperla rivulorum	26	26		13	gonochorous	XXOO	X1X1X2X2/X1X2OO	Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	26/26
Plecoptera	Perlodidae	Perlodes	Perlodes jurassica	NA	31		16				Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.	NA/31
Orthoptera	Acrididae	Abracris	Abracris dilecta	24	23		12	gonochorous	XO		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	24/23
Orthoptera	Acrididae	Amblytropidia	Amblytropidia australis	24	23		12	gonochorous	XO		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	24/23
Orthoptera	Acrididae	Apacris	Apacris rubrithorax	24	23		12	gonochorous	XO		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	24/23
Orthoptera	Acrididae	Atrachelacris	Atrachelacris olivaceus	22	22		11	gonochorous	XY		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	22/22
Orthoptera	Acrididae	Atrachelacris	Atrachelacris unicolor	22	22		11	gonochorous	XY		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	22/22
Orthoptera	Acrididae	Chlorus	Chlorus bolivianus	20	19		10	gonochorous	XO		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	20/19
Orthoptera	Acrididae	Chlorus	Chlorus vittatus	24	23		12	gonochorous	XO		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	24/23
Orthoptera	Acrididae	Cornops	Cornops aquaticum	24	23		12	gonochorous	XO		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	24/23
Orthoptera	Acrididae	Dichroplus	Dichroplus conspersus	24	23		12	gonochorous	XO		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	24/23
Orthoptera	Acrididae	Dichroplus	Dichroplus democraticus	24	23		12	gonochorous	XO		Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	24/23
Orthoptera	Acrididae	Dichroplus	Dichroplus dubius	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526	22/21
