institutionCode	otherCatalogNumbers	preservative	phylum	class	order	family	genus	specificEpithet	year	sequencing_status	sample_collected	sample_collected_by
NHMUK	9865894	80% ethanol	Cnidaria	Hydrozoa	Leptothecata	Schizotrichidae	Schizotricha	frutescens	2022	sample_collected	DTOL	NHM
NHMUK	9809655	Dry frozen (-80°C)	Chordata	Aves		Anatidae	Anser	anser?	2022	sample_collected	DTOL	NHM
NHMUK	9809621	80% ethanol	Annelida	Clitellata	Arhynchobellida	Haemopidae	Haemopis	sanguisuga	2022	sample_collected	DTOL	NHM
NHMUK	9809622	80% ethanol	Annelida	Clitellata	Arhynchobellida	Haemopidae	Haemopis	sanguisuga	2022	sample_collected	DTOL	NHM
NHMUK	9171063	Ethanol	Annelida	Clitellata	Arhynchobellida	Haemopidae	Haemopis	sanguisuga	2013	sample_collected	DTOL	NHM
NHMUK	9802777	Dry - pinned	Arthropoda	Insecta	Lepidoptera	Pyralidae	Euzopherodes	vapidella	2021	sample_collected	DTOL	NHM
NHMUK	9173637	Dry frozen (-200°C)	Platyhelminthes	Rhabditophora	Seriata	Planariidae	Polycelis	tenuis	2019	sample_collected	DTOL	NHM
NHMUK	9169163	Ethanol	Platyhelminthes	Rhabditophora	Seriata	Planariidae	Polycelis	tenuis	2018	sample_collected	DTOL	NHM
NHMUK	9171162	Ethanol	Platyhelminthes	Rhabditophora	Seriata	Dugesiidae	Girardia	tigrina	2014	sample_collected	DTOL	NHM
NHMUK	9170756	Ethanol	Platyhelminthes	Rhabditophora	Seriata	Dugesiidae	Girardia	tigrina	2014	sample_collected	DTOL	NHM
NHMUK	9170268	Ethanol	Platyhelminthes	Rhabditophora	Seriata	Dugesiidae	Girardia	tigrina	2018	sample_collected	DTOL	NHM
NHMUK	9170251	Ethanol	Platyhelminthes	Rhabditophora	Seriata	Dugesiidae	Girardia	tigrina	2018	sample_collected	DTOL	NHM
NHMUK	9169692	Ethanol	Platyhelminthes	Rhabditophora	Seriata	Dugesiidae	Girardia	tigrina	2018	sample_collected	DTOL	NHM
NHMUK	9169453	Ethanol	Platyhelminthes	Rhabditophora	Seriata	Dugesiidae	Girardia	tigrina	2018	sample_collected	DTOL	NHM
NHMUK	9169126	Ethanol	Platyhelminthes	Rhabditophora	Seriata	Dugesiidae	Girardia	tigrina	2018	sample_collected	DTOL	NHM
NHMUK	9169998	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	amnicum	2018	sample_collected	DTOL	NHM
NHMUK	9169997	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	amnicum	2018	sample_collected	DTOL	NHM
NHMUK	9172471	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9170677	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2013	sample_collected	DTOL	NHM
NHMUK	9170402	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2013	sample_collected	DTOL	NHM
NHMUK	9170077	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2018	sample_collected	DTOL	NHM
NHMUK	9173624	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9173622	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9173620	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9172458	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9171128	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2014	sample_collected	DTOL	NHM
NHMUK	9171085	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2014	sample_collected	DTOL	NHM
NHMUK	9170767	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2014	sample_collected	DTOL	NHM
NHMUK	9170755	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2014	sample_collected	DTOL	NHM
NHMUK	9169653	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2018	sample_collected	DTOL	NHM
NHMUK	9169191	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2018	sample_collected	DTOL	NHM
NHMUK	9173607	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9173593	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9172487	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9172486	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9172467	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9172465	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9171043	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2013	sample_collected	DTOL	NHM
NHMUK	9170570	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2013	sample_collected	DTOL	NHM
NHMUK	9170048	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2018	sample_collected	DTOL	NHM
NHMUK	9173208	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2019	sample_collected	DTOL	NHM
NHMUK	9170608	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2013	sample_collected	DTOL	NHM
NHMUK	9169718	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2018	sample_collected	DTOL	NHM
NHMUK	9169717	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	corneum	2018	sample_collected	DTOL	NHM
NHMUK	9588993	80% ethanol	Arthropoda	Malacostraca	Decapoda	Mysida			2021	sample_collected	DTOL	NHM
NHMUK	9588992	80% ethanol		Crustacea	Decapoda				2021	sample_collected	DTOL	NHM
NHMUK	9588991	80% ethanol	Arthropoda	Malacostraca	Decapoda	Crangonidae	Crangon	allmani	2021	sample_collected	DTOL	NHM
NHMUK	9537496	IMS 70%		Actinopterygii	Gasterosteiformes	Gasterosteidae	Gasterosteus	aculeatus		sample_collected	DTOL	NHM
NHMUK	9537348	IMS 70%		Actinopterygii	Gasterosteiformes	Gasterosteidae	Pungitius	pungitius		sample_collected	DTOL	NHM
NHMUK	9614238	100% ethanol	Bryozoa	Gymnolaemata	Cheilostomata	Candidae	Cradoscrupocellaria	ellisi	2021	sample_collected	DTOL	NHM
NHMUK	9294738	70% ethanol	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Stenomalina	continua	2021	sample_collected	DTOL	NHM
NHMUK	9614264	80% ethanol		Hydrozoa	Hydroida	Candelabridae	Candelabrum		2021	sample_collected	DTOL	NHM
NHMUK	9614154	80% ethanol	Annelida	Polychaeta	Sabellida	Serpulidae	Spirobranchus	lamarki	2020	sample_collected	DTOL	NHM
NHMUK	9170528	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	casertanum	2013	sample_collected	DTOL	NHM
NHMUK	9169990	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	casertanum	2018	sample_collected	DTOL	NHM
NHMUK	9169989	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	casertanum	2018	sample_collected	DTOL	NHM
NHMUK	9170775	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	casertanum	2014	sample_collected	DTOL	NHM
NHMUK	9170075	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	henslowanum	2018	sample_collected	DTOL	NHM
NHMUK	9169994	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	henslowanum	2018	sample_collected	DTOL	NHM
NHMUK	9170091	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	henslowanum	2018	sample_collected	DTOL	NHM
NHMUK	9171012	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	henslowanum	2013	sample_collected	DTOL	NHM
NHMUK	9169993	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	supinum	2018	sample_collected	DTOL	NHM
NHMUK	9170769	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	supinum	2014	sample_collected	DTOL	NHM
NHMUK	9169992	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2018	sample_collected	DTOL	NHM
NHMUK	9169991	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2018	sample_collected	DTOL	NHM
NHMUK	9172077	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9172072	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9173336	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9172033	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9172028	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9172027	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9173214	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9173132	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9173122	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9169575	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2013	sample_collected	DTOL	NHM
NHMUK	9173069	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9170395	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2013	sample_collected	DTOL	NHM
NHMUK	9170617	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2013	sample_collected	DTOL	NHM
NHMUK	9170586	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2013	sample_collected	DTOL	NHM
NHMUK	9170550	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2013	sample_collected	DTOL	NHM
NHMUK	9173621	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9173633	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2019	sample_collected	DTOL	NHM
NHMUK	9170639	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	nitidum	2013	sample_collected	DTOL	NHM
NHMUK	9169986	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	rivicola	2018	sample_collected	DTOL	NHM
NHMUK	9169243	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Sphaerium	rivicola	2017	sample_collected	DTOL	NHM
NHMUK	9170676	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium		2013	sample_collected	DTOL	NHM
NHMUK	9171049	Ethanol	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium		2013	sample_collected	DTOL	NHM
NHMUK	9173253	Dry frozen (-200°C)	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium		2019	sample_collected	DTOL	NHM
NHMUK	9502227	80% ethanol	Platyhelminthes	Trematoda	Plagiorchiida	Bucephalidae	Rhipidocotyle	minima	1995	sample_collected	DTOL	NHM
NHMUK	9502212	80% ethanol	Platyhelminthes	Trematoda	Plagiorchiida	Bucephalidae	Rhipidocotyle	minima	2001	sample_collected	DTOL	NHM
NHMUK	9317343	Dry frozen (-80°C)	Arthropoda	Insecta	Hemiptera	Lygaeidae	Rhyparochromus	alboacuminatus	2021	sample_collected	DTOL	NHM
NHMUK	9331389	100% ethanol	Arthropoda	Insecta	Hemiptera	Miridae	Acetropis	gimmerthali	2019	sample_collected	DTOL	NHM
NHMUK	9289924	100% ethanol	Arthropoda	Insecta	Diptera	Dryomyzidae	Dryope	flaveola	2020	sample_collected	DTOL	NHM
NHMUK	9170697	Ethanol	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Telmatophilus	schonherrii	2014	sample_collected	DTOL	NHM
NHMUK	9170738	Ethanol	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Telmatophilus	schonherrii	2014	sample_collected	DTOL	NHM
NHMUK	9170699	Ethanol	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Telmatophilus	schonherrii	2014	sample_collected	DTOL	NHM
NHMUK	9169068	Ethanol	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Telmatophilus	schonherrii	2014	sample_collected	DTOL	NHM
NHMUK	9424376	Dry frozen (-80°C)	See notes	See notes	See  notes		Scatophaga	stercoraria	2021	sample_collected	DTOL	NHM
NHMUK	9443160	Dry frozen (-80°C)	Mollusca	Bivalvia	Pteroida	Anomiidae			2021	sample_collected	DTOL	NHM
NHMUK	9443159	Dry frozen (-80°C)	Mollusca	Bivalvia	Pteroida	Anomiidae			2021	sample_collected	DTOL	NHM
NHMUK	9414792	Dry frozen (-80°C)	Arthropoda	Malacostraca	Isopoda	Platyarthridae	Platyarthrus	hoffmannseggi	2021	sample_collected	DTOL	NHM
NHMUK	9414791	Dry frozen (-80°C)	Arthropoda	Malacostraca	Isopoda	Platyarthridae	Platyarthrus	hoffmannseggi	2021	sample_collected	DTOL	NHM
NHMUK	9414789	Dry frozen (-80°C)	Arthropoda	Malacostraca	Isopoda	Platyarthridae	Platyarthrus	hoffmannseggi	2021	sample_collected	DTOL	NHM
NHMUK	9473796	Dry frozen (-80°C)	Bryozoa	Gymnolaemata	Cheilostomata	Escharellidae	Escharella	immersa	2021	sample_collected	DTOL	NHM
