	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
7001	Petrochelidon pyrrhonota	pyrrhonota	Cliff Swallow	Hirundinidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
7031	Pezoporus flaviventris		Western Ground Parrot	Psittaculidae		nan	nan	nan	nan	nan	B10K		
7041	Phacellodomus striaticeps	striaticeps	Streak-fronted Thornbird	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7042	Phacellodomus striaticollis	striaticollis	Freckle-breasted Thornbird	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7044	Phaenicophaeus diardi		Black-bellied Malkoha	Cuculidae		nan	nan	nan	nan	nan	B10K		
7045	Phaenicophaeus pyrrhocephalus		Red-faced Malkoha	Cuculidae		nan	nan	nan	nan	nan	B10K		
7046	Phaenicophaeus sumatranus		Chestnut-bellied Malkoha	Cuculidae		nan	nan	nan	nan	nan	B10K		
7047	Phaenicophaeus tristis		Green-billed Malkoha	Cuculidae		nan	nan	nan	nan	nan	B10K		
7061	Phaethornis augusti	incanescens	Sooty-capped Hermit	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
7078	Phaethornis striigularis	saturatus	Stripe-throated Hermit	Trochilidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
7092	Phalacrocorax bougainvilliorum		Guanay Cormorant	Phalacrocoracidae		nan	nan	nan	nan	nan	B10K		
7112	Phalacrocorax perspicillatus		Spectacled Cormorant	Phalacrocoracidae		nan	nan	nan	nan	nan	B10K		
7128	Phapitreron amethystinus	amethystinus	Amethyst Brown Dove	Columbidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7142	Phedinopsis brazzae		Brazza's Martin	Hirundinidae		nan	nan	nan	nan	nan	B10K		
7145	Pheucticus aureoventris	aureoventris	Black-backed Grosbeak	Cardinalidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7147	Pheucticus chrysopeplus		Yellow Grosbeak	Cardinalidae		nan	nan	nan	nan	nan	B10K		
7162	Pheugopedius sclateri	paucimaculatus	Speckle-breasted Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7163	Pheugopedius spadix		Sooty-headed Wren	Troglodytidae		nan	nan	nan	nan	nan	B10K		
7192	Philydor novaesi		Alagoas Foliage-gleaner	Furnariidae		nan	nan	nan	nan	nan	B10K		
7219	Phoeniculus castaneiceps		Forest Wood-hoopoe	Phoeniculidae		nan	nan	nan	nan	nan	B10K		
7223	Phoeniculus somaliensis		Black-billed Wood-hoopoe	Phoeniculidae		nan	nan	nan	nan	nan	B10K		
7224	Phoenicuropsis coeruleocephala		Blue-capped Redstart	Muscicapidae		nan	nan	nan	nan	nan	B10K		
7226	Phoenicuropsis frontalis		Blue-fronted Redstart	Muscicapidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7227	Phoenicuropsis schisticeps		White-throated Redstart	Muscicapidae		nan	nan	nan	nan	nan	B10K		
7229	Phoenicurus auroreus	auroreus	Daurian Redstart	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7237	Phonipara canora		Cuban Grassquit	Thraupidae		nan	nan	nan	nan	nan	B10K		
7241	Phrygilus gayi	caniceps	Gray-hooded Sierra Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7249	Phyllastrephus albigula		Green-crowned Greenbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
7263	Phyllastrephus poliocephalus		Grey-headed Greenbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
7286	Phylloscartes flaviventris		Rufous-lored Tyrannulet	Pipromorphidae		nan	nan	nan	nan	nan	B10K		
7307	Phylloscopus lorenzii		Mountain Chiffchaff	Phylloscopidae		nan	nan	nan	nan	nan	B10K		
7328	Picoides albolarvatus	albolarvatus	White-headed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7344	Piculus flavigula	magnus	Yellow-throated Woodpecker	Picidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
7347	Piculus simplex		Rufous-winged Woodpecker	Picidae		nan	nan	nan	nan	nan	B10K		
7349	Picumnus aurifrons	transfasciatus	Bar-breasted Piculet	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7351	Picumnus cinnamomeus		Chestnut Piculet	Picidae		nan	nan	nan	nan	nan	B10K		
7352	Picumnus cirratus	confusus	White-barred Piculet	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7355	Picumnus fulvescens		Tawny Piculet	Picidae		nan	nan	nan	nan	nan	B10K		
7356	Picumnus fuscus		Rusty-necked Piculet	Picidae		nan	nan	nan	nan	nan	B10K		
7357	Picumnus granadensis		Grayish Piculet	Picidae		nan	nan	nan	nan	nan	B10K		
7360	Picumnus limae		Ochraceous Piculet	Picidae		nan	nan	nan	nan	nan	B10K		
7383	Picus viridis	saundersi	Green Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7386	Piezorina cinerea		Cinereous Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7392	Pinarornis plumosus		Boulder Chat	Muscicapidae		nan	nan	nan	nan	nan	B10K		
7394	Pinicola enucleator	alascensis	Pine Grosbeak	Fringillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7395	Pionites leucogaster	xanthomeria	White-bellied Parrot	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
7406	Pipile cumanensis	cumanensis	Blue-throated Piping Guan	Cracidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7418	Pipraeidea melanonota	melanonota	Fawn-breasted Tanager	Thraupidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
7436	Piranga flava	macconnelli	Hepatic Tanager	Cardinalidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7459	Pitta erythrogaster	erythrogaster	Red-bellied Pitta	Pittidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7495	Platylophus galericulatus	galericulatus	Crested Jay	Corvidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7497	Platyrinchus coronatus	gumia	Golden-crowned Spadebill	Platyrinchidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7516	Plesiodryas albonotata		Black-bibbed Robin	Petroicidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7517	Plocepasser donaldsoni		Donaldson Smith's Sparrow Weaver	Ploceidae		nan	nan	nan	nan	nan	B10K		
7520	Plocepasser superciliosus		Chestnut-crowned Sparrow Weaver	Ploceidae		nan	nan	nan	nan	nan	B10K		
7602	Podiceps andinus		Colombian Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
7610	Podiceps occipitalis		Silvery Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
7611	Podiceps taczanowskii		Junin Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
7612	Podilymbus gigas		Atitlan Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
7617	Podoces panderi		Turkestan Ground Jay	Corvidae		nan	nan	nan	nan	nan	B10K		
7618	Podoces pleskei		Pleske's Ground Jay	Corvidae		nan	nan	nan	nan	nan	B10K		
7621	Poecile carolinensis	carolinensis	Carolina Chickadee	Paridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7624	Poecile gambeli	abbreviatus	Mountain Chickadee	Paridae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
7632	Poecile rufescens	rufescens	Chestnut-backed Chickadee	Paridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7651	Poecilotriccus sylvia	sylvia	Slaty-headed Tody Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7662	Pogoniulus coryphaea		Western Green Tinkerbird	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7667	Pogoniulus subsulphureus	flavimentum	Yellow-throated Tinkerbird	Ramphastidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7673	Pogonornis rolleti		Black-breasted Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7675	Pogonotriccus eximius		Southern Bristle Tyrant	Pipromorphidae		nan	nan	nan	nan	nan	B10K		
7676	Pogonotriccus lanyoni		Antioquia Bristle Tyrant	Pipromorphidae		nan	nan	nan	nan	nan	B10K		
7678	Pogonotriccus orbitalis		Spectacled Bristle Tyrant	Pipromorphidae		nan	nan	nan	nan	nan	B10K		
7680	Pogonotriccus venezuelanus		Venezuelan Bristle Tyrant	Pipromorphidae		nan	nan	nan	nan	nan	B10K		
7698	Poliolophus urostictus	ilokensis	Yellow-wattled Bulbul	Pycnonotidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7735	Pomarea fluxa		Eiao Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
7738	Pomarea mira		Ua Pou Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
7740	Pomarea nukuhivae		Nuku Hiva Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
7741	Pomarea pomarea		Maupiti Monarch	Monarchidae		nan	nan	nan	nan	nan	B10K		
7767	Poospizopsis hypocondria	affinis	Rufous-sided Warbling Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7776	Porzana albicollis	olivacea	Ash-throated Crake	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7782	Premnoplex brunnescens	brunneicauda	Spotted Barbtail	Furnariidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
7798	Prinia fluviatilis		River Prinia	Cisticolidae		nan	nan	nan	nan	nan	B10K		
7801	Prinia hypoxantha		Drakensberg Prinia	Cisticolidae		nan	nan	nan	nan	nan	B10K		
7803	Prinia maculosa	exultans	Karoo Prinia	Cisticolidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7807	Prinia rufifrons		Red-faced Prinia	Cisticolidae		nan	nan	nan	nan	nan	B10K		
7809	Prinia somalica		Pale Prinia	Cisticolidae		nan	nan	nan	nan	nan	B10K		
7829	Prionops alberti		Yellow-crested Helmet-shrike	Vangidae		nan	nan	nan	nan	nan	B10K		
7830	Prionops caniceps		Red-billed Helmet-shrike	Vangidae		nan	nan	nan	nan	nan	B10K		
7831	Prionops gabela		Gabela Helmet-shrike	Vangidae		nan	nan	nan	nan	nan	B10K		
7833	Prionops poliolophus		Grey-crested Helmet-shrike	Vangidae		nan	nan	nan	nan	nan	B10K		
7840	Procacicus solitarius		Solitary Cacique	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7841	Procacicus solitarius		Solitary Cacique	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7846	Procellaria conspicillata		Spectacled Petrel	Procellariidae		nan	nan	nan	nan	nan	B10K		
7849	Procelsterna albivitta		Grey Noddy	Laridae		nan	nan	nan	nan	nan	B10K		
7866	Progne tapera	fusca	Brown-chested Martin	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7870	Prosobonia ellisi		Moorea Sandpiper	Scolopacidae		nan	nan	nan	nan	nan	B10K		
7881	Prunella modularis	mabbotti	Dunnock	Prunellidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7920	Pseudhirundo griseopyga	melbina	Grey-rumped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7921	Pseudibis davisoni		White-shouldered Ibis	Threskiornithidae		nan	nan	nan	nan	nan	B10K		
7922	Pseudibis gigantea		Giant Ibis	Threskiornithidae		nan	nan	nan	nan	nan	B10K		
7932	Pseudocolaptes boissonneauii		Streaked Tuftedcheek	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7933	Pseudocolaptes boissonneauii		Streaked Tuftedcheek	Furnariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
7944	Pseudonigrita cabanisi		Black-capped Social Weaver	Ploceidae		nan	nan	nan	nan	nan	B10K		
7956	Pseudospingus verticalis		Black-headed Hemispingus	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7957	Pseudospingus xanthophthalmus		Drab Hemispingus	Thraupidae		nan	nan	nan	nan	nan	B10K		
7961	Psilopogon armillaris		Flame-fronted Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7962	Psilopogon asiaticus		Blue-throated Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7965	Psilopogon corvinus		Brown-throated Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7968	Psilopogon faiostrictus		Green-eared Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7969	Psilopogon flavifrons		Yellow-fronted Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7970	Psilopogon franklinii		Golden-throated Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7974	Psilopogon incognitus		Moustached Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7975	Psilopogon javensis		Black-banded Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7976	Psilopogon lagrandieri		Red-vented Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7977	Psilopogon lineatus		Lineated Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7978	Psilopogon malabaricus		Malabar Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7985	Psilopogon rafflesii		Red-crowned Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7986	Psilopogon rubricapillus		Sri Lankan Small Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7988	Psilopogon viridis		White-cheeked Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
7989	Psilopogon zeylanicus		Brown-headed Barbet	Ramphastidae		nan	nan	nan	nan	nan	B10K		
8001	Psittacara leucophthalmus	leucophthalmus	White-eyed Parakeet	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
8078	Pterocles decoratus		Black-faced Sandgrouse	Pteroclidae		nan	nan	nan	nan	nan	B10K		
8081	Pterocles indicus		Painted Sandgrouse	Pteroclidae		nan	nan	nan	nan	nan	B10K		
8086	Pterocles quadricinctus		Four-banded Sandgrouse	Pteroclidae		nan	nan	nan	nan	nan	B10K		
8087	Pterocles senegallus		Spotted Sandgrouse	Pteroclidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8090	Pterodroma atrata		Henderson Petrel	Procellariidae		nan	nan	nan	nan	nan	B10K		
8098	Pterodroma externa	externa	Juan Fernandez Petrel	Procellariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8134	Pteruthius aeralatus		Blyth's Shrike-babbler	Vireonidae		nan	nan	nan	nan	nan	B10K		
8135	Pteruthius annamensis		Dalat Shrike-babbler	Vireonidae		nan	nan	nan	nan	nan	B10K		
8137	Pteruthius intermedius		Clicking Shrike-babbler	Vireonidae		nan	nan	nan	nan	nan	B10K		
8139	Pteruthius ripleyi		Himalayan Shrike-babbler	Vireonidae		nan	nan	nan	nan	nan	B10K		
8143	Ptilinopus arcanus		Negros Fruit Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
8150	Ptilinopus dohertyi		Red-naped Fruit Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
8153	Ptilinopus fischeri		Red-eared Fruit Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
8154	Ptilinopus granulifrons		Carunculated Fruit Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
8155	Ptilinopus greyi		Red-bellied Fruit Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
8158	Ptilinopus insolitus		Knob-billed Fruit Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
8187	Ptilinopus subgularis		Maroon-chinned Fruit Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
8210	Ptilopsis leucotis	granti	Northern White-faced Owl	Strigidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
8218	Ptilotula keartlandi		Grey-headed Honeyeater	Meliphagidae		nan	nan	nan	nan	nan	B10K		
8226	Ptyonoprogne obsoleta		Pale Crag Martin	Hirundinidae		nan	nan	nan	nan	nan	B10K		
8227	Ptyonoprogne rupestris	rupestris	Eurasian Crag Martin	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8230	Puffinus auricularis	newelli	Townsend's Shearwater	Procellariidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8234	Puffinus heinrothi		Heinroth's Shearwater	Procellariidae		nan	nan	nan	nan	nan	B10K		
8248	Pycnonotus barbatus	tricolor	Common Bulbul	Pycnonotidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8254	Pycnonotus cinereifrons		Ashy-fronted Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
8262	Pycnonotus leucogenis	mesopotamia	Himalayan Bulbul	Pycnonotidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8267	Pycnonotus nieuwenhuisii		Blue-wattled Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
8276	Pycnonotus tympanistrigus		Spot-necked Bulbul	Pycnonotidae		nan	nan	nan	nan	nan	B10K		
8298	Pyrgilauda theresae		Afghan Snowfinch	Passeridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8316	Pyrrhomyias cinnamomeus	cinnamomeus	Cinnamon Flycatcher	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8325	Pyrrhulopsis personatus		Masked Shining Parrot	Psittaculidae		nan	nan	nan	nan	nan	B10K		
8326	Pyrrhulopsis splendens		Kadavu Shining Parrot	Psittaculidae		nan	nan	nan	nan	nan	B10K		
8327	Pyrrhulopsis tabuensis	tabuensis	Red Shining Parrot	Psittaculidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
8362	Quiscalus major	major	Boat-tailed Grackle	Icteridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8369	Quoyornis georgianus		White-breasted Robin	Petroicidae		nan	nan	nan	nan	nan	B10K		
8371	Rallicula forbesi		Forbes's Forest Rail	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8372	Rallicula leucospila		White-striped Forest Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
8374	Rallicula rubra		Chestnut Forest Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
8375	Rallina canningi		Andaman Crake	Rallidae		nan	nan	nan	nan	nan	B10K		
8379	Rallus antarcticus		Austral Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
8383	Rallus indicus		Eastern Water Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
8388	Rallus madagascariensis		Madagascar Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
8389	Rallus semiplumbeus		Bogota Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
8401	Ramphocelus carbo	carbo	Silver-beaked Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8403	Ramphocelus flammigerus	icteronotus	Flame-rumped Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8408	Ramphocinclus brachyurus	sanctaeluciae	White-breasted Thrasher	Mimidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8426	Regulus ignicapilla	caucasica	Eurasian Firecrest	Regulidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8434	Reinwardtoena reinwardti		Great Cuckoo Dove	Columbidae		nan	nan	nan	nan	nan	B10K		
8441	Rhadina bonelli	orientalis	Western Bonelli's Warbler	Phylloscopidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8446	Rhamphococcyx calyorhynchus		Yellow-billed Malkoha	Cuculidae		nan	nan	nan	nan	nan	B10K		
8447	Rhaphidura leucopygialis		Silver-rumped Spinetailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
8448	Rhaphidura sabini		Sabine's Spinetailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
8461	Rhinopomastus aterrimus		Black Scimitarbill	Phoeniculidae		nan	nan	nan	nan	nan	B10K		
8464	Rhinopomastus minor		Abyssinian Scimitarbill	Phoeniculidae		nan	nan	nan	nan	nan	B10K		
8466	Rhinoptilus bitorquatus		Jerdon's Courser	Glareolidae		nan	nan	nan	nan	nan	B10K		
8468	Rhinoptilus cinctus		Heuglin's Courser	Glareolidae		nan	nan	nan	nan	nan	B10K		
8483	Rhipidura drownei		Brown Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8485	Rhipidura euryura		White-bellied Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8490	Rhipidura lepida		Palau Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8494	Rhipidura malaitae		Malaita Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8495	Rhipidura matthiae		Mussau Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8496	Rhipidura nebulosa		Samoan Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8497	Rhipidura nigritorquis		Philippine Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8499	Rhipidura opistherythra		Long-tailed Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8501	Rhipidura personata		Kadavu Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8503	Rhipidura phoenicura		Rufous-tailed Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8508	Rhipidura semirubra		Manus Fantail	Rhipiduridae		nan	nan	nan	nan	nan	B10K		
8515	Rhizothera dulitensis		Hose's Partridge	Phasianidae		nan	nan	nan	nan	nan	B10K		
8517	Rhodacanthis flaviceps		Lesser Koa Finch	Fringillidae		nan	nan	nan	nan	nan	B10K		
8518	Rhodacanthis palmeri		Greater Koa Finch	Fringillidae		nan	nan	nan	nan	nan	B10K		
8532	Rhopospina alaudina	venturii	Band-tailed Sierra Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8533	Rhopospina caerulescens		Blue Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
8534	Rhopospina carbonaria		Carbon Finch	Thraupidae		nan	nan	nan	nan	nan	B10K		
8541	Rhynchocyclus olivaceus	guianensis	Olivaceous Flatbill	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8544	Rhynchopsitta pachyrhyncha	pachyrhyncha	Thick-billed Parrot	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
8550	Rhynchostruthus louisae		Somali Grosbeak	Fringillidae		nan	nan	nan	nan	nan	B10K		
8551	Rhynchostruthus percivali		Arabian Grosbeak	Fringillidae		nan	nan	nan	nan	nan	B10K		
8556	Rhyticeros cassidix		Knobbed Hornbill	Bucerotidae		nan	nan	nan	nan	nan	B10K		
8559	Rhyticeros leucocephalus		Writhed Hornbill	Bucerotidae		nan	nan	nan	nan	nan	B10K		
8564	Rhyticeros waldeni		Walden's Hornbill	Bucerotidae		nan	nan	nan	nan	nan	B10K		
8573	Riparia paludicola	paludicola	Plain Martin	Hirundinidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8578	Rollandia microptera		Titicaca Grebe	Podicipedidae		nan	nan	nan	nan	nan	B10K		
8582	Rostratula australis		Australian Painted-snipe	Rostratulidae		nan	nan	nan	nan	nan	B10K		
8585	Rougetius rougetii		Rouget's Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
8589	Rukia longirostra		Long-billed Rukia	Zosteropidae		nan	nan	nan	nan	nan	B10K		
8590	Rukia ruki		Faichuk Rukia	Zosteropidae		nan	nan	nan	nan	nan	B10K		
8594	Rynchops albicollis		Indian Skimmer	Laridae		nan	nan	nan	nan	nan	B10K		
8595	Rynchops flavirostris		African Skimmer	Laridae		nan	nan	nan	nan	nan	B10K		
8605	Saltator albicollis	striatipectus	Lesser Antillean Saltator	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8614	Saltator maximus	magnoides	Buff-throated Saltator	Thraupidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8619	Saltatricula atricollis		Black-throated Saltator	Thraupidae		nan	nan	nan	nan	nan	B10K		
8621	Salvadorina waigiuensis		Salvadori's Teal	Anatidae		nan	nan	nan	nan	nan	B10K		
8629	Saroglossa spilopterus		Spot-winged Starling	Sturnidae		nan	nan	nan	nan	nan	B10K		
8630	Sarothrura affinis		Striped Flufftail	Sarothruridae		nan	nan	nan	nan	nan	B10K		
8632	Sarothrura boehmi		Streaky-breasted Flufftail	Sarothruridae		nan	nan	nan	nan	nan	B10K		
8635	Sarothrura lugens		Chestnut-headed Flufftail	Sarothruridae		nan	nan	nan	nan	nan	B10K		
8672	Schiffornis veraepacis	dumicola	Northern Schiffornis	Tityridae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
8680	Schoeniclus chrysophrys		Yellow-browed Bunting	Emberizidae		nan	nan	nan	nan	nan	B10K		
8682	Schoeniclus pallasi		Pallas's Reed Bunting	Emberizidae		nan	nan	nan	nan	nan	B10K		
8690	Schoeniclus sulphuratus		Japanese Yellow Bunting	Emberizidae		nan	nan	nan	nan	nan	B10K		
8691	Schoeniclus tristrami		Tristram's Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8692	Schoeniclus variabilis		Grey Bunting	Emberizidae		nan	nan	nan	nan	nan	B10K		
8696	Schoeniophylax phryganophilus	phryganophilus	Chotoy Spinetail	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8697	Schoeniparus brunneus		Dusky Fulvetta	Pellorneidae		nan	nan	nan	nan	nan	B10K		
8699	Schoeniparus cinereus		Yellow-throated Fulvetta	Pellorneidae		nan	nan	nan	nan	nan	B10K		
8700	Schoeniparus dubius	mandellii	Rusty-capped Fulvetta	Pellorneidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
8703	Schoutedenapus myoptilus		Scarce Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8704	Schoutedenapus schoutedeni		Schouteden's Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
8712	Scleroptila gutturalis		Orange River Francolin	Phasianidae		nan	nan	nan	nan	nan	B10K		
8716	Scleroptila streptophora		Ring-necked Francolin	Phasianidae		nan	nan	nan	nan	nan	B10K		
8724	Scolopax celebensis		Sulawesi Woodcock	Scolopacidae		nan	nan	nan	nan	nan	B10K		
8727	Scolopax rochussenii		Moluccan Woodcock	Scolopacidae		nan	nan	nan	nan	nan	B10K		
