	Species_name	Subspecies	Common_Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
8878	Setopagis heterura		Todd's Nightjar	Caprimulgidae							B10K		
8879	Setopagis maculosa		Cayenne Nightjar	Caprimulgidae							B10K		
8911	Setophaga pitiayumi	pitiayumi	Tropical Parula	Parulidae	Phase Genus						B10K	B10K	
8932	Sheppardia polioptera		Grey-winged Akalat	Muscicapidae							B10K		
8941	Sibia waldeni		Streak-throated Barwing	Leiothrichidae							B10K		
8946	Sicalis flaveola	pelzelni	Saffron Finch	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8950	Sicalis luteola	luteola	Grassland Yellow Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8951	Sicalis mendozae		Monte Yellow Finch	Thraupidae							B10K		
8952	Sicalis olivascens	olivascens	Greenish Yellow Finch	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8955	Sicalis uropigyalis		Bright-rumped Yellow Finch	Thraupidae							B10K		
8962	Sinosuthora brunnea		Brown-winged Parrotbill	Sylviidae							B10K		
8964	Sinosuthora przewalskii		Rusty-throated Parrotbill	Sylviidae							B10K		
8969	Siphonorhis americana		Jamaican Pauraque	Caprimulgidae							B10K		
8986	Sitta castanea	koelzi	Chestnut-bellied Nuthatch	Sittidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9000	Sitta solangiae		Yellow-billed Nuthatch	Sittidae							B10K		
9012	Smithornis capensis		African Broadbill	Calyptomenidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
9013	Smithornis rufolateralis		Rufous-sided Broadbill	Calyptomenidae							B10K		
9014	Smithornis sharpei		Grey-headed Broadbill	Calyptomenidae							B10K		
9024	Spatula hottentota		Hottentot Teal	Anatidae							B10K		
9025	Spatula platalea		Red Shoveler	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9026	Spatula puna		Puna Teal	Anatidae							B10K		
9029	Spatula smithii		Cape Shoveler	Anatidae							B10K		
9030	Spatula versicolor		Silver Teal	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9039	Spelaeornis reptatus		Grey-bellied Wren Babbler	Timaliidae							B10K		
9047	Sphecotheres hypoleucus		Wetar Figbird	Oriolidae							B10K		
9048	Sphecotheres vieilloti		Australasian Figbird	Oriolidae							B10K		
9049	Sphecotheres viridis		Timor Figbird	Oriolidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9055	Sphenoeacus afer		Cape Grassbird	Macrosphenidae		B10K				sample_collected	B10K		
9056	Sphenopsis frontalis		Oleaginous Hemispingus	Thraupidae							B10K		
9057	Sphenopsis melanotis		Black-eared Hemispingus	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9064	Spilornis cheela	holospilus	Crested Serpent Eagle	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
9069	Spindalis dominicensis		Hispaniolan Spindalis	Phaenicophilidae							B10K		
9070	Spindalis nigricephala		Jamaican Spindalis	Phaenicophilidae							B10K		
9071	Spindalis portoricensis		Puerto Rican Spindalis	Phaenicophilidae							B10K		
9072	Spindalis zena		Western Spindalis	Phaenicophilidae							B10K		
9111	Spizocorys fremantlii		Short-tailed Lark	Alaudidae							B10K		
9113	Spizocorys obbiensis		Obbia Lark	Alaudidae							B10K		
9121	Sporathraupis cyanocephala		Blue-capped Tanager	Thraupidae							B10K		
9123	Sporophila americana	corvina	Wing-barred Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9125	Sporophila atrirostris		Black-billed Seed Finch	Thraupidae							B10K		
9126	Sporophila beltoni		Tropeiro Seedeater	Thraupidae							B10K		
9128	Sporophila bouvronides		Lesson's Seedeater	Thraupidae							B10K		
9136	Sporophila fringilloides		White-naped Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9138	Sporophila funerea		Thick-billed Seed Finch	Thraupidae							B10K		
9141	Sporophila intermedia	intermedia	Gray Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9148	Sporophila murallae		Caquetá Seedeater	Thraupidae							B10K		
9151	Sporophila nuttingi		Nicaraguan Seed Finch	Thraupidae							B10K		
9155	Sporophila plumbea	whiteleyana	Plumbeous Seedeater	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9164	Stachyris herberti		Sooty Babbler	Timaliidae							B10K		
9165	Stachyris humei		Wedge-billed Babbler	Timaliidae							B10K		
9185	Stelgidopteryx ruficollis	decolor	Southern Rough-winged Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9186	Stelgidopteryx serripennis	serripennis	Northern Rough-winged Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9199	Sterna acuticauda		Black-bellied Tern	Laridae							B10K		
9200	Sterna aurantia		River Tern	Laridae							B10K		
9207	Sterna repressa		White-cheeked Tern	Laridae							B10K		
9211	Sterna virgata		Kerguelen Tern	Laridae							B10K		
9227	Stigmatura budytoides	inzonata	Greater Wagtail Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9230	Stiphrornis erythrothorax	pyrrholaemus	Forest Robin	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9241	Streptocitta albertinae		Bare-eyed Myna	Sturnidae							B10K		
9257	Streptopelia senegalensis	aequatorialis	Laughing Dove	Columbidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9262	Streptoprocne biscutata		Biscutate Swift	Apodidae							B10K		
9265	Streptoprocne semicollaris		White-naped Swift	Apodidae							B10K		
9266	Streptoprocne zonaris	albicincta	White-collared Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9268	Strigops habroptila		Kakapo	Strigopidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9278	Strix ocellata		Mottled Wood Owl	Strigidae							B10K		
9286	Struthio molybdophanes		Somali Ostrich	Struthionidae							B10K		
9293	Sturnornis albofrontatus		White-faced Starling	Sturnidae							B10K		
9298	Sublegatus modestus	arenarum	Southern Scrub Flycatcher	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9311	Suthora fulvifrons		Fulvous-fronted Parrotbill	Sylviidae							B10K		
9313	Suthora verreauxi		Golden Parrotbill	Sylviidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9319	Sylvietta brachyura		Northern Crombec	Macrosphenidae							B10K		
9320	Sylvietta denti		Lemon-bellied Crombec	Macrosphenidae							B10K		
9321	Sylvietta isabellina		Somali Crombec	Macrosphenidae							B10K		
9322	Sylvietta leucophrys		White-browed Crombec	Macrosphenidae							B10K		
9323	Sylvietta philippae		Philippa's Crombec	Macrosphenidae							B10K		
9324	Sylvietta rufescens		Long-billed Crombec	Macrosphenidae	Phase Genus	B10K				sample_collected	B10K	B10K	
9325	Sylvietta ruficapilla		Red-capped Crombec	Macrosphenidae							B10K		
9326	Sylvietta virens		Green Crombec	Macrosphenidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
9327	Sylvietta whytii		Red-faced Crombec	Macrosphenidae							B10K		
9328	Sylviorthorhynchus desmurii		Des Murs's Wiretail	Furnariidae							B10K		
9329	Sylviorthorhynchus yanacensis		Tawny Tit Spinetail	Furnariidae		B10K	B10K	B10K		in_progress	B10K		
9336	Symposiachrus brehmii		Biak Monarch	Monarchidae							B10K		
9341	Symposiachrus julianae		Kafiau Monarch	Monarchidae							B10K		
9344	Symposiachrus malaitae		White-cheeked Monarch	Monarchidae							B10K		
9348	Symposiachrus rubiensis		Rufous Monarch	Monarchidae							B10K		
9349	Symposiachrus sacerdotum		Flores Monarch	Monarchidae							B10K		
9354	Synallaxis albescens	josephinae	Pale-breasted Spinetail	Furnariidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9358	Synallaxis beverlyae		Rio Orinoco Spinetail	Furnariidae							B10K		
9359	Synallaxis brachyura	nigrifumosa	Slaty Spinetail	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9395	Syndactyla rufosuperciliata	oleaginea	Buff-browed Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9397	Syndactyla subalaris	lineata	Lineated Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9405	Synthliboramphus scrippsi		Scripps's Murrelet	Alcidae							B10K		
9407	Sypheotides indicus		Lesser Florican	Otididae							B10K		
9415	Syrrhaptes tibetanus		Tibetan Sandgrouse	Pteroclidae							B10K		
9418	Taccocua leschenaultii		Sirkeer Malkoha	Cuculidae							B10K		
9419	Tachornis furcata		Pygmy Swift	Apodidae							B10K		
9422	Tachuris rubrigastra		Many-colored Rush Tyrant	Tachurididae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
9423	Tachuris rubrigastra		Many-colored Rush Tyrant	Tachurididae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9438	Tachycineta thalassina	lepida	Violet-green Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9446	Tachyphonus cristatus	intercedens	Flame-crested Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9452	Tachyphonus surinamus	surinamus	Fulvous-crested Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9461	Taeniotriccus andrei	klagesi	Black-chested Tyrant	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9466	Tangara argentea		Black-headed Tanager	Thraupidae							B10K		
9469	Tangara cabanisi		Azure-rumped Tanager	Thraupidae							B10K		
9471	Tangara cayana	cayana	Burnished-buff Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9486	Tangara glaucocolpa		Glaucous Tanager	Thraupidae							B10K		
9500	Tangara ornata		Golden-chevroned Tanager	Thraupidae							B10K		
9504	Tangara peruviana		Black-backed Tanager	Thraupidae							B10K		
9537	Taraba major	semifasciatus	Great Antshrike	Thamnophilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9538	Tarphonomus certhioides	estebani	Chaco Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9548	Tauraco corythaix	shalowi	Knysna Turaco	Musophagidae	Phase Genus	B10K				sample_collected	B10K	B10K	
9557	Tauraco rossae		Ross's Turaco	Musophagidae							B10K		
9561	Tauraco violaceus		Violet Turaco	Musophagidae	Phase Genus						B10K	B10K	
9563	Tchagra jamesi		Three-streaked Tchagra	Malaconotidae							B10K		
9565	Tchagra tchagra		Southern Tchagra	Malaconotidae							B10K		
9566	Telacanthura melanopygia		Black Spinetailed Swift	Apodidae							B10K		
9567	Telacanthura ussheri		Mottled Spinetailed Swift	Apodidae							B10K		
9572	Telophorus viridis		Gorgeous Bush-shrike	Malaconotidae		B10K				sample_collected	B10K		
9577	Tephrophilus wetmorei		Masked Mountain Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9583	Terenura sicki		Orange-bellied Antwren	Thamnophilidae							B10K		
9584	Teretistris fernandinae		Yellow-headed Teretistris	Zeledoniidae							B10K		
9585	Teretistris fornsi		Oriente Teretistris	Zeledoniidae							B10K		
9603	Tersina viridis		Swallow Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9612	Tetraogallus caucasicus		Caucasian Snowcock	Phasianidae							B10K		
9662	Thamnophilus murinus	murinus	Mouse-colored Antshrike	Thamnophilidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9699	Threskiornis aethiopicus	molucca	African Sacred Ibis	Threskiornithidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9700	Threskiornis bernieri		Madagascar Sacred Ibis	Threskiornithidae							B10K		
9711	Thripophaga amacurensis		Delta Amacuro Softtail	Furnariidae							B10K		
9716	Thryomanes bewickii	drymoecus	Bewick's Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9717	Thryophilus nicefori		Niceforo's Wren	Troglodytidae							B10K		
9718	Thryophilus pleurostictus		Banded Wren	Troglodytidae							B10K		
9719	Thryophilus rufalbus		Rufous-and-white Wren	Troglodytidae		B10K	B10K	B10K		in_progress	B10K		
9720	Thryophilus sernai		Antioquia Wren	Troglodytidae							B10K		
9721	Thryophilus sinaloa		Sinaloa Wren	Troglodytidae							B10K		
9722	Thryorchilus browni		Timberline Wren	Troglodytidae							B10K		
9723	Thryothorus griseus		Gray Wren	Troglodytidae							B10K		
9724	Thryothorus ludovicianus		Carolina Wren	Troglodytidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
9725	Thryothorus ludovicianus		Carolina Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9748	Tityra cayana	cayana	Black-tailed Tityra	Tityridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9749	Tityra inquisitor		Black-crowned Tityra	Tityridae							B10K		
9750	Tityra leucura		White-tailed Tityra	Tityridae							B10K		
9751	Tityra semifasciata		Masked Tityra	Tityridae							B10K		
9755	Tockus camurus	camurus	Red-billed Dwarf Hornbill	Bucerotidae	Phase Genus						B10K	B10K	
9756	Tockus damarensis		Damara Hornbill	Bucerotidae							B10K		
9760	Tockus flavirostris	leucomelas	Eastern Yellow-billed Hornbill	Bucerotidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9780	Todiramphus miyakoensis		Miyako Island Kingfisher	Alcedinidae							B10K		
9788	Todirostrum chrysocrotaphum		Yellow-browed Tody Flycatcher	Pipromorphidae							B10K		
9789	Todirostrum cinereum	cinereum	Common Tody Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9790	Todirostrum maculatum	amacurense	Spotted Tody Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9791	Todirostrum nigriceps		Black-headed Tody Flycatcher	Pipromorphidae							B10K		
9792	Todirostrum pictum		Painted Tody Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9793	Todirostrum poliocephalum		Gray-headed Tody Flycatcher	Pipromorphidae							B10K		
9794	Todirostrum viridanum		Maracaibo Tody Flycatcher	Pipromorphidae							B10K		
9800	Tolmomyias assimilis		Yellow-margined Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9801	Tolmomyias flaviventris		Yellow-breasted Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9802	Tolmomyias poliocephalus	sclateri	Gray-crowned Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9803	Tolmomyias sulphurescens	aequatorialis	Yellow-olive Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9804	Tolmomyias traylori		Orange-eyed Flycatcher	Pipromorphidae							B10K		
9828	Toxostoma rufum	rufum	Brown Thrasher	Mimidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9857	Treron pompadora	amadoni	Pompadour Green Pigeon	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9875	Trichastoma tickelli		Buff-breasted Babbler	Pellorneidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9890	Tricholaema frontata		Miombo Pied Barbet	Ramphastidae							B10K		
9892	Tricholaema lacrymosa		Spot-flanked Barbet	Ramphastidae							B10K		
9895	Tricholaema melanocephala		Black-throated Barbet	Ramphastidae							B10K		
9912	Tringa totanus	eurhinus	Common Redshank	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9933	Troglodytes aedon	albicans	House Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9934	Troglodytes cobbi		Cobb's Wren	Troglodytidae							B10K		
9935	Troglodytes hiemalis		Winter Wren	Troglodytidae							B10K		
9936	Troglodytes monticola		Santa Marta Wren	Troglodytidae							B10K		
9937	Troglodytes ochraceus		Ochraceous Wren	Troglodytidae							B10K		
9938	Troglodytes pacificus		Pacific Wren	Troglodytidae							B10K		
9939	Troglodytes rufociliatus		Rufous-browed Wren	Troglodytidae							B10K		
9940	Troglodytes rufulus		Tepui Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9941	Troglodytes sissonii		Socorro Wren	Troglodytidae							B10K		
9942	Troglodytes solstitialis	auricularis	Mountain Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9943	Troglodytes tanneri		Clarion Wren	Troglodytidae							B10K		
9944	Troglodytes troglodytes	troglodytes	Eurasian Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
9947	Trogon caligatus		Gartered Trogon	Trogonidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
9948	Trogon chionurus		White-tailed Trogon	Trogonidae							B10K		
9958	Trogon mesurus		Ecuadorian Trogon	Trogonidae							B10K		
9961	Trogon ramonianus		Amazonian Trogon	Trogonidae							B10K		
9972	Turdinus crassus		Mountain Wren Babbler	Pellorneidae							B10K		
9975	Turdinus marmoratus		Marbled Wren Babbler	Pellorneidae							B10K		
9976	Turdinus rufipectus		Rusty-breasted Wren Babbler	Pellorneidae							B10K		
9981	Turdoides hindei		Hinde's Babbler	Leiothrichidae							B10K		
9986	Turdoides melanops		Black-faced Babbler	Leiothrichidae							B10K		
10005	Turdus chiguanco	anthracinus	Chiguanco Thrush	Turdidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
10008	Turdus eremita		Tristan da Cunha Thrush	Turdidae							B10K		
10014	Turdus fumigatus	fumigatus	Cocoa Thrush	Turdidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
10037	Turdus merula	aterrimus	Eurasian Blackbird	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10047	Turdus olivaceus	pelios	Olive Thrush	Turdidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
10051	Turdus philomelos	clarki	Song Thrush	Turdidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10077	Turnix castanotus		Chestnut-backed Buttonquail	Turnicidae							B10K		
10078	Turnix everetti		Sumba Buttonquail	Turnicidae							B10K		
10080	Turnix maculosus		Red-backed Buttonquail	Turnicidae							B10K		
10081	Turnix melanogaster		Black-breasted Buttonquail	Turnicidae							B10K		
10083	Turnix ocellatus		Spotted Buttonquail	Turnicidae							B10K		
10084	Turnix olivii		Buff-breasted Buttonquail	Turnicidae							B10K		
10091	Turnix worcesteri		Worcester's Buttonquail	Turnicidae							B10K		
10095	Turtur chalcospilos	chalcospilos	Emerald-spotted Wood Dove	Columbidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
10096	Turtur tympanistria	tympanistria	Tambourine Dove	Columbidae	Phase Genus	B10K				sample_collected	B10K	B10K	
10124	Tyto delicatula		Pearly Owl	Tytonidae							B10K		
10125	Tyto deroepstorffi		Andaman Barn Owl	Tytonidae							B10K		
10133	Tyto prigoginei		Itombwe Owl	Tytonidae							B10K		
10139	Upucerthia dumetaria	hypoleuca	Scaly-throated Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
10141	Upucerthia validirostris	validirostris	Buff-breasted Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10142	Upucerthia validirostris	jelskii	Buff-breasted Earthcreeper	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10154	Urocissa ornata		Sri Lanka Blue Magpie	Corvidae							B10K		
10155	Urocissa whiteheadi		White-winged Magpie	Corvidae							B10K		
10158	Urocynchramus pylzowi		Przevalski's Rosefinch	Urocynchramidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
10168	Uropsila leucogastra		White-bellied Wren	Troglodytidae		B10K	B10K	B10K		in_progress	B10K		
10170	Urosphena subulata		Timor Stubtail	Scotocercidae							B10K		
10182	Vanellus crassirostris		Long-toed Lapwing	Charadriidae							B10K		
10183	Vanellus duvaucelii		River Lapwing	Charadriidae							B10K		
10187	Vanellus lugubris		Senegal Lapwing	Charadriidae							B10K		
10188	Vanellus macropterus		Javan Wattled Lapwing	Charadriidae							B10K		
10189	Vanellus malarbaricus		Yellow-wattled Lapwing	Charadriidae							B10K		
10190	Vanellus melanocephalus		Spot-breasted Lapwing	Charadriidae							B10K		
10191	Vanellus melanopterus		Black-winged Lapwing	Charadriidae							B10K		
10194	Vanellus senegallus		African Wattled Lapwing	Charadriidae							B10K		
10196	Vanellus superciliosus		Brown-chested Lapwing	Charadriidae							B10K		
10197	Vanellus tectus		Black-headed Lapwing	Charadriidae							B10K		
10198	Vanellus tricolor		Black-breasted Lapwing	Charadriidae							B10K		
10201	Vauriella albigularis		White-throated Jungle Flycatcher	Muscicapidae							B10K		
10202	Vauriella goodfellowi		Slaty-backed Jungle Flycatcher	Muscicapidae							B10K		
10204	Vauriella insignis		White-browed Jungle Flycatcher	Muscicapidae		B10K	B10K	B10K		in_progress	B10K		
10205	Veles binotatus		Brown Nightjar	Caprimulgidae							B10K		
10212	Veniliornis kirkii	cecilii	Red-rumped Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
10214	Veniliornis maculifrons		Yellow-eared Woodpecker	Picidae							B10K		
10225	Vidua camerunensis		Fonio Indigobird	Viduidae							B10K		
10226	Vidua chalybeata		Village Indigobird	Viduidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
10227	Vidua codringtoni		Peters's Twinspot Indigobird	Viduidae							B10K		
10228	Vidua fischeri		Straw-tailed Whydah	Viduidae							B10K		
10229	Vidua funerea		Dusky Indigobird	Viduidae							B10K		
10230	Vidua hypocherina		Steel-blue Whydah	Viduidae							B10K		
10231	Vidua interjecta		Exclamatory Whydah	Viduidae							B10K		
10232	Vidua larvaticola		Barka Indigobird	Viduidae							B10K		
10233	Vidua macroura		Pin-tailed Whydah	Viduidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
10234	Vidua maryae		Jos Plateau Indigobird	Viduidae							B10K		
10235	Vidua nigeriae		Quailfinch Indigobird	Viduidae							B10K		
10236	Vidua obtusa		Broad-tailed Paradise Whydah	Viduidae							B10K		
10237	Vidua orientalis		Sahel Paradise Whydah	Viduidae							B10K		
10238	Vidua paradisaea		Eastern Paradise Whydah	Viduidae							B10K		
10239	Vidua purpurascens		Purple Indigobird	Viduidae							B10K		
10240	Vidua raricola		Jambandu Indigobird	Viduidae							B10K		
10241	Vidua regia		Shaft-tailed Whydah	Viduidae							B10K		
10242	Vidua togoensis		Togo Paradise Whydah	Viduidae							B10K		
10243	Vidua wilsoni		Wilson's Indigobird	Viduidae							B10K		
10255	Vireo caribaeus		San Andres Vireo	Vireonidae							B10K		
10262	Vireo gracilirostris		Noronha Vireo	Vireonidae							B10K		
10264	Vireo gundlachii		Cuban Vireo	Vireonidae							B10K		
10270	Vireo masteri		Choco Vireo	Vireonidae							B10K		
10273	Vireo nelsoni		Dwarf Vireo	Vireonidae							B10K		
10310	Xenoligea montana		White-winged Warbler Tanager	Phaenicophilidae							B10K		
10320	Xenopsaris albinucha		White-naped Xenopsaris	Tityridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10348	Xolmis cinereus	cinerea	Gray Monjita	Tyrannidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
10351	Xolmis irupero	irupero	White Monjita	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10354	Xolmis salinarum		Salinas Monjita	Tyrannidae							B10K		
10358	Yuhina castaniceps	torqueola	Striated Yuhina	Zosteropidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10366	Zanclostomus javanicus		Red-billed Malkoha	Cuculidae							B10K		
10370	Zapornia akool		Brown Crake	Rallidae							B10K		
10372	Zapornia bicolor		Black-tailed Crake	Rallidae							B10K		
10375	Zapornia monasa		Kosrae Crake	Rallidae							B10K		
10376	Zapornia olivieri		Sakalava Rail	Rallidae							B10K		
10377	Zapornia palmeri		Laysan Rail	Rallidae							B10K		
10379	Zapornia paykullii		Band-bellied Crake	Rallidae							B10K		
10381	Zapornia sandwichensis		Hawaiian Rail	Rallidae							B10K		
10386	Zeledonia coronata		Wren-thrush	Zeledoniidae							B10K		
10388	Zenaida auriculata	rubripes	Eared Dove	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10402	Zimmerius petersi		Venezuelan Tyrannulet	Tyrannidae							B10K		
10412	Zoonavena grandidieri		Madagascar Spinetailed Swift	Apodidae							B10K		
10413	Zoonavena sylvatica		White-rumped Spinetailed Swift	Apodidae							B10K		
10414	Zoonavena thomensis		São Tomé Spinetailed Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10422	Zoothera machiki		Fawn-breasted Thrush	Turdidae							B10K		
10423	Zoothera major		Amami Thrush	Turdidae							B10K		
10429	Zoothera terrestris		Bonin Thrush	Turdidae							B10K		
10435	Zosterops atrifrons	hypoxantha	Black-crowned White-eye	Zosteropidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
10463	Zosterops kuehni		Ambon White-eye	Zosteropidae							B10K		
10473	Zosterops meeki		White-throated White-eye	Zosteropidae							B10K		
10483	Zosterops mysorensis		Biak White-eye	Zosteropidae							B10K		
10485	Zosterops nehrkorni		Sangir White-eye	Zosteropidae							B10K		
10486	Zosterops nigrorum	aureilis	Yellowish White-eye	Zosteropidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10502	Zosterops somadikartai		Togian White-eye	Zosteropidae							B10K		
10519	Amphispiza belli	belli			Phase Genus						B10K	B10K	
10521					Phase Genus						B10K	B10K	
10522					Phase Genus						B10K	B10K	
10524	Caracara plancus plancus				Phase Genus						B10K	B10K	
10525	Pernis apivorus apivorus				Phase Genus						B10K	B10K	
10526	Rupornis magnirostris saturatus				Phase Genus						B10K	B10K	
10528	Platalea leucorodia leucorodia				Phase Genus						B10K	B10K	
10534	Aethopyga jugularis				Phase Genus						B10K	B10K	
10535	Pardilaparus venustulus				Phase Genus						B10K	B10K	
10536	Amaurocichla Motacilla bocagii				Phase Genus						B10K	B10K	
10537	Coccopygia bocagei				Phase Genus						B10K	B10K	
10538	Neospiza Crithagra concolor				Phase Genus						B10K	B10K	
